部門名,米,耕種農業（米を除く）,畜産,農業サービス,林業,漁業,石炭・原油・天然ガス,その他の鉱業,食肉・畜産食料品,水産食料品,精穀・製粉,その他の食料品,飲料,飼料・有機質肥料（別掲を除く。）,たばこ,繊維製品,木材・木製品,家具・装備品,パルプ・紙・板紙・加工紙,紙加工品,印刷・製版・製本,化学製品,石油・石炭製品,プラスチック製品,ゴム製品,なめし革・革製品・毛皮,ガラス・ガラス製品,セメント・セメント製品,陶磁器,その他の窯業・土石製品,銑鉄・粗鋼,鋼材,鋳鍛造品（鉄）,その他の鉄鋼製品,非鉄金属,建設用・建築用金属製品,その他の金属製品,はん用機械,生産用機械,業務用機械,電子デバイス,その他の電子部品,産業用電気機器,民生用電気機器,電子応用装置・電気計測器,その他の電気機械,通信・映像・音響機器,電子計算機・同附属装置,乗用車,自動車部品・同附属品,船舶・同修理,その他の輸送機械・同修理,その他の製造工業製品,再生資源回収・加工処理,建築,建設補修,公共事業,その他の土木建設,電力,ガス・熱供給,水道,廃棄物処理,卸売,小売,金融・保険,不動産仲介及び賃貸,住宅賃貸料,住宅賃貸料（帰属家賃）,鉄道輸送,道路輸送（自家輸送を除く。）,自家輸送,水運,航空輸送,貨物利用運送,倉庫,運輸附帯サービス,郵便・信書便,通信,放送,情報サービス,インターネット附随サービス,映像・音声・文字情報制作,公務,教育,研究,医療,保健衛生,社会保険・社会福祉,介護,他に分類されない会員制団体,物品賃貸サービス,広告,自動車整備・機械修理,その他の対事業所サービス,宿泊業,飲食サービス,洗濯・理容・美容・浴場業,娯楽サービス,その他の対個人サービス,事務用品,分類不明
建設用・建築用金属製品,0.000000,0.000000,0.000000,0.000000,0.000063,0.000214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000046,0.000645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000118,0.000000,0.000000,0.000000,0.000000,0.000052,0.000000,0.000000,0.010904,0.001365,0.000811,0.000083,0.000000,0.000000,0.000050,0.000000,0.000000,0.000000,0.000000,0.000089,0.000000,0.000000,0.000000,0.009626,0.000767,0.011796,0.000000,0.075253,0.098479,0.026256,0.064191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000094,0.000006,0.000027,0.000000,0.000000,0.000480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000102,0.000000,0.000166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000475
その他の金属製品,0.002736,0.001469,0.000836,0.000047,0.000626,0.001323,0.000000,0.023566,0.003063,0.005951,0.000014,0.002588,0.043540,0.001312,0.000000,0.004221,0.007569,0.038036,0.001132,0.001105,0.000605,0.007030,0.000402,0.001861,0.017155,0.016461,0.011616,0.006925,0.018933,0.011555,0.000000,0.000046,0.014835,0.000043,0.002885,0.054801,0.052721,0.024373,0.032204,0.023343,0.011619,0.029333,0.028337,0.026447,0.022775,0.016023,0.029703,0.031519,0.003828,0.011482,0.035422,0.001771,0.026428,0.000194,0.019145,0.074187,0.007144,0.005734,0.000278,0.001335,0.000807,0.000166,0.003827,0.001850,0.000111,0.000039,0.000269,0.000372,0.000294,0.001309,0.000000,0.001984,0.000074,0.000693,0.002626,0.001242,0.000000,0.000621,0.000058,0.000219,0.000364,0.000411,0.004839,0.000150,0.000212,0.000241,0.000022,0.000563,0.000534,0.002672,0.000757,0.000014,0.004634,0.000231,0.000938,0.002626,0.003600,0.000158,0.004939,0.000354,0.005324
はん用機械,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.005695,0.000000,0.000000,0.000000,0.000026,0.000000,0.000482,0.000000,0.000000,0.009362,0.000000,0.005131,0.001954,0.000000,0.000000,0.002411,0.000000,0.000000,0.000657,0.000623,0.151219,0.034613,0.004371,0.001772,0.002833,0.007262,0.039887,0.003006,0.000291,0.003469,0.000783,0.000380,0.009156,0.032246,0.003305,0.000439,0.000000,0.008732,0.000749,0.006753,0.007133,0.000000,0.000000,0.009122,0.000000,0.000004,0.000005,0.000000,0.000000,0.000000,0.000000,0.000241,0.000005,0.000000,0.000000,0.000074,0.000000,0.000136,0.000308,0.000046,0.000000,0.000012,0.000000,0.000000,0.000027,0.000373,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000004,0.000000,0.041054,0.000098,0.000000,0.000000,0.000000,0.000000,0.000086,0.000000,0.000000
生産用機械,0.000000,0.000000,0.000000,0.000000,0.000188,0.000000,0.000000,0.002450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000376,0.000000,0.000000,0.000000,0.000000,0.000017,0.003266,0.000000,0.000000,0.000693,0.000000,0.004480,0.001869,0.000000,0.000000,0.002149,0.000477,0.000123,0.000050,0.000551,0.008452,0.118118,0.000606,0.004076,0.002265,0.004582,0.001517,0.003006,0.000557,0.001462,0.000939,0.000305,0.000978,0.004620,0.000590,0.000118,0.000000,0.000024,0.000120,0.000108,0.000012,0.000000,0.000024,0.000214,0.000000,0.000004,0.000002,0.000000,0.000000,0.000000,0.000000,0.000013,0.000016,0.000000,0.000153,0.000037,0.000000,0.000068,0.000114,0.000046,0.000004,0.000000,0.000000,0.000000,0.000000,0.000017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000077,0.000000,0.060811,0.000008,0.000000,0.000000,0.000000,0.000000,0.000048,0.000000,0.000000
業務用機械,0.000014,0.000000,0.000000,0.003443,0.000000,0.000013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000020,0.000000,0.002258,0.003013,0.072940,0.000025,0.000000,0.003619,0.000000,0.000729,0.000000,0.000413,0.001826,0.000166,0.000238,0.002118,0.000000,0.000759,0.000000,0.000356,0.000000,0.000050,0.000000,0.000000,0.000000,0.000088,0.000026,0.001790,0.000298,0.000012,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000102,0.000097,0.000046,0.000012,0.000023,0.000000,0.000121,0.001155,0.003628,0.000000,0.000000,0.013551,0.005285,0.002741,0.002236,0.000000,0.001833,0.000000,0.019931,0.000205,0.000040,0.000000,0.000011,0.004908,0.000457,0.024721,0.000000
電子デバイス,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000072,0.001968,0.002678,0.138665,0.133003,0.047951,0.059881,0.158682,0.224378,0.068196,0.129676,0.271461,0.000000,0.007646,0.000000,0.000059,0.000709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
その他の電子部品,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,0.000000,0.000000,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000871,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000430,0.000000,0.000168,0.003995,0.009773,0.050452,0.124775,0.202379,0.035461,0.029482,0.107862,0.007242,0.136275,0.081146,0.000531,0.007297,0.001251,0.000118,0.000894,0.000000,0.000551,0.000175,0.000054,0.000007,0.000006,0.000000,0.000019,0.000000,0.000013,0.000038,0.000049,0.000000,0.000000,0.000000,0.000013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000008,0.000000,0.000266,0.002922,0.001113,0.000364,0.004008,0.002513,0.000033,0.003135,0.000000,0.000000,0.000026,0.000000,0.000000,0.000007,0.000000,0.044624,0.000036,0.000000,0.000000,0.000000,0.000000,0.000124,0.035980,0.000000
産業用電気機器,0.000000,0.000000,0.000026,0.000000,0.000000,0.000775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000015,0.000161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.002030,0.000000,0.006021,0.013494,0.008439,0.000000,0.001078,0.103017,0.024279,0.008472,0.000690,0.015043,0.010176,0.020622,0.047731,0.015305,0.001062,0.000051,0.000000,0.002111,0.003566,0.002282,0.004748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000053,0.000000,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000004,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019068,0.000000,0.000000,0.000000,0.000000,0.000000,0.000029,0.000000,0.000073
民生用電気機器,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.068502,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000289,0.000295,0.000017,0.000000,0.003832,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000531,0.000530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000095,0.000000,0.007108,0.000022,0.000000,0.000000,0.000000,0.000270,0.000019,0.000000,0.000000
電子応用装置・電気計測器,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000811,0.002484,0.006083,0.000025,0.000000,0.006987,0.000000,0.027057,0.000000,0.000207,0.000209,0.000020,0.000000,0.005390,0.000059,0.000000,0.000000,0.000129,0.000042,0.000581,0.000696,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,0.000000,0.000000,0.001052,0.000000,0.000000,0.000060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002706,0.000054,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
その他の電気機械,0.000000,0.000000,0.000051,0.000000,0.000000,0.000962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000645,0.000000,0.000000,0.000015,0.000000,0.000000,0.000028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000127,0.000000,0.000000,0.000000,0.000000,0.000046,0.000000,0.000287,0.000926,0.002003,0.002581,0.028378,0.012269,0.008751,0.006937,0.004282,0.063703,0.006643,0.002087,0.016212,0.002020,0.001155,0.001239,0.001890,0.000000,0.004588,0.003710,0.001204,0.001890,0.000000,0.000000,0.000156,0.000000,0.000254,0.000175,0.000002,0.000051,0.000019,0.000000,0.000307,0.000019,0.000145,0.000153,0.000074,0.000000,0.000000,0.000365,0.000000,0.000000,0.000621,0.000026,0.000000,0.000557,0.000432,0.000562,0.000430,0.000032,0.000219,0.000000,0.000006,0.000000,0.000026,0.000000,0.006361,0.000082,0.000099,0.000044,0.000022,0.000474,0.000105,0.000000,0.001084
通信・映像・音響機器,0.000000,0.000000,0.000000,0.000047,0.000125,0.000040,0.000000,0.000000,0.000022,0.000021,0.000000,0.000013,0.000043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000026,0.000002,0.000000,0.000070,0.000000,0.000000,0.000000,0.000000,0.000042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000099,0.000024,0.000695,0.000062,0.000000,0.000127,0.000039,0.000023,0.000000,0.000091,0.000085,0.013360,0.000104,0.017654,0.000021,0.007219,0.000590,0.000068,0.000065,0.001330,0.000511,0.003658,0.002689,0.000013,0.000000,0.000010,0.000013,0.000360,0.000254,0.000151,0.000254,0.000104,0.000000,0.000080,0.000233,0.000000,0.000087,0.000037,0.000000,0.000034,0.000049,0.000000,0.000004,0.000115,0.000399,0.000000,0.000345,0.001926,0.000029,0.000221,0.000028,0.000000,0.000060,0.000000,0.000083,0.000110,0.000310,0.001305,0.000524,0.000010,0.000171,0.000011,0.000381,0.000029,0.000000,0.000000
電子計算機・同附属装置,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000103,0.049679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000070,0.000104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003450,0.000000,0.001773,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
乗用車,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000907,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
自動車部品・同附属品,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.585906,0.365130,0.000000,0.013633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000135,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.146199,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
船舶・同修理,0.000000,0.000000,0.000000,0.000000,0.000000,0.049218,0.000000,0.000045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.117624,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020214,0.000000,0.000000,0.000000,0.000292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001368,0.000064,0.000073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000007,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000009,0.000000,0.000000,0.000000
その他の輸送機械・同修理,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.561615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065058,0.000000,0.000000,0.000000,0.115952,0.000000,0.000000,0.001152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008165,0.000010,0.000000,0.000000,0.000000,0.000000,0.000324,0.000000,0.000000
その他の製造工業製品,0.000070,0.000025,0.000039,0.000093,0.000188,0.006615,0.000000,0.001826,0.000097,0.000492,0.000000,0.000307,0.002657,0.000000,0.000000,0.022493,0.001432,0.006877,0.000147,0.000166,0.000044,0.000095,0.000010,0.000234,0.000543,0.002743,0.003294,0.000170,0.004697,0.000637,0.000000,0.001516,0.003774,0.000000,0.000998,0.000030,0.000239,0.000000,0.002078,0.001211,0.000253,0.001565,0.000848,0.000000,0.004282,0.000727,0.001521,0.000783,0.000563,0.000349,0.000770,0.000059,0.020927,0.000000,0.001455,0.005365,0.002521,0.003622,0.000013,0.000000,0.000554,0.000909,0.000323,0.000345,0.000223,0.000031,0.000019,0.000000,0.000027,0.000195,0.000019,0.000240,0.000000,0.000000,0.000034,0.000114,0.000046,0.001293,0.002117,0.007076,0.000728,0.007711,0.001383,0.002718,0.009046,0.000205,0.000724,0.003317,0.002050,0.005124,0.007522,0.002437,0.001111,0.004479,0.002213,0.002097,0.004254,0.006953,0.009278,0.146872,0.000524
再生資源回収・加工処理,0.000575,0.000374,0.002778,0.000000,0.005132,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009196,0.001267,0.000000,0.000000,0.004081,0.000000,0.014160,0.000000,0.000000,0.001463,0.000037,0.001530,0.000014,0.000000,0.011789,0.001359,0.013730,0.000170,0.000000,0.005667,0.007077,0.000000,0.025724,0.000000,0.000694,0.000000,0.000000,0.000000,0.000127,0.000000,0.000000,0.000000,0.000000,0.000145,0.000000,0.000000,0.000000,0.000208,0.000000,0.000000,0.000034,0.000000,0.000000,0.000000,0.000169,0.000019,0.007180,0.005413,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000066,0.000000,0.000000,0.000000,0.000000,0.000000
建築,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
建設補修,0.002988,0.004558,0.001479,0.001908,0.001314,0.000668,0.000000,0.003475,0.000855,0.000406,0.000235,0.000449,0.000694,0.000107,0.000000,0.002351,0.000807,0.001880,0.006626,0.003149,0.001564,0.002364,0.000313,0.003376,0.001115,0.000686,0.002601,0.003998,0.003902,0.006500,0.000000,0.003160,0.005662,0.001649,0.003039,0.006009,0.003160,0.002142,0.001366,0.000764,0.001266,0.004729,0.002039,0.001734,0.001093,0.001744,0.002111,0.001200,0.000234,0.000595,0.001059,0.000354,0.001350,0.000259,0.000633,0.001100,0.000373,0.000249,0.012456,0.024834,0.029311,0.002791,0.002390,0.003472,0.002467,0.003856,0.010598,0.009986,0.013712,0.000942,0.011508,0.002333,0.000074,0.004158,0.011937,0.012829,0.001479,0.003952,0.007247,0.000527,0.006307,0.002561,0.007607,0.005881,0.003613,0.001867,0.001469,0.003482,0.002398,0.002011,0.001654,0.000211,0.000701,0.001467,0.001748,0.001251,0.002315,0.003848,0.003131,0.000000,0.000000
公共事業,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
その他の土木建設,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
電力,0.005948,0.007073,0.008103,0.036894,0.006322,0.003809,0.000000,0.024011,0.009394,0.012817,0.004682,0.012703,0.008047,0.007127,0.000000,0.020516,0.019920,0.011873,0.104950,0.011656,0.022781,0.020537,0.007660,0.027632,0.026798,0.008230,0.052184,0.036613,0.033025,0.055482,0.000000,0.027675,0.118107,0.012153,0.048700,0.013292,0.027438,0.011926,0.010750,0.012732,0.030453,0.019734,0.006758,0.006070,0.005466,0.012583,0.005890,0.005479,0.005461,0.012154,0.014727,0.003423,0.005552,0.027217,0.002835,0.001600,0.001710,0.003546,0.093998,0.013230,0.037208,0.069914,0.004384,0.034021,0.004128,0.014611,0.005150,0.000000,0.053926,0.004434,0.001590,0.000938,0.002760,0.002772,0.047306,0.008723,0.005640,0.009119,0.004544,0.002129,0.003760,0.004207,0.009441,0.022107,0.008532,0.006928,0.009518,0.018636,0.011835,0.003003,0.002795,0.004945,0.003388,0.004916,0.038437,0.019087,0.026964,0.034058,0.021763,0.000000,0.004362
ガス・熱供給,0.000000,0.000000,0.000000,0.000977,0.000313,0.000013,0.000000,0.000045,0.001082,0.000583,0.000083,0.005424,0.004132,0.000977,0.000000,0.001656,0.000076,0.000430,0.002346,0.001105,0.000811,0.002398,0.000014,0.005444,0.007971,0.000000,0.011096,0.000666,0.018861,0.005098,0.000000,0.004087,0.019082,0.000087,0.003162,0.002229,0.003855,0.001679,0.000811,0.001277,0.002911,0.001890,0.000733,0.000434,0.000273,0.003052,0.000399,0.000574,0.001605,0.004593,0.000963,0.001239,0.000776,0.003103,0.000885,0.001013,0.000485,0.000463,0.001324,0.006457,0.001848,0.003610,0.000898,0.008008,0.000835,0.002038,0.000179,0.000000,0.000615,0.000607,0.000246,0.000502,0.000515,0.000693,0.000136,0.000884,0.000971,0.000887,0.000863,0.000161,0.000970,0.000624,0.002541,0.004889,0.002411,0.001811,0.002039,0.007229,0.005586,0.001556,0.000091,0.000310,0.002501,0.001695,0.018176,0.017073,0.009018,0.001906,0.006747,0.000000,0.000171
