部門名,米,耕種農業（米を除く）,畜産,農業サービス,林業,漁業,金属鉱物,石炭・原油・天然ガス,非金属鉱物,食肉・畜産食料品,水産食料品,精穀・製粉,その他の食料品,飲料,飼料・有機質肥料（別掲を除く。）,たばこ,繊維工業製品,衣服・その他の繊維既製品,木材・木製品,家具・装備品,パルプ・紙・板紙・加工紙,紙加工品,印刷・製版・製本,化学肥料,無機化学工業製品,石油化学基礎製品,有機化学工業製品（石油化学基礎製品を除く。）,合成樹脂・化学繊維,化学最終製品,石油製品,石炭製品,プラスチック製品,ゴム製品,なめし革・毛皮・同製品,ガラス・ガラス製品,セメント・セメント製品,陶磁器,その他の窯業・土石製品,銑鉄・粗鋼,鋼材,鋳鍛造品,その他の鉄鋼製品,非鉄金属製錬・精製,非鉄金属加工製品,建設・建築用金属製品,その他の金属製品,はん用機械,生産用機械,業務用機械,電子デバイス,その他の電子部品,産業用電気機器,民生用電気機器,電子応用装置・電気計測器,その他の電気機械,通信機械・同関連機器,電子計算機・同附属装置,自動車（二輪自動車を含む）,自動車部品・同附属品,船舶・同修理,その他の輸送機械・同修理,その他の製造工業製品,再生資源回収・加工処理,建築,建設補修,公共事業,その他の土木建設,電力,ガス・熱供給,水道,廃棄物処理,卸売,小売,金融・保険,不動産仲介及び賃貸,住宅賃貸料,住宅賃貸料（帰属家賃）,鉄道輸送,道路輸送（自家輸送を除く。）,自家輸送,水運,航空輸送,貨物利用運送,倉庫,運輸附帯サービス,郵便・信書便,通信,放送,情報サービス,インターネット附随サービス,映像・音声・文字情報制作,公務,教育,研究,医療,保健衛生,社会保険・社会福祉,介護,その他の非営利団体サービス,物品賃貸サービス,広告,自動車整備・機械修理,その他の対事業所サービス,宿泊業,飲食サービス,洗濯・理容・美容・浴場業,娯楽サービス,その他の対個人サービス,事務用品,分類不明,行和,感応度係数
衣服・その他の繊維既製品,0.000436347,0.000320348,0.000118279,0.000155213,5.04428E-05,0.000766106,0,0,0.000373599,0.00018098,0.000192274,0.000211723,0.000236878,5.25893E-05,8.34516E-05,0,0.000453773,1.001018389,0.00016578,0.000229633,0.000154285,0.000184814,7.72814E-05,0.000374776,7.45655E-05,1.48359E-05,2.2212E-05,0.000176012,0.000127459,6.49117E-06,8.07324E-05,6.20861E-05,0.000162949,0.000262009,0.00050763,0.00016493,0.000363602,0.000278565,3.77231E-05,4.36214E-05,0.000149362,9.56341E-05,3.82398E-05,9.80008E-05,0.000129853,0.000112797,0.000179278,0.000125748,0.000132389,0.000390371,0.000392014,0.0002355,0.000487164,0.000115169,0.000109212,0.000363224,0.000145533,0.000221487,6.17002E-05,6.06063E-05,4.49385E-05,0.000255619,0.000221413,0.000342674,0.000197082,0.000187096,0.000174552,5.30251E-05,7.4432E-05,0.000133076,0.000201781,0.000301295,0.000392707,0.000182221,6.4451E-05,3.93572E-05,2.24226E-05,0.000149211,0.00013764,0.000143907,0.000534435,0.000245507,7.4409E-05,0.000153873,0.000210668,0.000178627,9.55531E-05,0.000173676,0.000128635,0.000176183,0.00016376,0.000343327,4.00995E-05,0.000161922,0.000198828,0.000336828,0.00055104,0.000287322,0.002155701,0.000277407,0.000122853,0.000115254,0.000233263,0.000870182,0.000127629,0.000528356,0.000504098,0.00057765,0.000341379,0.000159688,1.025252723,0.760612948
木材・木製品,5.13959E-05,8.88864E-05,0.000411478,8.06126E-05,0.000593009,0.00042806,0,0,0.00021425,0.000221112,0.000383299,3.91493E-05,0.000104526,9.3942E-05,0.000294551,0,7.96988E-05,0.000135997,1.048182907,0.026683675,0.006699796,0.00065022,0.000211589,0.000156822,0.000106873,2.40346E-05,3.5098E-05,5.90215E-05,8.3937E-05,5.75908E-06,6.40179E-05,9.36602E-05,5.41891E-05,5.96308E-05,0.001767134,0.000133916,0.003867353,0.000636628,0.000133775,3.77611E-05,0.0001144,5.02448E-05,9.00369E-05,0.000762181,0.000707552,0.00023358,7.93974E-05,5.49984E-05,9.39674E-05,7.10548E-05,0.000113025,8.93697E-05,5.00876E-05,5.4845E-05,8.91613E-05,7.52043E-05,5.49158E-05,3.80867E-05,7.69003E-05,9.90344E-05,0.000247428,0.008067868,4.13652E-05,0.011385013,0.003129523,0.00036261,0.000856075,0.000499944,0.000207589,0.000283213,6.79113E-05,0.000227353,0.000135173,7.54378E-05,0.00010306,0.000126488,0.000174659,0.000145639,3.25163E-05,0.000140192,0.000121067,0.000126871,7.7134E-05,0.000261857,0.00058189,2.39548E-05,9.0059E-05,0.000135544,6.4911E-05,0.000119695,0.000209863,0.000101513,8.52355E-05,0.000107396,5.35178E-05,0.000163488,0.000101502,6.97415E-05,0.000126215,5.9082E-05,7.6637E-05,4.88967E-05,0.000130165,0.000144363,0.000260419,0.000110947,0.000187961,0.000239795,0.000411138,6.31365E-05,1.126628857,0.835821722
家具・装備品,5.89826E-05,8.17043E-05,5.79242E-05,6.73465E-05,5.9365E-05,0.000120485,0,0,0.000274997,0.000130717,9.2015E-05,5.56081E-05,0.000139358,5.61811E-05,5.93296E-05,0,9.77774E-05,0.000191897,0.000131291,1.003992192,0.000254887,0.000202108,0.000117659,8.06828E-05,0.00027716,3.60721E-05,4.93416E-05,0.000195913,0.000268547,1.05901E-05,9.13771E-05,0.00020581,0.000172217,6.29634E-05,0.000215694,0.000172103,0.000538777,0.000330726,0.000148413,6.55405E-05,0.000244852,6.56917E-05,0.000102222,0.000117632,0.000170519,0.000111245,0.000134536,0.000177089,0.000109691,0.00028167,0.000292074,0.000222265,0.000310825,0.000228225,0.000185112,0.000470501,0.000676707,8.97116E-05,9.04504E-05,0.000290247,0.000110151,0.001142241,0.000125301,0.001683631,0.00310531,0.000108466,9.01823E-05,0.000295173,0.000285557,0.000581794,0.00052275,0.000250856,0.00024901,0.00045814,0.000205126,0.00031975,0.00022156,0.000227119,0.000111454,0.000198409,0.000447322,0.000272196,0.000160385,0.000533157,0.00062013,7.0366E-05,0.000554554,0.000302487,0.000605891,0.000705378,0.000303955,0.000275685,0.00035428,0.00052972,0.000309641,0.000209552,0.001351637,0.000565245,0.00190266,0.000294069,0.000217596,8.03659E-05,0.000357823,0.000597007,0.000492834,0.00021813,0.000928888,0.000583711,0.000109991,0.000167519,1.037949176,0.770032173
パルプ・紙・板紙・加工紙,0.000195719,0.000973238,0.000241992,0.000997657,0.000166538,0.000183989,0,0,0.000153932,0.000491286,0.000476657,0.000179055,0.000497345,0.000691014,0.000245936,0,0.000241385,0.00076554,0.002535782,0.003158406,1.062089715,0.073685069,0.024147062,0.000261767,0.000250699,4.70315E-05,8.2064E-05,0.000210309,0.000924602,1.71831E-05,9.55876E-05,0.000905174,0.000379587,0.000600324,0.000532435,0.000155884,0.00346826,0.000451244,7.44689E-05,4.0012E-05,0.000120253,0.000137944,0.000111274,0.00044029,0.000180794,0.000253456,0.000252247,0.000241274,0.000310255,0.000469962,0.001543758,0.001200891,0.000733641,0.000246925,0.001353587,0.000643924,0.000560583,0.000131596,0.000196551,0.000111763,0.000125397,0.003025602,0.000224296,0.000830319,0.000592074,0.000263342,0.000127913,0.00014423,0.000173533,0.00029301,0.000262687,0.000319421,0.000239063,0.000593561,0.000275831,0.000174041,8.38351E-05,0.000203595,0.000220799,0.000186819,0.000384532,0.000316031,0.001255035,0.001233182,0.000707783,0.000284856,0.00059475,0.002612469,0.001570065,0.000624238,0.022283077,0.000362368,0.000581893,0.001308519,0.000206855,0.000730034,0.000712415,0.000567319,0.001154729,0.000207504,0.003122028,0.000160372,0.001150708,0.000484794,0.000261001,0.000415104,0.000562482,0.000304462,0.030531666,0.000484424,1.273388981,0.944699902
紙加工品,0.001857443,0.012012435,0.002299403,0.011442717,0.001133884,0.000515983,0,0,0.000269853,0.003628466,0.003758883,0.001021954,0.003313613,0.005288806,0.001989383,0,0.001601029,0.00139427,0.0005019,0.003390863,0.001122443,1.000686076,0.000631629,0.00135028,0.000528638,7.39816E-05,0.000384268,0.000910862,0.004587305,2.77117E-05,0.000182271,0.000844298,0.000660085,0.002603582,0.001216556,0.000288486,0.009862632,0.001465997,0.000125903,5.43843E-05,0.000205111,0.000309032,0.000149087,0.000264453,0.00024302,0.000710241,0.000358816,0.000373361,0.00078407,0.000485595,0.001810477,0.000678973,0.002023051,0.000375827,0.00168315,0.000498428,0.000526583,0.000155204,0.000284938,0.000205315,0.000139542,0.001942306,0.000473164,0.000266826,0.000739937,0.000396368,0.000189196,0.00015193,0.000161245,0.000318171,0.000474371,0.001724089,0.001977289,0.000748716,0.000304363,0.000171795,8.798E-05,0.000312106,0.000320892,0.000415229,0.000961902,0.00051818,0.000666859,0.001597077,0.001192741,0.000406134,0.000433155,0.000454327,0.000490851,0.00052857,0.000536975,0.000378769,0.000366353,0.00122888,0.000505982,0.00102961,0.001993484,0.001965454,0.00099869,0.000216416,0.000437584,0.000235531,0.000791378,0.000758056,0.001356616,0.000554827,0.000396431,0.0006551,0.070680053,0.000437355,1.199241859,0.889691747
印刷・製版・製本,0.000300079,0.000427229,0.000299341,0.000439857,0.000228008,0.000546473,0,0,0.000771111,0.003972161,0.002280691,0.002154629,0.004550539,0.000989175,0.000588292,0,0.00043969,0.002067448,0.00072715,0.002008375,0.000495293,0.002285656,1.01836981,0.000786525,0.001003463,0.000184576,0.000312958,0.000567915,0.002662666,6.37929E-05,0.00037286,0.00059516,0.000766898,0.000929991,0.00211516,0.000576468,0.001159671,0.00057939,0.000294741,0.000172533,0.001007591,0.000341989,0.000512258,0.000616395,0.000553312,0.000745298,0.000884845,0.00105937,0.002194929,0.002758783,0.002106286,0.001287899,0.005054106,0.001370609,0.001022175,0.003116263,0.002448078,0.001069242,0.000693568,0.000850962,0.001080932,0.003337682,0.001334081,0.000693698,0.000725111,0.000837268,0.000572405,0.001004423,0.00171433,0.001499628,0.001459028,0.001673119,0.00307529,0.006305138,0.001021486,0.000747715,0.000422738,0.001121635,0.000924109,0.00092346,0.001271814,0.001138226,0.001962046,0.001058544,0.002680044,0.002630678,0.00370026,0.004976039,0.003157314,0.004580288,0.030796585,0.003182167,0.002429336,0.008353491,0.001166153,0.002615417,0.004059575,0.000894795,0.012083628,0.001125467,0.016307884,0.000715651,0.002440164,0.000947285,0.000938544,0.001189194,0.004744688,0.0016657,0.000763351,0.001432565,1.242259899,0.921605905
化学肥料,0.011529788,0.012864179,0.00047661,0.000132007,4.996E-05,6.30859E-06,0,0,1.31949E-06,0.000142058,2.22359E-05,0.004562853,0.000206972,0.00012757,0.001369001,0,6.0684E-05,1.66675E-05,9.5154E-06,2.41565E-06,8.1278E-06,1.87715E-06,1.63093E-06,1.045687881,0.001625881,3.9289E-06,0.001723928,0.004930576,0.000493533,1.43348E-07,2.57184E-06,3.7187E-05,0.000394593,4.9156E-06,3.17153E-05,2.48869E-06,6.58524E-06,8.3046E-05,4.60729E-06,1.99397E-05,3.49806E-06,2.59231E-06,3.01388E-06,4.46955E-06,1.97143E-06,1.82417E-06,2.22572E-06,1.48364E-06,2.39821E-06,4.16914E-06,4.05097E-06,2.17109E-06,2.74732E-06,1.28288E-06,0.000190561,2.83162E-06,2.2068E-06,9.82721E-07,1.47538E-06,2.62192E-06,1.0847E-06,4.57738E-05,1.34948E-06,4.69442E-06,2.06308E-06,9.36582E-05,4.44992E-05,4.17748E-05,2.62666E-05,5.73891E-06,3.30515E-06,8.90506E-07,2.43641E-06,7.49795E-07,2.7235E-06,1.84657E-06,2.29643E-07,2.27864E-06,8.93783E-07,1.06259E-06,1.02427E-06,1.87484E-06,1.16886E-06,2.8671E-06,2.29098E-06,3.87484E-07,1.55489E-06,3.34265E-06,1.06695E-06,1.85029E-06,2.33612E-06,1.87888E-06,2.04986E-06,3.571E-06,6.0295E-06,4.2463E-06,2.22708E-05,1.84717E-05,7.07561E-06,1.35368E-06,1.94038E-06,1.52724E-06,1.3698E-06,7.30209E-05,9.27315E-05,2.54166E-06,5.78279E-05,0.000184489,2.00447E-06,8.4419E-05,1.087755783,0.806982624
無機化学工業製品,0.000410409,0.000381954,0.00016399,0.000258846,3.13786E-05,0.000162046,0,0,4.69649E-05,0.000816313,0.000493526,0.000168656,0.000977417,0.000351293,0.000244622,0,0.012371458,0.000203312,6.03433E-05,0.00010674,0.00261138,0.000292966,8.4068E-05,0.015743371,1.028718824,0.002293631,0.004634645,0.002260834,0.006733557,7.84991E-06,7.90132E-05,0.00104725,0.011692785,3.38549E-05,0.002826232,0.000134461,0.002659298,0.000562788,0.001247699,0.000248934,0.000266136,4.92481E-05,0.000248759,0.000423077,0.00041542,0.000183607,0.000349375,0.000137612,0.000241781,0.001366641,0.000609592,0.000268692,0.000222109,0.000386473,0.005785746,0.000791842,0.000641107,6.27196E-05,6.36648E-05,0.000553952,0.000179929,0.000959756,9.53359E-05,5.15054E-05,8.17608E-05,0.00014949,0.000160682,3.58511E-05,2.52203E-05,0.002294227,0.001200577,1.6142E-05,2.73451E-05,1.81969E-05,1.73461E-05,1.40394E-05,5.76932E-06,5.82237E-05,2.56864E-05,6.02973E-05,2.82327E-05,2.76213E-05,2.3155E-05,0.000193761,5.79215E-05,8.62365E-06,4.80744E-05,3.75906E-05,2.33793E-05,4.29558E-05,0.000106073,8.28272E-05,4.15461E-05,0.000586314,0.000123541,0.001181049,9.97782E-05,9.31983E-05,2.1146E-05,2.32454E-05,7.0926E-05,0.000102157,1.59866E-05,0.000138493,0.000125841,0.000348171,5.61849E-05,5.74997E-05,0.00011737,0.000401956,1.12399226,0.833865687
石油化学基礎製品,0.000164079,0.000181431,1.11188E-05,1.09016E-05,4.93077E-06,5.56511E-06,0,0,4.48204E-06,2.61262E-05,2.13864E-05,6.59111E-05,2.1094E-05,1.19068E-05,2.66219E-05,0,0.000270556,4.24646E-05,1.42123E-05,1.98389E-05,0.00013463,2.00078E-05,0.000184426,0.014063034,0.005453122,1.2976186,0.277501773,0.013601622,0.004312429,0.000109607,1.13827E-05,0.000207612,0.000699298,2.1063E-05,8.4138E-05,9.54745E-06,3.99464E-05,0.000213963,1.51684E-05,8.38805E-06,1.46027E-05,2.95006E-06,1.89898E-05,3.71509E-05,1.33751E-05,9.82371E-06,7.47448E-05,6.30735E-05,4.79254E-05,8.2291E-05,0.000185309,5.35745E-05,6.74876E-05,6.06951E-05,8.31017E-05,5.78596E-05,6.39775E-05,3.80838E-05,4.29194E-05,2.12783E-05,8.29338E-06,0.000140921,6.28759E-06,4.29155E-06,5.057E-06,6.77236E-06,6.0403E-06,6.69774E-06,0.000226815,1.52273E-05,9.41312E-06,3.82136E-06,5.0927E-06,2.96585E-06,1.61631E-06,1.29109E-06,4.80876E-07,4.62063E-06,2.49984E-06,3.75839E-06,4.10498E-06,3.4488E-06,3.30997E-06,8.36204E-06,3.54856E-06,1.2861E-06,1.64862E-05,8.40231E-06,1.40243E-05,2.67075E-05,3.25624E-05,2.79528E-06,2.68039E-06,0.000911743,8.94294E-05,6.77958E-05,5.70092E-06,3.85775E-06,4.64547E-06,7.03987E-06,1.02311E-05,5.90725E-06,2.65512E-06,6.02986E-06,5.69559E-06,8.53518E-06,3.99939E-06,6.25019E-06,1.11594E-05,2.94444E-05,1.618021399,1.200375282
有機化学工業製品（石油化学基礎製品を除く。）,2.555E-06,2.75034E-06,1.61535E-06,4.17863E-06,1.33045E-06,1.51606E-06,0,0,1.43008E-06,3.31734E-05,5.08027E-05,1.15225E-06,2.06262E-05,9.37229E-06,1.29024E-05,0,0.00059951,1.07019E-05,1.06059E-05,1.54144E-05,0.000189971,1.82324E-05,1.0718E-05,4.96115E-05,0.000215451,2.58919E-05,1.00227409,0.004451586,0.00074181,1.24084E-06,1.09149E-05,0.000304128,0.001313126,5.84632E-06,0.000133419,2.12286E-06,7.20226E-06,0.000286007,1.79988E-06,4.4437E-07,1.6361E-06,2.35789E-07,7.83012E-06,4.46839E-05,1.55869E-06,1.99498E-06,8.17595E-06,2.68621E-06,4.55818E-06,3.82424E-05,4.1136E-05,8.40512E-06,4.12618E-05,6.44179E-06,8.31134E-05,6.69887E-06,3.69583E-06,2.69904E-06,4.34319E-06,2.03364E-06,8.53113E-07,8.15799E-06,5.80127E-07,1.69799E-06,3.05173E-06,1.228E-06,1.39122E-06,7.93812E-07,6.31342E-07,2.68617E-06,1.15737E-06,4.06036E-07,6.00833E-07,4.28716E-07,3.25775E-07,3.91348E-07,2.07458E-07,5.44995E-07,4.28908E-07,1.48357E-06,5.58018E-07,6.43062E-07,6.31434E-07,1.27841E-06,1.42269E-06,2.02447E-07,8.63416E-07,1.20188E-06,1.08997E-06,1.20269E-06,7.30086E-06,4.75548E-07,3.14601E-06,2.37923E-05,7.34762E-06,5.8721E-06,1.07338E-06,1.32691E-06,8.36009E-07,8.52408E-07,1.47264E-06,4.37224E-06,5.69411E-07,1.24287E-06,1.6557E-06,5.78706E-06,6.95255E-07,1.27491E-06,7.68181E-06,1.0359E-05,1.011257957,0.750230533
合成樹脂・化学繊維,4.65504E-06,1.02326E-05,3.73115E-06,6.57138E-06,8.07559E-06,1.24011E-05,0,0,2.92571E-06,5.93964E-06,1.21628E-05,3.02602E-06,1.07231E-05,1.06323E-05,2.4045E-06,0,0.001434868,0.001953699,1.04123E-05,0.000147051,0.000126859,7.00334E-05,5.09745E-05,6.45908E-06,6.12937E-06,4.44165E-07,1.16746E-06,1.000188077,0.000381102,1.90142E-07,3.25769E-05,0.006944712,1.30411E-05,0.000649506,0.000106616,3.71997E-06,6.1454E-06,0.000462648,3.1477E-06,9.33209E-07,3.51643E-06,1.14153E-06,1.79026E-06,0.00041028,8.8307E-06,9.20987E-06,8.15254E-06,1.29194E-05,9.56221E-05,0.00011456,0.000245122,0.000142296,0.000275267,6.2141E-06,0.0003657,0.000118618,8.1954E-05,1.63266E-05,0.000108174,3.68962E-06,1.81003E-06,0.000419497,2.5509E-06,9.01648E-06,1.15855E-05,7.92347E-06,9.39376E-06,2.3215E-06,1.58667E-06,1.79179E-05,2.61323E-06,2.64633E-06,6.73232E-06,3.39564E-06,2.30356E-06,3.40019E-06,1.06498E-06,3.21625E-06,1.8343E-06,3.0964E-06,3.03407E-06,3.68406E-06,2.93781E-06,5.16168E-06,3.61843E-06,1.01068E-06,2.89906E-06,3.10951E-06,6.12561E-06,3.57387E-06,8.91598E-06,2.67278E-06,2.52606E-06,7.45172E-06,8.51314E-06,8.57481E-06,3.96761E-06,3.10786E-06,8.01848E-06,3.09829E-06,4.74918E-06,6.34287E-06,3.3605E-06,4.47498E-06,2.61562E-06,4.53175E-06,5.27717E-06,3.56654E-06,3.62491E-05,0.000126677,1.01552713,0.75339774
化学最終製品,0.001533349,0.001201392,0.00060157,0.001200123,4.09377E-05,0.000277126,0,0,0.000357451,0.000234177,5.54973E-05,0.00061419,0.000138724,4.22881E-05,0.000226752,0,0.002123497,0.000224896,0.001950277,0.00097464,0.000237712,0.000813914,0.001180551,0.000197588,0.000492834,0.000189174,0.000160337,0.000531231,1.003364177,2.45432E-05,0.001195025,0.000285628,0.000282222,0.000104636,0.000131218,0.000271535,7.3765E-05,0.000587091,2.83613E-05,3.23421E-05,0.00020838,1.70841E-05,2.79148E-05,0.00011774,0.000181253,0.000200837,0.000135588,0.000156937,0.000445499,0.000100764,0.000236117,0.000186235,0.000144823,0.00012947,0.000356472,0.000233457,0.000185295,0.000210503,0.000247341,0.001005369,0.00032017,0.001149467,3.35359E-05,0.000221942,0.000267633,0.000103432,0.000107994,7.42625E-05,0.000129397,7.68432E-05,0.000331527,2.39345E-05,3.22749E-05,3.42139E-05,2.8286E-05,2.57787E-05,1.7992E-05,3.96585E-05,3.37783E-05,8.63431E-05,4.52927E-05,4.99003E-05,2.86558E-05,0.000109527,6.05262E-05,4.02749E-05,4.72488E-05,0.000106021,6.37486E-05,6.23766E-05,0.000451114,6.63672E-05,2.61202E-05,0.000265428,0.006593534,0.001423391,0.000430011,0.000272867,0.000116169,0.000136764,0.000251908,0.000247594,0.000124918,0.00016096,0.000118702,0.000830683,0.000155786,0.000285184,0.000478885,0.00025585,1.042952126,0.773743754
石油製品,0.000528769,0.000916263,0.000357279,0.000336396,0.000699621,0.001620427,0,0,0.002848499,0.000302293,0.000373656,0.000347746,0.000283207,0.000142989,0.000353461,0,0.000888518,0.000197725,0.000366692,0.000235585,0.000278574,0.000196288,0.000196037,0.001225535,0.000583838,0.007108968,0.001706453,0.000204869,0.000241551,1.0007227,0.004877905,0.000124236,0.000220662,0.000211108,0.000812445,0.000932824,0.000961541,0.000770688,0.000198685,0.000180805,0.000340729,0.000187146,0.000365308,0.000172194,0.000274752,0.000225367,0.000165274,0.000137448,0.000172734,0.000182862,0.00012367,0.000126841,0.000113326,0.000104517,0.000172819,9.53248E-05,0.000118775,8.65551E-05,0.000124991,0.00013785,8.79421E-05,0.000486886,0.00079433,0.000353901,0.000374035,0.000617373,0.000403131,0.001303873,0.000657796,0.000436604,0.000531376,0.000488532,0.000463988,0.000150458,0.000166025,0.000118569,3.81902E-05,0.000202346,0.001431742,0.004961948,0.002222308,0.003020975,0.000607185,0.000160299,0.000166352,0.000277137,0.000176012,0.000209343,0.000223812,0.000173949,0.00026623,0.000380295,0.000188593,0.000369748,0.000161817,0.00019214,0.000195651,0.000212569,0.000252649,0.000217403,0.00024783,0.00017191,0.000169914,0.000431733,0.000225993,0.000377595,0.000489391,0.000409184,0.000193912,0.000818944,1.063263244,0.788812137
石炭製品,0.000159676,0.000173241,0.000161178,0.000357479,7.68894E-05,5.80109E-05,0,0,0.000379888,0.000154,0.000139842,0.000108695,0.000162136,8.94687E-05,0.000120044,0,0.00043915,0.000184518,0.000209535,0.000176448,0.000718615,0.000135466,0.000162801,0.004610328,0.001770736,0.000599576,0.002514404,0.000143171,0.000179891,3.82249E-05,1.000301648,0.000231424,0.000199988,8.76054E-05,0.000358881,0.000485834,0.000402227,0.009790829,0.001523969,0.009287053,0.012032346,0.000998333,0.007382435,0.000310724,0.00040384,0.000454738,0.000254939,0.000207271,0.000190686,0.00034625,0.000243378,0.000154298,0.00015209,7.04875E-05,0.000220577,0.000106197,8.11011E-05,0.000121853,0.000209069,0.00023048,0.000606024,0.000104479,0.00047685,0.00073018,0.000123869,0.011990318,0.008383668,0.021173597,0.000114037,0.000438827,0.000613963,6.0149E-05,0.000313335,6.27749E-05,0.000271721,8.53315E-05,1.14851E-05,0.000379952,6.63751E-05,7.44026E-05,5.61929E-05,8.67337E-05,8.29893E-05,0.000540622,0.000144429,7.46387E-05,0.000148217,0.0001063,5.83884E-05,0.000129221,8.07939E-05,0.000114248,0.000191305,0.000123642,8.64085E-05,0.00011352,0.000226231,0.000154632,0.000226594,7.76011E-05,8.93621E-05,5.12256E-05,8.32507E-05,0.000335729,0.000691977,0.000218105,0.00030527,0.000351708,6.86094E-05,0.000173448,1.112136692,0.825070296
プラスチック製品,0.000158495,0.000945315,0.000233333,0.000392181,0.000940995,0.001233207,0,0,0.000138855,0.000533541,0.001586038,0.000182786,0.001249706,0.001296381,0.000199418,0,0.000239117,0.000845363,0.000407064,0.002214433,0.000331224,0.000786587,0.00368948,0.000710449,0.000589644,2.86735E-05,0.000114318,0.000489064,0.001959779,1.53709E-05,5.42644E-05,1.015551391,0.000882499,0.007477319,0.002331025,0.000112959,0.000205666,0.000248091,7.00467E-05,3.13384E-05,9.40707E-05,3.91141E-05,9.71498E-05,0.001150777,0.00034102,0.000164357,0.00057297,0.001529424,0.00188402,0.001726735,0.001870896,0.001280347,0.00246718,0.000438854,0.005644998,0.002386743,0.002031572,0.001860542,0.001577134,0.00022972,9.05007E-05,0.005396093,0.000194419,0.000742748,0.001040191,0.000710589,0.000779652,0.000102517,0.000106657,0.002284919,0.000212022,0.000143814,0.000666222,0.000290591,0.000130653,0.000157419,0.000105022,9.89844E-05,8.07406E-05,0.000240643,0.000111265,0.000129095,0.000207071,0.000348726,0.000187133,4.34947E-05,0.000116094,0.000185744,0.000650978,0.000161841,0.000332723,0.000150706,9.02317E-05,0.000740049,0.000153407,9.405E-05,0.000116538,0.00010689,0.000290266,0.000134614,0.000404447,0.000510371,0.000139793,0.000269907,0.000213391,0.000290522,0.000439767,0.000160664,0.002843646,0.000583604,1.09964447,0.815802585
ゴム製品,8.50761E-05,9.4525E-05,4.89376E-05,0.000126323,6.51221E-05,6.23415E-05,0,0,0.000251224,3.82601E-05,2.94586E-05,4.40947E-05,2.85063E-05,1.85834E-05,2.24632E-05,0,1.91482E-05,6.60674E-05,4.01282E-05,4.89179E-05,1.846E-05,1.94858E-05,2.87855E-05,4.88028E-05,3.83643E-05,1.32026E-05,3.88595E-05,3.11163E-05,3.63452E-05,2.56114E-06,4.66053E-05,2.99158E-05,1.000495989,0.000113134,4.02409E-05,8.6606E-05,2.87013E-05,8.48946E-05,3.53897E-05,2.6045E-05,2.68542E-05,1.52021E-05,2.12332E-05,2.06098E-05,9.34402E-05,3.00351E-05,9.58064E-05,9.14823E-05,0.000166949,0.000152268,4.55089E-05,0.00018286,0.000184231,3.27877E-05,2.14005E-05,0.000302899,6.33428E-05,0.00033442,0.000306515,0.000390808,0.000116625,0.000128082,0.000124346,3.02788E-05,3.84472E-05,0.000108968,9.48934E-05,4.97781E-05,1.48702E-05,6.04166E-05,0.000278948,3.26144E-05,3.37037E-05,1.61665E-05,1.12698E-05,9.1313E-06,3.63841E-06,1.92506E-05,7.21807E-05,0.000355589,9.8409E-05,2.91722E-05,4.15623E-05,3.26162E-05,2.33731E-05,2.07945E-05,2.55129E-05,2.88038E-05,3.47402E-05,3.56226E-05,2.31079E-05,5.67079E-05,1.62596E-05,4.15735E-05,3.41912E-05,4.64356E-05,4.50629E-05,4.61358E-05,0.000126104,0.000112439,2.27704E-05,0.000944872,1.61085E-05,6.9747E-05,2.25394E-05,3.40234E-05,6.12867E-05,4.58313E-05,0.000224314,5.99007E-05,1.008950548,0.748518715
なめし革・毛皮・同製品,1.82437E-06,2.11177E-06,8.6675E-07,1.34168E-06,7.67633E-07,9.17225E-06,0,0,4.55644E-05,1.5821E-06,1.75091E-06,1.01058E-06,1.90776E-06,8.93043E-07,7.39562E-07,0,1.33618E-06,1.81894E-05,3.88317E-06,1.87497E-05,1.91039E-06,4.08347E-06,2.72468E-06,1.69887E-06,1.9631E-06,4.1717E-06,1.45199E-06,1.11107E-06,5.17857E-06,7.05898E-08,1.69317E-05,2.06633E-06,4.79956E-06,1.00281546,3.35935E-06,5.01641E-06,1.46496E-05,4.88629E-06,1.55554E-06,1.52819E-06,6.40262E-06,8.03324E-07,9.63649E-07,1.3011E-06,3.54358E-06,9.26364E-07,1.41516E-06,1.28313E-05,4.84373E-05,7.71863E-06,8.40702E-06,2.50111E-06,1.5384E-06,5.62545E-06,1.55469E-06,1.43423E-05,1.68356E-06,3.02127E-06,2.60471E-06,1.00402E-06,5.63333E-07,1.99924E-05,1.59582E-06,1.51129E-06,2.46605E-06,2.9606E-06,3.54911E-06,2.00005E-06,6.41944E-05,3.26443E-06,3.71603E-06,2.76229E-06,3.9358E-06,3.84744E-06,1.27147E-06,1.37818E-06,3.81902E-07,3.28892E-06,1.28942E-06,2.36154E-06,2.71938E-06,2.25235E-06,1.18075E-06,1.72897E-06,2.02947E-06,1.15981E-05,6.52924E-05,9.79009E-06,1.73469E-06,4.02868E-05,2.27971E-06,6.48145E-06,1.94149E-06,1.67783E-05,1.72816E-06,7.52975E-06,3.81164E-06,1.98838E-06,3.05848E-05,1.25562E-05,4.01415E-06,1.55004E-06,2.41248E-06,1.21455E-05,2.12469E-06,9.89649E-06,4.84688E-06,2.77481E-05,1.80462E-06,3.24771E-05,1.003582578,0.744536334
