部門名,穀類,いも・豆類,野菜,果実,その他の食用作物,非食用作物,畜産,農業サービス,育林,素材,特用林産物,海面漁業,内水面漁業,石炭・原油・天然ガス,砂利・砕石,その他の鉱物,畜産食料品,水産食料品,精穀・製粉,めん・パン・菓子類,農産保存食料品,砂糖・油脂・調味料類,その他の食料品,酒類,その他の飲料,飼料・有機質肥料（別掲を除く。）,たばこ,紡績糸,織物,ニット生地,染色整理,その他の繊維工業製品,織物製・ニット製衣服,その他の衣服・身の回り品,その他の繊維既製品,木材,その他の木製品,家具・装備品,パルプ,紙・板紙,加工紙,紙製容器,その他の紙加工品,印刷・製版・製本,化学肥料,ソーダ工業製品,その他の無機化学工業製品,石油化学系基礎製品,脂肪族中間物・環式中間物・合成染料・有機顔料,合成ゴム,その他の有機化学工業製品,合成樹脂,化学繊維,医薬品,油脂加工製品・界面活性剤,化粧品・歯磨,塗料・印刷インキ,農薬,その他の化学最終製品,石油製品,石炭製品,プラスチック製品,タイヤ・チューブ,その他のゴム製品,革製履物,なめし革・革製品・毛皮（革製履物を除く。）,ガラス・ガラス製品,セメント・セメント製品,陶磁器,建設用土石製品,その他の窯業・土石製品,銑鉄・粗鋼,鉄屑,熱間圧延鋼材,鋼管,冷延・めっき鋼材,鋳鍛造品（鉄）,その他の鉄鋼製品,非鉄金属製錬・精製,非鉄金属屑,電線・ケーブル,その他の非鉄金属製品,建設用金属製品,建築用金属製品,ガス・石油機器・暖房・調理装置,その他の金属製品,ボイラ・原動機,ポンプ・圧縮機,運搬機械,冷凍機・温湿調整装置,その他のはん用機械,農業用機械,建設・鉱山機械,繊維機械,生活関連産業用機械,基礎素材産業用機械,金属加工機械,半導体製造装置,その他の生産用機械,事務用機械,サービス用・娯楽用機器,計測機器,医療用機械器具,光学機械・レンズ,武器,電子デバイス,その他の電子部品,産業用電気機器,民生用電気機器,電子応用装置,電気計測器,その他の電気機械,通信機器,映像・音響機器,電子計算機・同附属装置,乗用車,トラック・バス・その他の自動車,二輪自動車,自動車部品・同附属品,船舶・同修理,鉄道車両・同修理,航空機・同修理,その他の輸送機械,がん具・運動用品,その他の製造工業製品,再生資源回収・加工処理,住宅建築,非住宅建築,建設補修,公共事業,その他の土木建設,電力,都市ガス,熱供給業,水道,廃棄物処理,卸売,小売,金融,保険,不動産仲介及び賃貸,住宅賃貸料,住宅賃貸料（帰属家賃）,鉄道旅客輸送,鉄道貨物輸送,道路旅客輸送,道路貨物輸送（自家輸送を除く。）,外洋輸送,沿海・内水面輸送,港湾運送,航空輸送,貨物利用運送,倉庫,こん包,その他の運輸附帯サービス,郵便・信書便,通信,放送,情報サービス,インターネット附随サービス,映像・音声・文字情報制作,公務（中央）,公務（地方）,学校教育,社会教育・その他の教育,学術研究機関,企業内研究開発,医療,保健衛生,社会保険・社会福祉,介護,他に分類されない会員制団体,物品賃貸業（貸自動車業を除く。）,貸自動車業,広告,自動車整備,機械修理,その他の対事業所サービス,宿泊業,飲食サービス,洗濯・理容・美容・浴場業,娯楽サービス,その他の対個人サービス,事務用品,分類不明,内生部門計,家計外消費支出（列）,家計消費支出,対家計民間非営利団体消費支出,一般政府消費支出,一般政府消費支出（社会資本等減耗分）,県内総固定資本形成（公的）,県内総固定資本形成（民間）,在庫純増,県内最終需要計,県内需要合計,輸出,輸出（直接購入）,輸出計,移出,最終需要計,需要合計,（控除）輸入,（控除）輸入（直接購入）,（控除）関税,（控除）輸入品商品税,（控除）輸入計,（控除）移入,（控除）移輸入計,最終需要部門計,県内生産額
電子応用装置,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003554502,0.00019998,0,4.32373E-06,0,0,0,0.002559017,0.003142374,0.02131052,0.002120184,7.15393E-05,0.008921319,0,0.00141844,0,0,0,0.000567229,0,0,0,0.055379747,0,0,0,0,9.14578E-05,1.97371E-05,0,0,0,0.004379066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002201353,0,0,0,0,0,6.19772E-05,0,0,0,0,0,0,0,0,0.00543437,0,0,0,0,0,0,0,0,0.000345226,0,0,0,0,0,0.001331109,0.004414845,0.010944848,0.001064819,0.000812556,7.01342E-05,0,6.99122E-05,2.94196E-05,0.000496893,0.000542924,0.001950077,0,0,0.001652637,0.001895135,0.001442318,0.001564157,-0.000703435,3.27996E-05
電気計測器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000325249,0.00029997,0.000272198,7.35033E-05,0,0,0.000541712,0.000191926,0.000725163,5.94934E-06,0.000514902,0.000143079,0,6.05052E-05,0.007565012,0.000727273,0,0,0,0,0.001239236,0,0.003164557,0.02004008,0,0.000126002,0,0.000182916,0,0,0,2.68032E-06,0.000965182,0.000857633,0,0,0,0,0,5.94579E-05,0.000195849,4.4451E-05,0.000379005,0.000801235,0,0,0,0,0,0,0,0,0,0,0,0,1.32307E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000425154,9.40268E-06,0,0,0,0,0,0,0,0,0,0,0,0,1.44163E-05,0.000412188,2.23348E-05,0,0,0,0,0,0,0,5.75031E-05,0,2.34193E-07,0,0,0,0.00055062,0.008464761,0.009149209,0.001966661,0.000907458,0,0,0,0.000107456,0.000926745,0.000621558,0.002244412,0,0,0.001907589,0.002181645,0.001607772,0.001762183,-1.28535E-05,5.17943E-05
その他の電気機械,0,0,0,0,0,0.000117178,6.98308E-05,0,0,0,0,0.001019185,0,0,8.19672E-05,0.001213592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081086,0,0,0,0,0,2.9529E-05,0,0,0,0,0,0,0,0,0,7.4195E-06,0,0,0,0,3.36375E-05,0,0,1.73956E-05,0,0,0,0,0,0,0,0,0.000132986,0,0,0,0,0,0,0,0,0,6.48874E-05,0,0,0,0.001417033,0.000292425,0,0.000348481,0.00259974,0.000707714,6.48559E-05,0.001569243,0.001891949,0.001625135,0.001791312,0.002175489,0.000261771,0.003210565,0.000786932,0.002069851,0.00661322,0.005910165,0.003636364,0.002267574,0,0.020203076,0.012675284,0.006798222,0.009437301,0.003164557,0.00501002,0.090346663,0.00511567,0,0.002012072,0.01585709,0.00960588,0,0.003613969,0.001322657,0.000857633,0,0.013313332,0.007004139,0.001729524,0,0.003663523,0.005513451,0.003896874,0.001203899,0.001951396,3.54808E-06,0,0,0.000243938,0,5.08431E-05,0.000161784,4.545E-06,0,3.16774E-05,1.80626E-05,0,0.000238152,0.00012282,0.000141993,0,0,0.000559306,7.8495E-05,0,0,0,0.000248868,0,0,0,0.000568343,3.35199E-05,0,7.74893E-05,0.000982578,8.46241E-05,0.000687449,0.000187084,0.001224246,0,3.68513E-05,0.00014374,0,6.261E-06,0,0,0.000113237,0,0.005651184,0.007430226,6.45229E-05,8.29729E-05,3.90365E-05,5.82292E-05,0.000654622,0.000122741,0,0.000924194,0.003957022,0.000650577,0.002743807,0,0,0,0.004268638,0.004569874,-0.259683625,0.003084985,0.005378134,0.001077695,0.002645091,0.001082655,0.006097467,0.004190343,0.005275888,0.011512535,0.000178595,0,0.009770133,0.011190873,0.005210654,0.006819747,0.001233114,0.004504702
通信機器,0,0,0,0,0,0,0,7.2469E-05,0,0.000328192,0,3.9968E-05,0,0,0,0,6.39039E-05,1.67928E-05,0,0,0,0,1.06566E-05,0.000197394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103873,0,0,0,9.22424E-05,0,2.4077E-06,0,2.48508E-06,9.42389E-05,0,0,0,1.86916E-05,1.16443E-05,0,0,5.69941E-05,0,0,0,0,0,0,0,0,0,1.21664E-05,0,0.000119697,5.54459E-05,0,1.46213E-05,0,6.96961E-05,0.00639936,0,2.16186E-05,0,0,0,6.39754E-05,0,0,0,2.38464E-05,0,0,0,0,0,0,6.34508E-05,4.17342E-05,5.27335E-05,0,0,0,5.76044E-05,0.031147624,0,9.14578E-05,0.009233659,0.01089705,0,1.34016E-05,0.007685708,0.001715266,0,9.37559E-05,0,8.0443E-05,0,0.000548842,0.001572728,0.000563046,0.002480255,0.002849555,1.41923E-05,1.46171E-05,0,1.10881E-05,1.6693E-05,7.20278E-05,0.000225164,0.00014544,6.33328E-05,0.000150468,9.93443E-05,0,6.61533E-05,0,5.67972E-05,0.000140286,1.97824E-05,3.99505E-05,0.00020932,0,0,4.47247E-05,4.97735E-05,3.18878E-05,0,4.95194E-06,5.68343E-05,0.000268159,0,0.000309957,0.004761725,2.19396E-05,2.22956E-05,0,4.47895E-05,0.000308035,2.8476E-05,0,5.61952E-05,6.261E-06,6.08984E-05,0.000106647,0.000113237,0.00028443,0.000172995,0.000466423,0.000339986,1.03716E-05,0.000169158,2.91146E-05,0.000436414,0,0,0,0.000906452,0.001352179,0.005464897,0,0,0,0.014896131,0.002171462,-0.044719966,0.004160504,0.002722373,0.001940049,0.003111872,0.001943757,0.009163591,0.006120113,0.004455947,0.001639009,4.46488E-05,0,0.001388579,0.00159318,0.006433078,0.00513081,0.00723276,0.00411884
映像・音響機器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3232E-05,0,0,0,0,0,0,0.000127951,0,0.000398605,3.02883E-05,0.000143079,2.62006E-05,0,0,0,0,0,5.4699E-07,0,0,0,0,0,0,0.000819011,0,0,0.008056014,0.006409292,0,0,0.001054551,0.002572899,0,0,0,0,0,0.000278995,0.000296741,0,6.68833E-05,0.000155078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170392,0,0,0,0,0,0,0,0,0,0,0,0.000284172,0,0,0,5.66872E-05,0,0,0,0,0,0,0,0,0,0,5.33234E-05,0,0,0,0.002191103,2.48165E-06,0,0,0,6.54622E-05,2.72758E-05,0,0,0.000470664,0.001122564,0.000821081,0,0,0,0.002707658,0.000707483,-0.010773835,0.000767156,0.000812397,0,0,0,0,0.000343013,0.000529738,0.001599535,0.000803679,0,0.001352157,0.001561131,0.001600096,0.001589612,-0.001059008,3.11389E-07
電子計算機・同附属装置,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000511803,0.000725163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138602,0,0.052679715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43752E-05,0.000284172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004239209,0,0,0,0.003829007,0,0,0,0,0,0,0,0,5.88005E-05,0,0.00180399,0,0,0,0.013292384,0.006345508,-0.00658401,0.003033693,0.001369227,0.002784129,0.027384472,0.002861971,0.000624045,0.001951438,0.001267274,0.006300744,0.000133947,0,0.005353997,0.006125596,0.001395553,0.002668262,0.001145243,0.000567454
乗用車,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018510157,0,0,0,0.002664892,0.022519067,0.84916631,0.013822099,0.005964475,0.084103204,0.000155594,0.083837571,0.04527307,0.035518457,0.022352137,0.003892002,0,0,0.003305273,0.003782934,0.003985955,0.003931328,0.071043769,0.031553674
トラック・バス・その他の自動車,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085399923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001001474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007049563,0,0,0,0,0,0,0,0,0,0.002505795,0,0.000991105,0,0,0,0.000868696,0.010279285,-0.023599829,0.002967765,0.003843359,0,0,0,0.065607394,0.030271192,0.020721045,0.000439786,0,0,0.000232189,0.000415478,0.005574822,0.004186601,0.059607927,0.028980307
二輪自動車,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94148E-05,0,0,0,0.000379553,4.95451E-05,0,5.48584E-05,2.36723E-05,0,0,0,0,2.45284E-05,1.5436E-05,2.18821E-05,0,0,1.82109E-05,2.12373E-05,5.55777E-05,4.63377E-05,0,0
自動車部品・同附属品,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.19672E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003363464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568085488,0.59320067,0,0.431545439,0,0,0,0.128820551,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23693E-06,5.00364E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13423E-06,0,0,0,0,0,0,0,0,0,0,0,0,0.282616844,0,0,1.03716E-05,0,0,0,0,0,0,0.061273788,0,3.70025E-05,0,0,0,0,0,-0.031466439,6.46985E-05,0.062693602,0.071876647,0,0.07164921,0.058319927,0.033761651,0.062108866,0.017072293,0,0,0.014491302,0.016593244,0.089877021,0.070158611,-0.007173166,0.058087868
船舶・同修理,0,0,0,0,0,0,0,0,0,0,0,0.043445244,0.009404389,0,8.19672E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099628226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001661721,0.044305062,0.024961407,0,0,0,0,0.000972577,0,0,0,0,0,0,0.00323117,8.77583E-05,1.48638E-05,0.000898002,0.000164228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27357E-06,0,0,0,0.00053865,0,3.88761E-05,0,0,0,0.006981642,0.000161421,0.068148782,0.000280934,0.000672114,0.013924594,0,0.013880533,0.003034086,0.003014685,0.002256388,0.000869704,0,0,0.000236741,0.000802768,0.001018876,0.000960728,0.005324722,0.002903594
鉄道車両・同修理,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167238422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037178164,0.197248833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000239302,0,0,0,0,0,0,0,0.00051304,-7.38005E-07,0.00024442,0,0,0,4.50021E-05,1.95237E-05,0.000171872,1.71624E-06,0,0,0,1.54453E-06,0.000539572,0.000394806,-0.000402547,6.05132E-05
航空機・同修理,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322455941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000350312,0,0,0,0,0,0.017483508,8.0977E-05,-0.010004275,0.000837636,0.000719724,0,0,0,0.001897192,0.001211516,0.000996036,0.00376972,0,0,0.00313227,0.003658213,0.000243774,0.001162495,0.00126665,0.000912887
その他の輸送機械,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177854866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298641,0,0,0,0,0,0,0,9.44787E-06,0.000347899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017615602,9.92659E-06,0,0,0,7.27357E-06,0.000450051,0,0,0.000190829,0,0.000385716,0,0,0,0.00470165,0.00295939,-0.003847798,0.001107746,0.000673176,9.87805E-07,0.131009802,0.000415535,0.000826866,0.000906506,0.000697734,0.000324369,0,0,0.000273163,0.000315084,0.001233511,0.000986391,0.000816662,0.000553545
がん具・運動用品,0,0,0,0,0,0,0,0,0,0,0,0.002118305,0.003918495,0,0,0,0,0,0,0.000864837,0,0,0,0,1.62528E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064629099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58298E-05,2.83436E-05,9.08926E-05,0.001412057,0.003479758,0.003194984,0.001798525,0,0,0.001392392,0.000832712,0,0.001066468,0,0,0,0,0,0.000477094,5.72535E-05,0,0.002240261,0,0,0.000304308,0.000108363,0.0018922,0.001961368,0,0,0,0.000176412,4.31522E-05,-0.010089782,0.001117463,0.000593029,0,0.000622374,1.96936E-06,0.000371734,0.000663862,0.000490041,0.001765152,0.001875251,0.00310559,0.001516055,0.001753811,0.000920514,0.001144728,0.000123043,0.000163012
その他の製造工業製品,7.3635E-05,0,0,0.00012987,0,0.000117178,2.32769E-05,7.2469E-05,0.000331675,0,0.000642261,0.001258993,0,0,0.002213115,0.002427184,4.26026E-05,0.000125946,0,5.92354E-05,0.000357569,0.000658243,0.000234444,0.00035531,0.000260044,0,0,0.000980713,0,0,0,0.000456413,0.038905775,0.025998143,0.005537099,0,0.002839875,0.01187518,0,0.000155516,0.000193881,0.00021257,0.000102062,5.9058E-05,0,0,1.6093E-05,0,0.000102487,1.04574E-05,0.00155389,3.33146E-05,0,7.4195E-05,0.000236758,0,0.001140858,0,0.000243872,0,0.00057929,0.000273359,0.000683232,0.000332547,0,0,0.003439252,0.000139731,0.004624387,0.00421804,0.001880806,0,0,0,0.002472188,0.001840168,0.004159072,3.26787E-05,0,0,0.001147696,0.002142373,9.57579E-05,0,0,0.000197387,0,9.29282E-05,0,0.000163319,8.64745E-05,0.000196155,0.000210217,0,0.000383853,0.000241721,0.003438716,0.000272595,0.001073089,0.001270731,6.65557E-05,0.00141844,0.001818182,0.002267574,0,0.000793682,0.001216255,0.000692127,0.000294916,0,0.00501002,0.000691252,0.004032055,0,0.001097494,0.000542769,0.000816607,0,0.000621835,0.000679202,0,0,0.000656291,0.021649156,0.042447075,0,0.002049012,0.000635026,0.005615647,0.003305149,0.003948023,1.41923E-05,0,0,0.000698549,0.000267087,6.35539E-05,0.000308558,0.000204525,0.00013511,6.33548E-05,9.0313E-06,0,2.64613E-05,0,0.000624769,8.92732E-05,0.000118694,0.000799009,0.000130825,0,0,4.47247E-05,0.000199094,4.78316E-05,7.50469E-05,0.001114187,0.00170503,0.003821272,0.000949668,0.001368978,0.00181399,0.000611174,0.000984724,0.000972835,0.00086593,0.010671913,0.000224458,0.00043122,0.001248782,0.001164545,0.003958394,0.0082118,0,0.002389214,0.00139838,0.000867764,0.003496642,0.001566114,0.001996065,0.00308615,0.002000233,0.00751449,0.146779993,0.000135248,0.001265223,0.009052795,0.004793933,0,0,0,0.005393934,0.004393535,0.246515605,0.003687689,0.002885266,0.000948787,0.006846118,0.000967447,0.005526901,0.004195238,0.00348386,0.006409726,0.053846497,0.014063049,0.005495131,0.006792831,0.001205651,0.00270899,0.005866787,0.003870923
再生資源回収・加工処理,0.00338721,0.005654281,0.004077773,0.001038961,0.002132546,0.001757675,0.018947417,0,0,0,0.254977521,0,0,0,0,0,0,0,0,0,0,0,0,0.002250296,0.000357561,0.108734403,0,0.008172605,0,0,0,0.000114103,0,0,0,0.063529412,0.01106823,0,0,0,0,0,0,0,0.318165403,0,0.001295483,0.004691026,0,0,0.005884638,0,0.005819925,0,0,3.51599E-05,0,0,0,4.01283E-05,0,0.003419475,2.35597E-05,0,0,0,0.025775701,0.009711338,0.07210268,0.030580792,0.000493949,0,0,0,0.033992583,0.039432177,0.019845447,0.000882324,0.164570839,0,0.002506276,0.128854237,0,0,0,0.002207812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000195855,0,0,0,0,0,0,0.000677228,0,0,0,0,0,6.70358E-05,0,0,0,0,0.001599625,7.10773E-05,0.009070669,0.027304752,0,0,0,0,0,0,0,0,0,0,0,0,0.019396246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000398172,0,0,0,0,0,0.002221446,0,0.000531618,0,0,0,0,0,0,0.000279212,0.002392393,0,0,0,0.00071031,0.000438212,0.00175721,0,0,0,0,0,0,0,0.000931058,0.00263497
住宅建築,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021420705,0.112210694,0,0.026893156,0.011604862,0,0,0,0,0.01202453,0.007567163,0,0,0,0,0,0,0,0.025548241,0.011347102
非住宅建築,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120283649,0.065791689,0,0.020725277,0.008943316,0,0,0,0,0.009266734,0.005831653,0,0,0,0,0,0,0,0.019688815,0.008744672
