部門名,穀類,いも・豆類,野菜,果実,その他の食用作物,非食用作物,畜産,農業サービス,育林,素材,特用林産物,海面漁業,内水面漁業,石炭・原油・天然ガス,砂利・砕石,その他の鉱物,畜産食料品,水産食料品,精穀・製粉,めん・パン・菓子類,農産保存食料品,砂糖・油脂・調味料類,その他の食料品,酒類,その他の飲料,飼料・有機質肥料（別掲を除く。）,たばこ,紡績糸,織物,ニット生地,染色整理,その他の繊維工業製品,織物製・ニット製衣服,その他の衣服・身の回り品,その他の繊維既製品,木材,その他の木製品,家具・装備品,パルプ,紙・板紙,加工紙,紙製容器,その他の紙加工品,印刷・製版・製本,化学肥料,ソーダ工業製品,その他の無機化学工業製品,石油化学系基礎製品,脂肪族中間物・環式中間物・合成染料・有機顔料,合成ゴム,その他の有機化学工業製品,合成樹脂,化学繊維,医薬品,油脂加工製品・界面活性剤,化粧品・歯磨,塗料・印刷インキ,農薬,その他の化学最終製品,石油製品,石炭製品,プラスチック製品,タイヤ・チューブ,その他のゴム製品,革製履物,なめし革・革製品・毛皮（革製履物を除く。）,ガラス・ガラス製品,セメント・セメント製品,陶磁器,建設用土石製品,その他の窯業・土石製品,銑鉄・粗鋼,鉄屑,熱間圧延鋼材,鋼管,冷延・めっき鋼材,鋳鍛造品（鉄）,その他の鉄鋼製品,非鉄金属製錬・精製,非鉄金属屑,電線・ケーブル,その他の非鉄金属製品,建設用金属製品,建築用金属製品,ガス・石油機器・暖房・調理装置,その他の金属製品,ボイラ・原動機,ポンプ・圧縮機,運搬機械,冷凍機・温湿調整装置,その他のはん用機械,農業用機械,建設・鉱山機械,繊維機械,生活関連産業用機械,基礎素材産業用機械,金属加工機械,半導体製造装置,その他の生産用機械,事務用機械,サービス用・娯楽用機器,計測機器,医療用機械器具,光学機械・レンズ,武器,電子デバイス,その他の電子部品,産業用電気機器,民生用電気機器,電子応用装置,電気計測器,その他の電気機械,通信機器,映像・音響機器,電子計算機・同附属装置,乗用車,トラック・バス・その他の自動車,二輪自動車,自動車部品・同附属品,船舶・同修理,鉄道車両・同修理,航空機・同修理,その他の輸送機械,がん具・運動用品,その他の製造工業製品,再生資源回収・加工処理,住宅建築,非住宅建築,建設補修,公共事業,その他の土木建設,電力,都市ガス,熱供給業,水道,廃棄物処理,卸売,小売,金融,保険,不動産仲介及び賃貸,住宅賃貸料,住宅賃貸料（帰属家賃）,鉄道旅客輸送,鉄道貨物輸送,道路旅客輸送,道路貨物輸送（自家輸送を除く。）,外洋輸送,沿海・内水面輸送,港湾運送,航空輸送,貨物利用運送,倉庫,こん包,その他の運輸附帯サービス,郵便・信書便,通信,放送,情報サービス,インターネット附随サービス,映像・音声・文字情報制作,公務（中央）,公務（地方）,学校教育,社会教育・その他の教育,学術研究機関,企業内研究開発,医療,保健衛生,社会保険・社会福祉,介護,他に分類されない会員制団体,物品賃貸業（貸自動車業を除く。）,貸自動車業,広告,自動車整備,機械修理,その他の対事業所サービス,宿泊業,飲食サービス,洗濯・理容・美容・浴場業,娯楽サービス,その他の対個人サービス,事務用品,分類不明,内生部門計,家計外消費支出（列）,家計消費支出,対家計民間非営利団体消費支出,一般政府消費支出,一般政府消費支出（社会資本等減耗分）,県内総固定資本形成（公的）,県内総固定資本形成（民間）,在庫純増,県内最終需要計,県内需要合計,輸出,輸出（直接購入）,輸出計,移出,最終需要計,需要合計,（控除）輸入,（控除）輸入（直接購入）,（控除）関税,（控除）輸入品商品税,（控除）輸入計,（控除）移入,（控除）移輸入計,最終需要部門計,県内生産額,自給率,民間消費支出構成比
道路旅客輸送,0,0,0,0,0,0,0,1,0,0,2,14,0,0,73,65,57,1,0,54,1,6,9,14,4,0,0,2,2,0,0,10,7,1,5,2,5,41,0,15,12,8,14,21,2,6,70,20,78,115,39,137,2,283,8,32,22,9,107,146,1,275,81,189,0,0,39,44,9,41,69,0,0,0,0,1,22,9,10,0,66,22,222,31,5,143,0,69,33,28,160,2,2,2,27,7,161,86,117,157,194,7,3,0,0,7726,315,505,23,0,2,121,106,0,8,157,110,0,251,39,2,10,5,5,56,0,197,132,74,179,100,138,28,0,45,381,155,666,799,1451,23,5,0,6,2,52,101,12,61,52,0,0,13,3,66,17,327,62,23,3,62,366,901,319,66,339,136,246,16,25,24,313,47,2,10,7,123,316,13,116,26,76,87,0,624,22730,1259,25811,0,0,0,0,0,0,27070,49800,13,80,93,7068,34231,56961,-782,-2975,0,0,-3757,-17991,-21748,12483,35213,0.563293173,
道路貨物輸送（自家輸送を除く。）,91,5,82,47,50,80,1790,97,33,141,9,436,32,0,57,18,1182,2190,764,1854,187,1237,1724,302,663,44,0,27,51,2,0,213,99,12,136,250,273,602,141,421,790,358,435,482,23,85,1734,542,1794,1373,1210,2388,58,1064,448,757,559,96,2000,3300,413,4105,955,963,0,0,801,2278,187,169,1237,0,0,0,13,42,1232,635,658,0,3796,924,1024,1118,76,1576,1,398,74,129,2595,25,33,11,121,28,1097,226,324,481,1746,33,23,7,0,15235,1307,4233,159,3,8,1024,537,0,122,6808,7496,0,8544,692,8,52,78,53,1483,0,4291,3088,1356,3350,3755,5585,1588,0,702,2027,95,1467,417,661,23,67,33,43,6,112,358,58,59,52,0,0,34,304,34,1212,618,110,71,5,368,273,446,503,92,203,778,4451,61,605,494,429,65,7,38,585,683,558,530,5039,120,280,1195,1103,2419,165140,4151,47402,2,23,0,712,9807,728,62825,227965,14326,88,14414,18192,95431,260571,0,-4,0,0,-4,-25334,-25338,70093,235233,0.888851359,
外洋輸送,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24710,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,26,24790,0,33,0,0,0,0,0,0,33,24823,13882,0,13882,35662,49577,74367,-21488,0,0,0,-21488,-2329,-23817,25760,50550,0.040526931,
沿海・内水面輸送,6,1,8,4,4,5,122,5,0,1,1,75,2,0,16,11,20,31,25,37,9,39,58,11,20,2,0,1,1,0,0,13,2,0,4,11,9,28,4,32,22,6,11,12,3,15,209,206,309,231,177,436,7,96,37,32,72,9,188,5149,17,129,53,39,0,0,69,442,14,16,232,0,0,0,1,3,88,48,29,0,83,21,73,76,3,104,0,20,3,5,162,1,2,1,8,2,60,9,24,23,83,1,2,0,0,696,60,186,6,0,0,39,11,0,4,384,455,0,412,35,1,4,5,2,52,0,122,77,35,210,275,1130,239,0,34,61,13,120,31,63,8,4,10,3,1,79,395,82,145,10,0,0,2,7,3,9,13,4,6,0,9,37,36,54,12,35,30,73,5,21,29,23,3,1,2,41,12,39,33,125,13,32,23,25,31,16078,16,2079,0,0,0,10,59,56,2220,18298,1281,9,1290,22153,25663,41741,-1,-1082,0,0,-1083,-15627,-16710,8953,25031,0.086785441,
港湾運送,22,1,11,5,20,5,90,3,0,0,1,19,2,0,2,1,20,56,86,25,3,77,43,5,45,5,0,1,0,0,0,2,1,0,1,71,8,40,11,61,37,19,19,20,1,114,280,49,71,57,36,59,4,23,8,16,10,3,52,2513,6,90,79,25,0,0,26,231,6,12,64,0,0,0,4,7,194,126,341,0,155,34,150,141,7,193,0,37,7,11,283,2,3,2,14,3,107,17,37,22,74,1,2,0,0,480,54,288,7,0,0,50,19,0,2,1155,1179,0,1065,79,1,2,10,2,32,0,124,65,25,138,140,1415,102,0,4,7,2,29,3,5,2,1,1,1,0,3,7,10007,353,1,0,0,1,11,1,0,2,0,1,0,12,4,3,15,1,5,12,60,3,10,8,5,1,0,0,68,20,8,7,65,3,5,6,48,7,23899,16,557,0,0,0,15,263,35,886,24785,2883,2,2885,21787,25558,49457,-4789,0,0,0,-4789,-6449,-11238,14320,38219,0.546580593,
航空輸送,0,0,0,0,0,0,0,21,0,0,2,16,0,0,14,33,34,2,2,26,0,6,8,4,4,0,0,3,11,0,0,23,60,2,8,2,10,71,0,13,11,10,14,57,1,5,45,19,63,84,40,106,1,590,24,77,10,9,109,131,3,311,159,90,0,0,49,64,8,8,44,0,0,0,1,1,21,7,8,0,62,34,137,41,5,134,0,72,23,12,146,2,3,2,10,6,155,69,77,70,86,8,5,0,0,895,112,330,23,2,1,109,172,0,11,140,158,0,412,10,0,6,4,9,82,0,23,10,32,28,33,228,12,0,80,445,284,687,141,355,14,10,0,2,1,7,77,16,12,16,0,0,7,6,15,381,216,187,71,2,443,201,81,839,207,634,213,474,3,20,37,248,72,2,42,7,65,624,66,150,45,182,59,2,442,14746,215,15552,0,0,0,3,7,1,15778,30524,0,0,0,0,15778,30524,0,0,0,0,0,-30524,-30524,-14746,0,0,
貨物利用運送,8,1,5,5,3,5,132,6,0,1,1,48,3,0,6,3,81,324,79,137,17,92,150,20,55,3,0,2,3,0,0,11,7,1,9,16,19,43,9,39,104,28,45,53,3,9,153,126,180,129,115,230,6,85,37,57,48,8,182,937,30,293,76,73,0,0,62,224,14,16,114,0,0,0,1,2,92,46,45,0,278,68,74,77,8,114,0,26,6,6,187,1,2,1,7,2,80,17,22,48,147,2,3,0,0,1272,93,296,11,0,1,74,40,0,7,612,679,0,686,51,1,5,6,5,100,0,267,185,82,207,239,507,130,0,21,27,6,100,19,23,5,3,4,4,217,12,179,20,11,3,0,1,2,21,1,170,9,3,6,0,32,16,24,44,5,13,45,369,7,40,38,28,3,2,14,50,49,32,43,402,13,19,17,89,12,13972,94,54,0,1,0,49,627,53,878,14850,15,5,20,26,924,14896,0,0,0,0,0,-14641,-14641,-13717,255,0.014074074,
倉庫,15,1,25,7,5,15,221,9,0,1,1,104,4,0,7,5,463,700,526,219,26,631,435,54,149,45,0,8,13,1,0,41,17,2,33,43,20,76,1,143,118,52,80,82,10,70,302,180,273,119,147,561,9,156,59,119,88,16,399,9197,37,884,191,144,0,0,221,320,47,34,250,0,0,0,1,5,168,87,265,0,1376,359,125,197,14,310,0,57,11,22,363,4,4,2,16,4,172,38,47,96,193,6,6,1,0,2606,202,801,28,1,1,278,77,0,13,830,832,0,1166,97,2,11,11,8,200,0,326,186,98,244,294,4561,1261,0,41,45,13,211,39,60,7,5,4,7,3,12,38,19,7,4,0,0,3,39,4,2,39,20,12,1,52,1276,40,99,10,27,100,367,10,80,69,47,6,4,7,63,80,44,70,771,15,27,23,115,17,40368,146,2560,0,4,0,39,948,132,3829,44197,1087,8,1095,2890,7814,48182,0,0,0,0,0,-25823,-25823,-18009,22359,0.415729574,
こん包,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,99,9,10,86,2,10,16,22,13,1,0,0,3,0,0,5,6,1,28,0,13,108,15,110,92,2,4,64,6,10,192,16,130,80,23,114,4,121,37,258,10,51,50,6,0,892,17,179,0,0,528,25,47,14,22,0,0,0,0,41,16,10,85,0,204,67,5,6,0,123,0,28,5,32,64,1,0,2,5,2,75,12,30,117,52,0,1,0,0,819,102,4478,3,2,1,184,21,0,20,56,22,0,1827,7,0,4,7,2,123,0,0,0,0,4,0,0,0,0,0,0,408,317,0,0,0,0,0,0,0,0,376,15,97,188,0,2,230,0,2,0,0,0,0,0,78,25,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,14220,25,4552,0,0,0,0,0,0,4577,18797,8,0,8,3396,7981,22201,0,0,0,0,0,-2110,-2110,5871,20091,0.887748045,
その他の運輸附帯サービス,20,2,17,13,15,7,24,24,1,7,1,283,2,0,208,46,71,223,14,118,6,28,79,14,36,1,0,7,3,0,0,34,13,2,16,26,27,28,2,22,17,6,10,44,1,4,83,46,136,67,38,23,1,40,16,34,4,1,66,66,0,81,23,23,0,0,43,203,5,20,35,0,0,0,1,2,26,17,30,0,84,36,105,108,7,177,0,30,8,12,164,3,2,1,10,2,124,21,32,61,156,3,3,0,0,795,16,168,5,0,0,39,0,0,6,70,63,0,147,7,0,1,1,13,360,0,509,418,155,543,254,242,37,0,79,212,205,1580,240,142,38,43,71,2661,2,1454,3622,2048,2476,84,0,2,6,15,770,12,176,20,30,0,40,178,348,308,61,71,70,330,11,110,148,106,53,259,23,47,36,252,6443,1387,54,927,179,0,1375,36454,52,30913,0,299,81,0,0,0,31345,67799,4897,199,5096,6724,43165,79619,-1449,-350,0,0,-1799,-15100,-16899,26266,62720,0.750748536,
郵便・信書便,1,0,2,1,1,6,8,4,0,0,0,15,0,0,4,4,9,12,0,21,1,6,6,5,7,0,0,0,1,0,0,5,2,0,2,1,1,4,0,4,3,4,7,9,0,1,9,3,11,17,10,24,0,118,3,5,8,2,23,26,1,78,12,12,0,0,13,14,1,3,11,0,0,0,0,0,2,2,3,0,16,4,14,15,2,22,0,9,2,8,17,1,0,0,2,0,29,6,7,9,28,1,1,0,0,67,13,61,2,0,0,12,19,0,1,8,38,0,79,4,0,1,1,0,17,0,52,39,60,92,76,388,155,0,62,100,53,781,1525,1001,19,82,0,32,20,13,12,5,94,52,0,0,22,2,52,295,1456,116,14,2,59,567,762,141,130,122,750,206,66,569,189,325,14,7,3,78,46,295,106,361,35,92,119,0,47,12845,186,2531,0,0,0,0,0,0,2717,15562,64,1,65,1367,4149,16994,-863,-7,0,0,-870,-2799,-3669,480,13325,0.764233389,
通信,2,0,2,1,1,13,11,33,1,2,0,134,2,0,17,16,46,142,4,75,13,47,66,6,21,1,0,2,5,0,0,23,17,1,8,7,10,20,2,15,20,13,23,52,1,3,42,8,35,45,41,64,0,1747,6,107,21,14,82,85,12,286,119,72,0,0,50,53,12,9,55,0,0,0,0,2,14,12,7,0,86,32,70,39,13,111,0,67,13,27,122,2,2,2,55,5,176,34,55,39,126,6,4,0,0,465,92,372,13,3,2,77,118,0,6,96,150,0,519,25,0,7,4,5,112,0,115,80,1022,819,657,153,48,0,117,367,640,6013,2570,1877,229,481,0,155,55,109,305,82,487,523,0,0,30,15,41,53,33056,2893,60,37,298,1078,1287,80,81,145,2058,1108,79,1173,318,864,28,24,100,173,217,1235,504,2299,203,226,159,0,3753,77609,1495,131664,0,0,0,0,0,0,133159,210768,198,17,215,64604,197978,275587,-905,-12,0,0,-917,-72729,-73646,124332,201941,0.650582631,
放送,1,0,4,5,2,1,2,1,0,0,0,0,0,0,0,0,2,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,27,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,6,1,2,2,0,0,0,1,0,0,4,0,0,0,0,0,1,2,0,1,2,0,0,0,0,38,0,16,1,0,0,2,0,0,0,7,7,0,1,1,0,0,0,0,0,0,15,15,5,11,14,3,0,0,1,22,5,271,60,51,7,9,0,12,0,3,2,2,4,2,0,0,0,0,0,1,13,2126,1,216,10,1,1,29,4,10,0,61,3,26,28,26,6,1,4906,6,17,15,124,2125,318,107,8,0,44,10908,118,47858,0,0,0,0,0,0,47976,58884,0,0,0,64,48040,58948,0,0,0,0,0,-23758,-23758,24282,35190,0.596528768,
情報サービス,8,0,26,25,12,22,105,45,0,1,0,57,0,0,4,25,174,71,23,310,20,61,244,170,106,5,0,2,5,0,0,52,17,3,49,6,37,261,7,173,122,44,42,136,11,39,379,82,631,87,442,897,10,1823,149,311,108,43,473,438,9,1693,782,612,0,0,228,267,87,47,307,0,0,0,2,7,189,120,103,0,629,234,306,333,3,594,0,286,67,107,976,15,52,2,182,40,1162,502,187,83,1029,20,10,1,0,10033,1276,8527,38,4,24,551,1449,0,297,1045,699,0,2223,124,1,34,33,20,383,0,209,448,140,536,784,5477,534,2,3140,404,667,11014,5919,9984,213,280,0,39,24,68,555,57,30,324,0,1,212,2,492,53,4980,164,416,70,714,2239,2759,519,12,955,4009,3751,309,1386,134,2166,462,26,125,54,312,3932,1192,713,24,835,419,0,307,121019,39,15587,0,0,0,15271,94994,14,125905,246924,695,0,695,8256,134856,255875,-20290,0,0,0,-20290,-205752,-226042,-91186,29833,0.084568531,
インターネット附随サービス,1,0,0,0,0,2,3,13,0,0,0,4,0,0,4,0,57,13,3,89,2,6,24,4,7,0,0,0,1,0,0,1,1,0,2,1,0,15,6,96,33,6,22,3,1,9,22,32,20,40,28,91,2,328,29,23,10,12,106,121,0,174,42,4,0,0,8,24,0,3,28,0,0,0,0,0,13,10,10,0,172,25,10,20,4,214,0,38,11,2,25,0,1,0,5,0,14,5,4,37,225,3,4,0,0,1841,214,135,0,3,2,37,365,0,4,161,131,0,172,47,1,0,1,0,25,0,28,15,25,3,2,9,2,0,21,34,125,3922,644,582,34,124,0,64,0,34,143,9,12,43,0,0,17,9,35,26,3049,434,177,119,177,113,66,13,10,23,161,24,7,106,7,40,24,6,708,69,357,1946,38,83,16,199,21,0,1126,20648,349,9572,0,0,0,0,0,0,9921,30569,11,0,11,54,9986,30634,-50,0,0,0,-50,-29531,-29581,-19595,1053,0.032320325,
映像・音声・文字情報制作,6,0,6,0,1,10,12,39,2,3,1,46,1,0,23,6,86,167,6,234,23,59,126,14,72,2,0,11,14,0,0,19,36,4,43,22,20,84,0,20,19,19,35,63,9,9,191,28,106,105,38,38,3,343,6,62,34,13,146,151,8,328,130,328,0,0,33,48,26,8,112,0,0,0,0,1,24,23,21,0,214,65,89,108,4,268,0,67,12,21,379,4,4,3,41,6,261,43,47,86,201,8,4,0,0,2014,382,745,19,1,2,122,225,0,29,198,295,0,559,53,1,9,8,8,224,0,389,333,131,327,337,214,17,0,141,200,110,1524,572,1039,104,80,0,118,14,146,349,9,33,63,0,0,69,45,75,137,1928,4982,158,9,703,335,1679,415,436,616,1761,1588,34,987,375,1515,83,11,2989,62,12,1495,389,768,242,1828,250,0,387,43168,821,25130,0,1208,0,0,43,-318,26884,70052,136,48,184,10075,37143,80311,-12446,-1264,0,-840,-14550,-27046,-41596,-4453,38715,0.406212528,
公務（中央）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8068,8068,0,164,0,72112,25500,0,0,0,97776,105844,0,0,0,0,97776,105844,0,0,0,0,0,0,0,97776,105844,1,
公務（地方）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10631,10631,0,16062,0,169359,123006,0,0,0,308427,319058,0,0,0,0,308427,319058,0,0,0,0,0,0,0,308427,319058,1,
学校教育,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61842,10085,167692,41798,0,0,0,281417,281417,0,0,0,2199,283616,283616,0,0,0,0,0,-14505,-14505,269111,269111,0.948457272,
社会教育・その他の教育,1,0,0,1,0,0,0,7,0,1,0,0,0,0,4,7,12,64,3,25,20,13,38,0,6,0,0,0,0,0,0,0,0,0,0,1,1,3,1,12,0,0,6,1,0,3,21,15,59,27,11,93,1,37,7,21,14,8,61,9,0,65,0,8,0,0,17,36,14,5,6,0,0,0,0,1,25,0,0,0,0,6,100,0,1,40,0,21,12,21,252,3,3,0,14,2,36,12,9,22,57,2,1,0,0,1174,288,415,36,1,1,75,104,0,4,69,83,0,171,25,0,1,1,0,9,0,43,38,2,24,30,254,27,0,6,19,9,141,24,63,1,0,0,417,33,13,33,0,0,11,0,0,7,4,16,3,1049,59,63,6,14,42,1,1,0,0,0,71,0,12,3,0,16,3,27,0,0,178,20,155,40,34,21,0,12,6907,0,7808,2969,9464,2497,0,0,0,22738,29645,96,9,105,17,22860,29767,-2530,0,0,0,-2530,-511,-3041,19819,26726,0.897419464,
学術研究機関,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,1176,20250,23579,25869,0,72018,72018,603,0,603,34627,107248,107248,-1086,0,0,0,-1086,-39182,-40268,66980,66980,0.440862007,
企業内研究開発,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,446702,0,446714,446714,0,0,0,14167,460881,460881,-13532,0,0,0,-13532,-346711,-360243,100638,100638,0.193571278,
医療,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4358,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4437,3129,145989,0,449318,0,0,0,0,598436,602873,0,1,1,2392,600829,605266,0,0,0,0,0,-8272,-8272,592557,596994,0.986279034,
保健衛生,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,18,0,1,16,16,45,4,2,0,6,0,0,1,0,35,0,0,0,550,4,244,1,271,23,1,1,2,4,5,0,5,0,4,7810,1062,469,206,1,0,0,1,0,0,25,0,39,1,12,4,0,188,11193,6630,2267,0,4526,34,0,0,0,13457,24650,0,0,0,0,13457,24650,0,0,0,0,0,-3779,-3779,9678,20871,0.846693712,
社会保険・社会福祉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2752,38908,53848,64040,608,0,0,0,160156,160156,0,0,0,0,160156,160156,0,0,0,0,0,0,0,160156,160156,1,
介護,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23470,0,136249,0,0,0,0,159719,159719,0,0,0,0,159719,159719,0,0,0,0,0,0,0,159719,159719,1,
