"","X","IdOrig","Fishery","SciName","CommName","SpeciesCat","SpeciesCatName","Res1","year","catch","BvBmsy","LogBvBmsy","YearsBack","ScaledCatch","ScaledCatch1Back","ScaledCatch2Back","ScaledCatch3Back","ScaledCatch4Back","MaxCatch","TimeToMaxCatch","InitialScaledCatchSlope","MeanScaledCatch","CatchToRollingMax","MaxLength","AgeMat","VonBertK","Temp","b_to_k_ratio","regression_LogBvBmsy","BvBmsySD","model","model_number","model_worked","Res","Value","id","MSY","phi","g","k","MSYLogSd","gLogSd","KLogSd","CatchMSYBvBmsy","CatchMSYBvBmsy_LogSd","FvFmsy","BMSY","Biomass","B_over_K"
"1232",2320,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1986,2497,0.943850348569328,-0.0594279376270282,30,0.837919463087248,1,0.842953020134228,0.588590604026846,0.558724832214765,2980,22,0.00500719079578139,0.498381840474961,0.837919463087248,103,NA,0.150000006,NA,0.4,-0.0594279376270282,0.0397158308619056,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.943850348569328,0.357506727306506,2.37153543287407,28886.6607272477,27264.6847964166,0.37752381181389
"1233",2425,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1987,1685,0.895914879277336,-0.372848547690235,29,0.565436241610738,0.837919463087248,1,0.842953020134228,0.588590604026846,2980,22,0.00500719079578139,0.498381840474961,0.565436241610738,103,NA,0.150000006,NA,0.4,-0.372848547690235,0.0425140526319361,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.895914879277336,0.357506727306506,1.68596040836169,28886.6607272477,25879.9891581774,0.358350453330068
"1234",2530,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1988,2649,0.847762922918635,-0.178067943066098,28,0.888926174496644,0.565436241610738,0.837919463087248,1,0.842953020134228,2980,22,0.00500719079578139,0.498381840474961,0.888926174496644,103,NA,0.150000006,NA,0.4,-0.178067943066098,0.0458398214259563,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.847762922918635,0.357506727306506,2.80105576820651,28886.6607272477,24489.0399314904,0.339090503764559
"1235",2635,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1989,2059,0.81473752966384,-0.355445203775929,27,0.690939597315436,0.888926174496644,0.565436241610738,0.837919463087248,1,2980,22,0.00500719079578139,0.498381840474961,0.690939597315436,103,NA,0.150000006,NA,0.4,-0.355445203775929,0.0464808908659569,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.81473752966384,0.357506727306506,2.26544144123193,28886.6607272477,23535.0466011552,0.325880917767053
"1236",2740,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1990,1582,0.781406761350482,-0.511416394428847,26,0.530872483221477,0.690939597315436,0.888926174496644,0.565436241610738,0.837919463087248,2980,22,0.00500719079578139,0.498381840474961,0.530872483221477,103,NA,0.150000006,NA,0.4,-0.511416394428847,0.044412983354741,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.781406761350482,0.357506727306506,1.81486167821864,28886.6607272477,22572.2320051087,0.312549187028787
"1237",2845,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1991,1742,0.758917236046181,-0.464636009112551,25,0.584563758389262,0.530872483221477,0.690939597315436,0.888926174496644,0.565436241610738,2980,22,0.00500719079578139,0.498381840474961,0.584563758389262,103,NA,0.150000006,NA,0.4,-0.464636009112551,0.0400851956675003,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.758917236046181,0.357506727306506,2.05763316035691,28886.6607272477,21922.5847177266,0.303553765952094
"1238",2950,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1992,1909,0.736145365550768,-0.473198653358018,24,0.640604026845638,0.584563758389262,0.530872483221477,0.690939597315436,0.888926174496644,2980,22,0.00500719079578139,0.498381840474961,0.640604026845638,103,NA,0.150000006,NA,0.4,-0.473198653358018,0.0358980096974506,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.736145365550768,0.357506727306506,2.32464458002006,28886.6607272477,21264.7814206007,0.29444541168323
"1239",3055,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1993,1739,0.713054236984816,-0.478395283815732,23,0.583557046979866,0.640604026845638,0.584563758389262,0.530872483221477,0.690939597315436,2980,22,0.00500719079578139,0.498381840474961,0.583557046979866,103,NA,0.150000006,NA,0.4,-0.478395283815732,0.031843841217616,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.713054236984816,0.357506727306506,2.18620676157959,28886.6607272477,20597.7558239068,0.285209359708977
"1240",3160,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1994,1817,0.686945929878569,-0.434746308198102,22,0.609731543624161,0.583557046979866,0.640604026845638,0.584563758389262,0.530872483221477,2980,22,0.00500719079578139,0.498381840474961,0.609731543624161,103,NA,0.150000006,NA,0.4,-0.434746308198102,0.0300342376706702,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.686945929878569,0.357506727306506,2.37108208180143,28886.6607272477,19843.5740143659,0.274766488512607
"1241",3265,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1995,1839,0.660380706791802,-0.440117358279806,21,0.617114093959731,0.609731543624161,0.583557046979866,0.640604026845638,0.584563758389262,2980,22,0.00500719079578139,0.498381840474961,0.617114093959731,103,NA,0.150000006,NA,0.4,-0.440117358279806,0.0297986173150502,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.660380706791802,0.357506727306506,2.49632754285,28886.6607272477,19076.1934279148,0.264140858828193
"1242",3370,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1996,2040,0.632516419598569,-0.38259117330403,20,0.684563758389262,0.617114093959731,0.609731543624161,0.583557046979866,0.640604026845638,2980,22,0.00500719079578139,0.498381840474961,0.684563758389262,103,NA,0.150000006,NA,0.4,-0.38259117330403,0.030343666504718,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.632516419598569,0.357506727306506,2.8911630144625,28886.6607272477,18271.2872173573,0.25299562597363
"1243",3475,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1997,1837,0.604045845287445,-0.427805746012138,19,0.616442953020134,0.684563758389262,0.617114093959731,0.609731543624161,0.583557046979866,2980,22,0.00500719079578139,0.498381840474961,0.616442953020134,103,NA,0.150000006,NA,0.4,-0.427805746012138,0.0300781391075993,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.604045845287445,0.357506727306506,2.72617336733813,28886.6607272477,17448.8673965219,0.241607888760036
"1244",3580,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1998,1435,0.574957278581739,-0.584624366422611,18,0.481543624161074,0.616442953020134,0.684563758389262,0.617114093959731,0.609731543624161,2980,22,0.00500719079578139,0.498381840474961,0.481543624161074,103,NA,0.150000006,NA,0.4,-0.584624366422611,0.0311533274054293,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.574957278581739,0.357506727306506,2.23733254884953,28886.6607272477,16608.5958390523,0.229972965279225
"1245",3685,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1999,1187,0.559423866910182,-0.712776086867294,17,0.398322147651007,0.481543624161074,0.616442953020134,0.684563758389262,0.617114093959731,2980,22,0.00500719079578139,0.498381840474961,0.398322147651007,103,NA,0.150000006,NA,0.4,-0.712776086867294,0.0319245556378226,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.559423866910182,0.357506727306506,1.90205882410465,28886.6607272477,16159.8874461594,0.223759869322213
"1246",3790,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",2000,1133,0.552309285410802,-0.778844579403059,16,0.380201342281879,0.398322147651007,0.481543624161074,0.616442953020134,0.684563758389262,2980,22,0.00500719079578139,0.498381840474961,0.380201342281879,103,NA,0.150000006,NA,0.4,-0.778844579403059,0.0319780238205103,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.552309285410802,0.357506727306506,1.83891553293437,28886.6607272477,15954.3709441704,0.220914159797205
"1247",3895,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",2001,1065.25,0.546931585818497,-0.803314786122561,15,0.35746644295302,0.380201342281879,0.398322147651007,0.481543624161074,0.616442953020134,2980,22,0.00500719079578139,0.498381840474961,0.35746644295302,103,NA,0.150000006,NA,0.4,-0.803314786122561,0.0316170595566707,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.546931585818497,0.357506727306506,1.74595382516222,28886.6607272477,15799.0271605545,0.218763172988804
"1248",4000,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",2002,1070.25,0.543647702935953,-0.786353140714366,14,0.359144295302013,0.35746644295302,0.380201342281879,0.398322147651007,0.481543624161074,2980,22,0.00500719079578139,0.498381840474961,0.359144295302013,103,NA,0.150000006,NA,0.4,-0.786353140714366,0.0305831049747368,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.543647702935953,0.357506727306506,1.76474473601881,28886.6607272477,15704.1667498584,0.217449676643491
"1249",4105,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",2003,1163,0.540283272882546,-0.744243861643167,13,0.390268456375839,0.359144295302013,0.35746644295302,0.380201342281879,0.398322147651007,2980,22,0.00500719079578139,0.498381840474961,0.390268456375839,103,NA,0.150000006,NA,0.4,-0.744243861643167,0.0306059747361043,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.540283272882546,0.357506727306506,1.92962274071926,28886.6607272477,15606.9796003651,0.216103962823213
"1250",4210,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",2004,1161,0.533610898141999,-0.737739124156199,12,0.389597315436242,0.390268456375839,0.359144295302013,0.35746644295302,0.380201342281879,2980,22,0.00500719079578139,0.498381840474961,0.389597315436242,103,NA,0.150000006,NA,0.4,-0.737739124156199,0.0307802122015889,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.533610898141999,0.357506727306506,1.95039127265013,28886.6607272477,15414.2369749898,0.213435128352028
"1251",4315,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",2005,1100,0.526756952943767,-0.755843111892595,11,0.369127516778524,0.389597315436242,0.390268456375839,0.359144295302013,0.35746644295302,2980,22,0.00500719079578139,0.498381840474961,0.369127516778524,103,NA,0.150000006,NA,0.4,-0.755843111892595,0.031037045766608,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.526756952943767,0.357506727306506,1.87196025789646,28886.6607272477,15216.2493854053,0.210693668838746
"1252",4420,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",2006,1361,0.51971271590477,-0.676729059941063,10,0.456711409395973,0.369127516778524,0.389597315436242,0.390268456375839,0.359144295302013,2980,22,0.00500719079578139,0.498381840474961,0.456711409395973,103,NA,0.150000006,NA,0.4,-0.676729059941063,0.0315860216055311,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.51971271590477,0.357506727306506,2.34751836373115,28886.6607272477,15012.7648999776,0.207876095881006
"1253",4525,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",2007,1320,0.506824873829899,-0.681118032863931,9,0.442953020134228,0.456711409395973,0.369127516778524,0.389597315436242,0.390268456375839,2980,22,0.00500719079578139,0.498381840474961,0.442953020134228,103,NA,0.150000006,NA,0.4,-0.681118032863931,0.0314519847762263,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.506824873829899,0.357506727306506,2.33469539258402,28886.6607272477,14640.4781784544,0.202721181997109
"1254",4630,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",2008,1263,0.493544031550997,-0.700683806146627,8,0.423825503355705,0.442953020134228,0.456711409395973,0.369127516778524,0.389597315436242,2980,22,0.00500719079578139,0.498381840474961,0.423825503355705,103,NA,0.150000006,NA,0.4,-0.700683806146627,0.0315925165847306,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.493544031550997,0.357506727306506,2.29399074908952,28886.6607272477,14256.8389933717,0.197409074830088
"1255",4735,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",2009,1180,0.48186645424417,-0.735103276967513,7,0.395973154362416,0.423825503355705,0.442953020134228,0.456711409395973,0.369127516778524,2980,22,0.00500719079578139,0.498381840474961,0.395973154362416,103,NA,0.150000006,NA,0.4,-0.735103276967513,0.0319473370848818,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.48186645424417,0.357506727306506,2.19517693015195,28886.6607272477,13919.5127795931,0.192738245917107
"1256",4840,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",2010,1153,0.472756544155656,-0.773427512676221,6,0.386912751677852,0.395973154362416,0.423825503355705,0.442953020134228,0.456711409395973,2980,22,0.00500719079578139,0.498381840474961,0.386912751677852,103,NA,0.150000006,NA,0.4,-0.773427512676221,0.031329908624178,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.472756544155656,0.357506727306506,2.18628096697037,28886.6607272477,13656.3578976105,0.189094439473521
"1257",4945,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",2011,1096,0.464305884035259,-0.79855908819743,5,0.367785234899329,0.386912751677852,0.395973154362416,0.423825503355705,0.442953020134228,2980,22,0.00500719079578139,0.498381840474961,0.367785234899329,103,NA,0.150000006,NA,0.4,-0.79855908819743,0.0317409063832242,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.464305884035259,0.357506727306506,2.11602396857042,28886.6607272477,13412.2465457913,0.185714321612855
"1258",5050,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",2012,1154,0.455572872799807,-0.784499944279209,4,0.387248322147651,0.367785234899329,0.386912751677852,0.395973154362416,0.423825503355705,2980,22,0.00500719079578139,0.498381840474961,0.387248322147651,103,NA,0.150000006,NA,0.4,-0.784499944279209,0.0320857830941579,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.455572872799807,0.357506727306506,2.27071259460481,28886.6607272477,13159.9790131056,0.182221268190542
"1259",5155,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",2013,1064,0.448563029125669,-0.810557467433291,3,0.357046979865772,0.387248322147651,0.367785234899329,0.386912751677852,0.395973154362416,2980,22,0.00500719079578139,0.498381840474961,0.357046979865772,103,NA,0.150000006,NA,0.4,-0.810557467433291,0.0325970584216402,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.448563029125669,0.357506727306506,2.12633833044643,28886.6607272477,12957.4880371397,0.179417451983776
"1260",5260,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",2014,1002,0.44244704905265,-0.839638596270981,2,0.336241610738255,0.357046979865772,0.387248322147651,0.367785234899329,0.386912751677852,2980,22,0.00500719079578139,0.498381840474961,0.336241610738255,103,NA,0.150000006,NA,0.4,-0.839638596270981,0.0330403643152411,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.44244704905265,0.357506727306506,2.03011497443568,28886.6607272477,12780.8177957558,0.176971165754562
"1261",5365,"Japan-10","Bastard halibut sea_of_japan_west_east_china_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",2015,1043,0.436864143207318,-0.833640651885744,1,0.35,0.336241610738255,0.357046979865772,0.387248322147651,0.367785234899329,2980,22,0.00500719079578139,0.498381840474961,0.35,103,NA,0.150000006,NA,0.4,-0.833640651885744,0.0334398009844121,"M3",3,TRUE,"Medium",1,"Japan-10",1115.54163516527,0.188005801001991,0.0386162111802629,72219.775132641,0.096017708692535,0.31520995660059,0.219852117376332,0.436864143207318,0.357506727306506,2.14018898297716,28886.6607272477,12619.5462887295,0.174738099994802
"1262",431,"Japan-11","Bastard halibut seto_inland_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1968,1096,1.21332716126707,0.205215383310992,48,0.810051736881005,0.594974131559497,0.516629711751663,0.465631929046563,0.519031781226903,1353,26,-0.0131401119205998,0.694475240206948,1,103,NA,0.150000006,NA,0.4,0.205215383310992,0.0460358604943915,"M3",3,TRUE,"Medium",1,"Japan-11",706.850069691883,0.188005801001991,0.0346814958741961,50952.9687139157,0.0879994276097777,0.306607940842487,0.219179934374654,1.21332716126707,0.269368173982224,1.2779248910094,20380.3060530399,24727.9788890891,0.485309875228833
"1263",536,"Japan-11","Bastard halibut seto_inland_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1969,277,1.21382571841224,-0.521899148145929,47,0.204730229120473,0.810051736881005,0.594974131559497,0.516629711751663,0.465631929046563,1353,26,-0.0131401119205998,0.694475240206948,0.252737226277372,103,NA,0.150000006,NA,0.4,-0.521899148145929,0.0639215267611506,"M3",3,TRUE,"Medium",1,"Japan-11",706.850069691883,0.188005801001991,0.0346814958741961,50952.9687139157,0.0879994276097777,0.306607940842487,0.219179934374654,1.21382571841224,0.269368173982224,0.322846534433561,20380.3060530399,24738.1396362926,0.48550928946239
"1264",641,"Japan-11","Bastard halibut seto_inland_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1970,505,1.22383363236434,-0.445337266116468,46,0.373244641537324,0.204730229120473,0.810051736881005,0.594974131559497,0.516629711751663,1353,26,-0.0131401119205998,0.694475240206948,0.460766423357664,103,NA,0.150000006,NA,0.4,-0.445337266116468,0.063094821743091,"M3",3,TRUE,"Medium",1,"Japan-11",706.850069691883,0.188005801001991,0.0346814958741961,50952.9687139157,0.0879994276097777,0.306607940842487,0.219179934374654,1.22383363236434,0.269368173982224,0.583769887408431,20380.3060530399,24942.1039855888,0.48951228191689
"1265",746,"Japan-11","Bastard halibut seto_inland_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1971,410,1.23847095146952,-0.564653301518491,45,0.303030303030303,0.373244641537324,0.204730229120473,0.810051736881005,0.594974131559497,1353,26,-0.0131401119205998,0.694475240206948,0.374087591240876,103,NA,0.150000006,NA,0.4,-0.564653301518491,0.0635618167134237,"M3",3,TRUE,"Medium",1,"Japan-11",706.850069691883,0.188005801001991,0.0346814958741961,50952.9687139157,0.0879994276097777,0.306607940842487,0.219179934374654,1.23847095146952,0.269368173982224,0.468350218275439,20380.3060530399,25240.4170287483,0.495366956348806
"1266",851,"Japan-11","Bastard halibut seto_inland_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1972,515,1.24815870449126,-0.509753084361791,44,0.380635624538064,0.303030303030303,0.373244641537324,0.204730229120473,0.810051736881005,1353,26,-0.0131401119205998,0.694475240206948,0.469890510948905,103,NA,0.150000006,NA,0.4,-0.509753084361791,0.0616503055421646,"M3",3,TRUE,"Medium",1,"Japan-11",706.850069691883,0.188005801001991,0.0346814958741961,50952.9687139157,0.0879994276097777,0.306607940842487,0.219179934374654,1.24815870449126,0.269368173982224,0.583727446572752,20380.3060530399,25437.8564002977,0.499241889969611
"1267",956,"Japan-11","Bastard halibut seto_inland_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1973,413,1.26230991704206,-0.483394304150158,43,0.305247597930525,0.380635624538064,0.303030303030303,0.373244641537324,0.204730229120473,1353,26,-0.0131401119205998,0.694475240206948,0.376824817518248,103,NA,0.150000006,NA,0.4,-0.483394304150158,0.0510142488752311,"M3",3,TRUE,"Medium",1,"Japan-11",706.850069691883,0.188005801001991,0.0346814958741961,50952.9687139157,0.0879994276097777,0.306607940842487,0.219179934374654,1.26230991704206,0.269368173982224,0.462867568475698,20380.3060530399,25726.2624431046,0.504902130188903
"1268",1061,"Japan-11","Bastard halibut seto_inland_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1974,405,1.27625982478977,-0.539423977954382,42,0.299334811529933,0.305247597930525,0.380635624538064,0.303030303030303,0.373244641537324,1353,26,-0.0131401119205998,0.694475240206948,0.369525547445255,103,NA,0.150000006,NA,0.4,-0.539423977954382,0.0479617936055154,"M3",3,TRUE,"Medium",1,"Japan-11",706.850069691883,0.188005801001991,0.0346814958741961,50952.9687139157,0.0879994276097777,0.306607940842487,0.219179934374654,1.27625982478977,0.269368173982224,0.448940328184185,20380.3060530399,26010.5658324147,0.510481851969324
"1269",1166,"Japan-11","Bastard halibut seto_inland_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1975,355,1.29040307769804,-0.586076726792799,41,0.262379896526238,0.299334811529933,0.305247597930525,0.380635624538064,0.303030303030303,1353,26,-0.0131401119205998,0.694475240206948,0.323905109489051,103,NA,0.150000006,NA,0.4,-0.586076726792799,0.0486822303525172,"M3",3,TRUE,"Medium",1,"Japan-11",706.850069691883,0.188005801001991,0.0346814958741961,50952.9687139157,0.0879994276097777,0.306607940842487,0.219179934374654,1.29040307769804,0.269368173982224,0.389202532664487,20380.3060530399,26298.8096552707,0.516138908469297
"1270",1271,"Japan-11","Bastard halibut seto_inland_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1976,453,1.30433039911568,-0.519500946384095,40,0.334811529933481,0.262379896526238,0.299334811529933,0.305247597930525,0.380635624538064,1353,26,-0.0131401119205998,0.694475240206948,0.413321167883212,103,NA,0.150000006,NA,0.4,-0.519500946384095,0.0469967343113806,"M3",3,TRUE,"Medium",1,"Japan-11",706.850069691883,0.188005801001991,0.0346814958741961,50952.9687139157,0.0879994276097777,0.306607940842487,0.219179934374654,1.30433039911568,0.269368173982224,0.491341311428105,20380.3060530399,26582.6527282614,0.52170959610841
"1271",1376,"Japan-11","Bastard halibut seto_inland_sea_stock","Paralichthys olivaceus","Bastard halibut",31,"Flounders, halibuts, soles","3",1977,500,1.31564511974408,-0.449012956077352,39,0.369549150036955,0.334811529933481,0.262379896526238,0.299334811529933,0.305247597930525,1353,26,-0.0131401119205998,0.694475240206948,0.456204379562044,103,NA,0.150000006,NA,0.4,-0.449012956077352,0.0465810505826634,"M3",3,TRUE,"Medium",1,"Japan-11",706.850069691883,0.188005801001991,0.0346814958741961,50952.9687139157,0.0879994276097777,0.306607940842487,0.219179934374654,1.31564511974408,0.269368173982224,0.537655310917316,20380.3060530399,26813.2501975727,0.526235288627055
