"","X","IdOrig","Fishery","SciName","CommName","SpeciesCat","SpeciesCatName","Res1","year","catch","BvBmsy","LogBvBmsy","YearsBack","ScaledCatch","ScaledCatch1Back","ScaledCatch2Back","ScaledCatch3Back","ScaledCatch4Back","MaxCatch","TimeToMaxCatch","InitialScaledCatchSlope","MeanScaledCatch","CatchToRollingMax","MaxLength","AgeMat","VonBertK","Temp","b_to_k_ratio","regression_LogBvBmsy","BvBmsySD","model","model_number","model_worked","Res","Value","id","MSY","phi","g","k","MSYLogSd","gLogSd","KLogSd","CatchMSYBvBmsy","CatchMSYBvBmsy_LogSd","FvFmsy","BMSY","Biomass","B_over_K"
"11",1474,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1978,87672,1.1689577488174,0.410122383219806,38,0.688496975574896,0.424279429001105,0.840839260787705,0.540772313110947,0.763030746849435,127338.25,2,-0.0816886745117266,0.552676970739199,0.688496975574896,140,5.25,0.190363637,17.35000038,0.4,0.410122383219806,0.100046551241984,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,1.1689577488174,0.201978423290638,1.61485161384657,1158058.22382211,1353721.13431857,0.467562877792922
"12",1579,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1979,66821,1.15147343934832,0.265198653946205,37,0.524751989288372,0.688496975574896,0.424279429001105,0.840839260787705,0.540772313110947,127338.25,2,-0.0816886745117266,0.552676970739199,0.524751989288372,140,5.25,0.190363637,17.35000038,0.4,0.265198653946205,0.0975034362852497,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,1.15147343934832,0.201978423290638,1.24948074581254,1158058.22382211,1333473.28595005,0.460569456465371
"13",1684,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1980,69676.25,1.13153323253966,0.211807264930924,36,0.547174552815042,0.524751989288372,0.688496975574896,0.424279429001105,0.840839260787705,127338.25,2,-0.0816886745117266,0.552676970739199,0.547174552815042,140,5.25,0.190363637,17.35000038,0.4,0.211807264930924,0.0907019611293743,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,1.13153323253966,0.201978423290638,1.32583041415328,1158058.22382211,1310381.36547057,0.45259371868642
"14",1789,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1981,64085,1.1142871084158,0.200566330810999,35,0.50326590792633,0.547174552815042,0.524751989288372,0.688496975574896,0.424279429001105,127338.25,2,-0.0816886745117266,0.552676970739199,0.50326590792633,140,5.25,0.190363637,17.35000038,0.4,0.200566330810999,0.0763995668285914,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,1.1142871084158,0.201978423290638,1.23831121075905,1158058.22382211,1290409.34959988,0.445695567376604
"15",1894,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1982,70043,1.09455208399998,0.199618337842826,34,0.550054677208144,0.50326590792633,0.547174552815042,0.524751989288372,0.688496975574896,127338.25,2,-0.0816886745117266,0.552676970739199,0.550054677208144,140,5.25,0.190363637,17.35000038,0.4,0.199618337842826,0.0692635989890819,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,1.09455208399998,0.201978423290638,1.37784012799035,1158058.22382211,1267555.04227781,0.437801899005348
"16",1999,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1983,51512.5,1.07994540145295,0.0390254637337508,33,0.404532809269799,0.550054677208144,0.50326590792633,0.547174552815042,0.524751989288372,127338.25,2,-0.0816886745117266,0.552676970739199,0.404532809269799,140,5.25,0.190363637,17.35000038,0.4,0.0390254637337508,0.0688942801112334,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,1.07994540145295,0.201978423290638,1.02702579159574,1158058.22382211,1250639.65343146,0.43195947866671
"17",2104,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1984,63624,1.06580526206904,0.110785252438807,32,0.499645628866425,0.404532809269799,0.550054677208144,0.50326590792633,0.547174552815042,127338.25,2,-0.0816886745117266,0.552676970739199,0.499645628866425,140,5.25,0.190363637,17.35000038,0.4,0.110785252438807,0.0695179352119198,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,1.06580526206904,0.201978423290638,1.28532700263193,1158058.22382211,1234264.54873193,0.426303667522619
"18",2209,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1985,57820,1.05694048589284,0.0605036649938064,31,0.454066236971216,0.499645628866425,0.404532809269799,0.550054677208144,0.50326590792633,127338.25,2,-0.0816886745117266,0.552676970739199,0.454066236971216,140,5.25,0.190363637,17.35000038,0.4,0.0605036649938064,0.0695054661955916,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,1.05694048589284,0.201978423290638,1.17787193943971,1158058.22382211,1223998.62177874,0.4227579104034
"19",2314,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1986,51136.25,1.04809516299414,-0.0291938083137464,30,0.401578080427523,0.454066236971216,0.499645628866425,0.404532809269799,0.550054677208144,127338.25,2,-0.0816886745117266,0.552676970739199,0.401578080427523,140,5.25,0.190363637,17.35000038,0.4,-0.0291938083137464,0.0692850163399588,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,1.04809516299414,0.201978423290638,1.05050635001546,1158058.22382211,1213755.22285354,0.419219934258661
"20",2419,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1987,46945.25,1.04528527558469,-0.0733487045719485,29,0.368665738692027,0.401578080427523,0.454066236971216,0.499645628866425,0.404532809269799,127338.25,2,-0.0816886745117266,0.552676970739199,0.368665738692027,140,5.25,0.190363637,17.35000038,0.4,-0.0733487045719485,0.0681759043393512,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,1.04528527558469,0.201978423290638,0.967001940383028,1158058.22382211,1210501.20963101,0.418096027902965
"21",2524,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1988,45151,1.04624101834559,-0.12563116490129,28,0.354575314173078,0.368665738692027,0.401578080427523,0.454066236971216,0.499645628866425,127338.25,2,-0.0816886745117266,0.552676970739199,0.354575314173078,140,5.25,0.190363637,17.35000038,0.4,-0.12563116490129,0.0668002507212059,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,1.04624101834559,0.201978423290638,0.9291934780365,1158058.22382211,1211608.01539513,0.418478308473984
"22",2629,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1989,45273.25,1.04867995261008,-0.138522347726208,27,0.355535355637446,0.354575314173078,0.368665738692027,0.401578080427523,0.454066236971216,127338.25,2,-0.0816886745117266,0.552676970739199,0.355535355637446,140,5.25,0.190363637,17.35000038,0.4,-0.138522347726208,0.0668439751391728,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,1.04867995261008,0.201978423290638,0.929542451284845,1158058.22382211,1214432.44327749,0.419453839988797
"23",2734,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1990,43315,1.0512023900907,-0.165035415800123,26,0.340157022732761,0.355535355637446,0.354575314173078,0.368665738692027,0.401578080427523,127338.25,2,-0.0816886745117266,0.552676970739199,0.340157022732761,140,5.25,0.190363637,17.35000038,0.4,-0.165035415800123,0.0670415869301904,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,1.0512023900907,0.201978423290638,0.887201977578675,1158058.22382211,1217353.57274599,0.420462771345539
"24",2839,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1991,38213,1.05533951114079,-0.225004071297773,25,0.300090506976498,0.340157022732761,0.355535355637446,0.354575314173078,0.368665738692027,127338.25,2,-0.0816886745117266,0.552676970739199,0.300090506976498,140,5.25,0.190363637,17.35000038,0.4,-0.225004071297773,0.0676063583133546,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,1.05533951114079,0.201978423290638,0.77963164435873,1158058.22382211,1222144.59980099,0.42211754819775
"25",2944,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1992,48709,1.05943725674124,-0.145102804600213,24,0.382516643663628,0.300090506976498,0.340157022732761,0.355535355637446,0.354575314173078,127338.25,2,-0.0816886745117266,0.552676970739199,0.382516643663628,140,5.25,0.190363637,17.35000038,0.4,-0.145102804600213,0.0681530607173094,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,1.05943725674124,0.201978423290638,0.989930019032071,1158058.22382211,1226890.02779273,0.423756575551263
"26",3049,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1993,60331,1.0586783222761,-0.0337881059729117,23,0.473785370852827,0.382516643663628,0.300090506976498,0.340157022732761,0.355535355637446,127338.25,2,-0.0816886745117266,0.552676970739199,0.473785370852827,140,5.25,0.190363637,17.35000038,0.4,-0.0337881059729117,0.0687196805231971,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,1.0586783222761,0.201978423290638,1.22700695817681,1158058.22382211,1226011.13749403,0.423453014893972
"27",3154,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1994,73993,1.04753406536729,0.107950297230697,22,0.581074421864601,0.473785370852827,0.382516643663628,0.300090506976498,0.340157022732761,127338.25,2,-0.0816886745117266,0.552676970739199,0.581074421864601,140,5.25,0.190363637,17.35000038,0.4,0.107950297230697,0.0701645535050487,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,1.04753406536729,0.201978423290638,1.5208731859499,1158058.22382211,1213105.43913239,0.418995504914317
"28",3259,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1995,63628.75,1.03347268322043,0.034648513560251,21,0.499682931091012,0.581074421864601,0.473785370852827,0.382516643663628,0.300090506976498,127338.25,2,-0.0816886745117266,0.552676970739199,0.499682931091012,140,5.25,0.190363637,17.35000038,0.4,0.034648513560251,0.0707003552875668,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,1.03347268322043,0.201978423290638,1.32563789915956,1158058.22382211,1196821.53989891,0.413371195302627
"29",3364,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1996,61147.5,1.01943731839923,-0.0152775115792618,20,0.480197426931813,0.499682931091012,0.581074421864601,0.473785370852827,0.382516643663628,127338.25,2,-0.0816886745117266,0.552676970739199,0.480197426931813,140,5.25,0.190363637,17.35000038,0.4,-0.0152775115792618,0.0694124511737007,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,1.01943731839923,0.201978423290638,1.29148301864302,1158058.22382211,1180567.77024338,0.40775729217113
"30",3469,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1997,83959.25,1.00541851070237,0.17323277833772,19,0.659340378872805,0.480197426931813,0.499682931091012,0.581074421864601,0.473785370852827,127338.25,2,-0.0816886745117266,0.552676970739199,0.659340378872805,140,5.25,0.190363637,17.35000038,0.4,0.17323277833772,0.0721232594946437,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,1.00541851070237,0.201978423290638,1.79801038490796,1158058.22382211,1164333.17470186,0.402150011602951
"31",3574,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1998,74161,0.982013261844491,0.0877269260919733,18,0.582393742649989,0.659340378872805,0.480197426931813,0.499682931091012,0.581074421864601,127338.25,2,-0.0816886745117266,0.552676970739199,0.582393742649989,140,5.25,0.190363637,17.35000038,0.4,0.0877269260919733,0.0713272109098006,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,0.982013261844491,0.201978423290638,1.62603072084371,1158058.22382211,1137228.53378139,0.392788316945875
"32",3679,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1999,100688,0.949846370028195,0.332221997752354,17,0.790712924042854,0.582393742649989,0.659340378872805,0.480197426931813,0.499682931091012,127338.25,2,-0.0816886745117266,0.552676970739199,0.790712924042854,140,5.25,0.190363637,17.35000038,0.4,0.332221997752354,0.0771410721579781,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,0.949846370028195,0.201978423290638,2.28241634714765,1158058.22382211,1099977.40017873,0.379922116672601
"33",3784,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",2000,66431.5,0.926355467183361,0.0437214731113809,16,0.521693206872248,0.790712924042854,0.582393742649989,0.659340378872805,0.480197426931813,127338.25,2,-0.0816886745117266,0.552676970739199,0.521693206872248,140,5.25,0.190363637,17.35000038,0.4,0.0437214731113809,0.0825267020993982,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,0.926355467183361,0.201978423290638,1.54406973984341,1158058.22382211,1072773.56695426,0.370526161902468
"34",3889,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",2001,69803.5,0.906672843231855,-0.000833702881296805,15,0.548173859778974,0.521693206872248,0.790712924042854,0.582393742649989,0.659340378872805,127338.25,2,-0.0816886745117266,0.552676970739199,0.548173859778974,140,5.25,0.190363637,17.35000038,0.4,-0.000833702881296805,0.079939319951477,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,0.906672843231855,0.201978423290638,1.65766631831313,1158058.22382211,1049979.94242082,0.362653452810465
"35",3994,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",2002,90103,0.886896452598103,0.184318842257271,14,0.707587861463464,0.548173859778974,0.521693206872248,0.790712924042854,0.582393742649989,127338.25,2,-0.0816886745117266,0.552676970739199,0.707587861463464,140,5.25,0.190363637,17.35000038,0.4,0.184318842257271,0.0819330858427195,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,0.886896452598103,0.201978423290638,2.18744355595844,1158058.22382211,1027077.73060989,0.354743238667628
"36",4099,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",2003,68275,0.86700320779432,-0.0359742743209726,13,0.536170396561913,0.707587861463464,0.548173859778974,0.521693206872248,0.790712924042854,127338.25,2,-0.0816886745117266,0.552676970739199,0.536170396561913,140,5.25,0.190363637,17.35000038,0.4,-0.0359742743209726,0.0811930244497632,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,0.86700320779432,0.201978423290638,1.69555361298336,1158058.22382211,1004040.19486636,0.346786284878232
"37",4204,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",2004,69377,0.847350552128473,-0.0287284032012596,12,0.544824512666069,0.536170396561913,0.707587861463464,0.548173859778974,0.521693206872248,127338.25,2,-0.0816886745117266,0.552676970739199,0.544824512666069,140,5.25,0.190363637,17.35000038,0.4,-0.0287284032012596,0.0744945044241497,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,0.847350552128473,0.201978423290638,1.76288069328944,1158058.22382211,981281.275352583,0.338925562582073
"38",4309,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",2005,52999.25,0.828521760911004,-0.201602258347356,11,0.416208405565492,0.544824512666069,0.536170396561913,0.707587861463464,0.548173859778974,127338.25,2,-0.0816886745117266,0.552676970739199,0.416208405565492,140,5.25,0.190363637,17.35000038,0.4,-0.201602258347356,0.0762522622518396,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,0.828521760911004,0.201978423290638,1.37732467006008,1158058.22382211,959476.438838563,0.331394371813281
"39",4414,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",2006,50630.75,0.823184937597761,-0.287688049614989,10,0.397608338421488,0.416208405565492,0.544824512666069,0.536170396561913,0.707587861463464,127338.25,2,-0.0816886745117266,0.552676970739199,0.397608338421488,140,5.25,0.190363637,17.35000038,0.4,-0.287688049614989,0.0743563877793374,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,0.823184937597761,0.201978423290638,1.32430331926431,1158058.22382211,953296.086711577,0.329259734809389
"40",4519,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",2007,78033.75,0.817798107368541,-0.032705828012435,9,0.612806835338164,0.397608338421488,0.416208405565492,0.544824512666069,0.536170396561913,127338.25,2,-0.0816886745117266,0.552676970739199,0.612806835338164,140,5.25,0.190363637,17.35000038,0.4,-0.032705828012435,0.0759065022506293,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,0.817798107368541,0.201978423290638,2.05450356367036,1158058.22382211,947057.823664295,0.327105095904172
"41",4624,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",2008,52308.25,0.812975679089221,-0.252109987476001,8,0.41078191352559,0.612806835338164,0.397608338421488,0.416208405565492,0.544824512666069,127338.25,2,-0.0816886745117266,0.552676970739199,0.41078191352559,140,5.25,0.190363637,17.35000038,0.4,-0.252109987476001,0.0797443244934375,"M1",1,TRUE,"Medium",1,"Japan-4",46443.9851885782,0.188005801001991,0.0401033174788148,2895270.77236896,0.104119958503368,0.352797320184953,0.249857202743949,0.812975679089221,0.201978423290638,1.38536164414689,1158058.22382211,941473.170936636,0.325176208015359
