"","X","IdOrig","Fishery","SciName","CommName","SpeciesCat","SpeciesCatName","Res1","year","catch","BvBmsy","LogBvBmsy","YearsBack","ScaledCatch","ScaledCatch1Back","ScaledCatch2Back","ScaledCatch3Back","ScaledCatch4Back","MaxCatch","TimeToMaxCatch","InitialScaledCatchSlope","MeanScaledCatch","CatchToRollingMax","MaxLength","AgeMat","VonBertK","Temp","b_to_k_ratio","regression_LogBvBmsy","BvBmsySD","model","model_number","model_worked","Res","Value","id","MSY","phi","g","k","MSYLogSd","gLogSd","KLogSd","CatchMSYBvBmsy","CatchMSYBvBmsy_LogSd","FvFmsy","BMSY","Biomass","B_over_K"
"11",1474,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1978,87672,1.17926240340376,0.410122383219806,38,0.688496975574896,0.424279429001105,0.840839260787705,0.540772313110947,0.763030746849435,127338.25,2,-0.0816886745117266,0.552676970739199,0.688496975574896,140,5.25,0.190363637,17.35000038,0.4,0.410122383219806,0.100046551241984,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,1.17926240340376,0.201444765838634,1.62861969079379,1214576.43887786,1432304.33042868,0.471684561367829
"12",1579,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1979,66821,1.16179018951941,0.265198653946205,37,0.524751989288372,0.688496975574896,0.424279429001105,0.840839260787705,0.540772313110947,127338.25,2,-0.0816886745117266,0.552676970739199,0.524751989288372,140,5.25,0.190363637,17.35000038,0.4,0.265198653946205,0.0975034362852497,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,1.16179018951941,0.201444765838634,1.25995340948062,1214576.43887786,1411082.99110972,0.46469597806493
"13",1684,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1980,69676.25,1.14200217998528,0.211807264930924,36,0.547174552815042,0.524751989288372,0.688496975574896,0.424279429001105,0.840839260787705,127338.25,2,-0.0816886745117266,0.552676970739199,0.547174552815042,140,5.25,0.190363637,17.35000038,0.4,0.211807264930924,0.0907019611293743,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,1.14200217998528,0.201444765838634,1.33655568043319,1214576.43887786,1387048.94095728,0.456781116562939
"14",1789,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1981,64085,1.12477231903258,0.200566330810999,35,0.50326590792633,0.547174552815042,0.524751989288372,0.688496975574896,0.424279429001105,127338.25,2,-0.0816886745117266,0.552676970739199,0.50326590792633,140,5.25,0.190363637,17.35000038,0.4,0.200566330810999,0.0763995668285914,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,1.12477231903258,0.201444765838634,1.24813335437256,1214576.43887786,1366121.95779898,0.449889470240248
"15",1894,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1982,70043,1.10519645735813,0.199618337842826,34,0.550054677208144,0.50326590792633,0.547174552815042,0.524751989288372,0.688496975574896,127338.25,2,-0.0816886745117266,0.552676970739199,0.550054677208144,140,5.25,0.190363637,17.35000038,0.4,0.199618337842826,0.0692635989890819,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,1.10519645735813,0.201444765838634,1.38833564796379,1214576.43887786,1342345.57743846,0.442059464212192
"16",1999,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1983,51512.5,1.09048288734277,0.0390254637337508,33,0.404532809269799,0.550054677208144,0.50326590792633,0.547174552815042,0.524751989288372,127338.25,2,-0.0816886745117266,0.552676970739199,0.404532809269799,140,5.25,0.190363637,17.35000038,0.4,0.0390254637337508,0.0688942801112334,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,1.09048288734277,0.201444765838634,1.03481566171309,1214576.43887786,1324474.82196603,0.436174290735266
"17",2104,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1984,63624,1.07621902258799,0.110785252438807,32,0.499645628866425,0.404532809269799,0.550054677208144,0.50326590792633,0.547174552815042,127338.25,2,-0.0816886745117266,0.552676970739199,0.499645628866425,140,5.25,0.190363637,17.35000038,0.4,0.110785252438807,0.0695179352119198,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,1.07621902258799,0.201444765838634,1.29505891412862,1214576.43887786,1307150.26790753,0.430468991583143
"18",2209,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1985,57820,1.06695491161369,0.0605036649938064,31,0.454066236971216,0.499645628866425,0.404532809269799,0.550054677208144,0.50326590792633,127338.25,2,-0.0816886745117266,0.552676970739199,0.454066236971216,140,5.25,0.190363637,17.35000038,0.4,0.0605036649938064,0.0695054661955916,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,1.06695491161369,0.201444765838634,1.18713809210384,1214576.43887786,1295898.296991,0.426763507452756
"19",2314,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1986,51136.25,1.05771484741023,-0.0291938083137464,30,0.401578080427523,0.454066236971216,0.499645628866425,0.404532809269799,0.550054677208144,127338.25,2,-0.0816886745117266,0.552676970739199,0.401578080427523,140,5.25,0.190363637,17.35000038,0.4,-0.0291938083137464,0.0692850163399588,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,1.05771484741023,0.201444765838634,1.05908177844653,1214576.43887786,1284675.53271575,0.423067641614719
"20",2419,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1987,46945.25,1.05419322767945,-0.0733487045719485,29,0.368665738692027,0.401578080427523,0.454066236971216,0.499645628866425,0.404532809269799,127338.25,2,-0.0816886745117266,0.552676970739199,0.368665738692027,140,5.25,0.190363637,17.35000038,0.4,-0.0733487045719485,0.0681759043393512,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,1.05419322767945,0.201444765838634,0.975530055934484,1214576.43887786,1280398.25636407,0.42165905464271
"21",2524,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1988,45151,1.05424121242175,-0.12563116490129,28,0.354575314173078,0.368665738692027,0.401578080427523,0.454066236971216,0.499645628866425,127338.25,2,-0.0816886745117266,0.552676970739199,0.354575314173078,140,5.25,0.190363637,17.35000038,0.4,-0.12563116490129,0.0668002507212059,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,1.05424121242175,0.201444765838634,0.938202539230248,1214576.43887786,1280456.53750149,0.421678247709546
"22",2629,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1989,45273.25,1.0556983096956,-0.138522347726208,27,0.355535355637446,0.354575314173078,0.368665738692027,0.401578080427523,0.454066236971216,127338.25,2,-0.0816886745117266,0.552676970739199,0.355535355637446,140,5.25,0.190363637,17.35000038,0.4,-0.138522347726208,0.0668439751391728,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,1.0556983096956,0.201444765838634,0.939444365581697,1214576.43887786,1282226.29351946,0.42226106141284
"23",2734,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1990,43315,1.05723958232981,-0.165035415800123,26,0.340157022732761,0.355535355637446,0.354575314173078,0.368665738692027,0.401578080427523,127338.25,2,-0.0816886745117266,0.552676970739199,0.340157022732761,140,5.25,0.190363637,17.35000038,0.4,-0.165035415800123,0.0670415869301904,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,1.05723958232981,0.201444765838634,0.897499312343146,1214576.43887786,1284098.28694686,0.422877543804137
"24",2839,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1991,38213,1.06031727975416,-0.225004071297773,25,0.300090506976498,0.340157022732761,0.355535355637446,0.354575314173078,0.368665738692027,127338.25,2,-0.0816886745117266,0.552676970739199,0.300090506976498,140,5.25,0.190363637,17.35000038,0.4,-0.225004071297773,0.0676063583133546,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,1.06031727975416,0.201444765838634,0.789486149841024,1214576.43887786,1287836.38572446,0.424108569532961
"25",2944,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1992,48709,1.06336503313476,-0.145102804600213,24,0.382516643663628,0.300090506976498,0.340157022732761,0.355535355637446,0.354575314173078,127338.25,2,-0.0816886745117266,0.552676970739199,0.382516643663628,140,5.25,0.190363637,17.35000038,0.4,-0.145102804600213,0.0681530607173094,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,1.06336503313476,0.201444765838634,1.00345074229655,1214576.43887786,1291538.11517205,0.425327618162289
"26",3049,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1993,60331,1.0618146441297,-0.0337881059729117,23,0.473785370852827,0.382516643663628,0.300090506976498,0.340157022732761,0.355535355637446,127338.25,2,-0.0816886745117266,0.552676970739199,0.473785370852827,140,5.25,0.190363637,17.35000038,0.4,-0.0337881059729117,0.0687196805231971,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,1.0618146441297,0.201444765838634,1.24468952158327,1214576.43887786,1289655.04921541,0.424707489380355
"27",3154,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1994,73993,1.05041895835943,0.107950297230697,22,0.581074421864601,0.473785370852827,0.382516643663628,0.300090506976498,0.340157022732761,127338.25,2,-0.0816886745117266,0.552676970739199,0.581074421864601,140,5.25,0.190363637,17.35000038,0.4,0.107950297230697,0.0701645535050487,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,1.05041895835943,0.201444765838634,1.54311148858589,1214576.43887786,1275814.11777399,0.420149412205574
"28",3259,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1995,63628.75,1.03625840457047,0.034648513560251,21,0.499682931091012,0.581074421864601,0.473785370852827,0.382516643663628,0.300090506976498,127338.25,2,-0.0816886745117266,0.552676970739199,0.499682931091012,140,5.25,0.190363637,17.35000038,0.4,0.034648513560251,0.0707003552875668,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,1.03625840457047,0.201444765838634,1.3450999167582,1214576.43887786,1258615.04278045,0.414485435652609
"29",3364,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1996,61147.5,1.02212423587861,-0.0152775115792618,20,0.480197426931813,0.499682931091012,0.581074421864601,0.473785370852827,0.382516643663628,127338.25,2,-0.0816886745117266,0.552676970739199,0.480197426931813,140,5.25,0.190363637,17.35000038,0.4,-0.0152775115792618,0.0694124511737007,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,1.02212423587861,0.201444765838634,1.31052177038672,1214576.43887786,1241448.0145042,0.40883201268205
"30",3469,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1997,83959.25,1.00800747184495,0.17323277833772,19,0.659340378872805,0.480197426931813,0.499682931091012,0.581074421864601,0.473785370852827,127338.25,2,-0.0816886745117266,0.552676970739199,0.659340378872805,140,5.25,0.190363637,17.35000038,0.4,0.17323277833772,0.0721232594946437,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,1.00800747184495,0.201444765838634,1.82462667330342,1214576.43887786,1224302.12551571,0.403185551273688
"31",3574,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1998,74161,0.984987427854433,0.0877269260919733,18,0.582393742649989,0.659340378872805,0.480197426931813,0.499682931091012,0.581074421864601,127338.25,2,-0.0816886745117266,0.552676970739199,0.582393742649989,140,5.25,0.190363637,17.35000038,0.4,0.0877269260919733,0.0713272109098006,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,0.984987427854433,0.201444765838634,1.64935488163126,1214576.43887786,1196342.5224629,0.393977931899922
"32",3679,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",1999,100688,0.953660554583221,0.332221997752354,17,0.790712924042854,0.582393742649989,0.659340378872805,0.480197426931813,0.499682931091012,127338.25,2,-0.0816886745117266,0.552676970739199,0.790712924042854,140,5.25,0.190363637,17.35000038,0.4,0.332221997752354,0.0771410721579781,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,0.953660554583221,0.201444765838634,2.31288007592212,1214576.43887786,1158293.64028397,0.381447724513248
"33",3784,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",2000,66431.5,0.930572652646139,0.0437214731113809,16,0.521693206872248,0.790712924042854,0.582393742649989,0.659340378872805,0.480197426931813,127338.25,2,-0.0816886745117266,0.552676970739199,0.521693206872248,140,5.25,0.190363637,17.35000038,0.4,0.0437214731113809,0.0825267020993982,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,0.930572652646139,0.201444765838634,1.56384243474011,1214576.43887786,1130251.61856807,0.372212963134726
"34",3889,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",2001,69803.5,0.911104809947274,-0.000833702881296805,15,0.548173859778974,0.521693206872248,0.790712924042854,0.582393742649989,0.659340378872805,127338.25,2,-0.0816886745117266,0.552676970739199,0.548173859778974,140,5.25,0.190363637,17.35000038,0.4,-0.000833702881296805,0.079939319951477,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,0.911104809947274,0.201444765838634,1.67833279104854,1214576.43887786,1106606.43551025,0.36442616282829
"35",3994,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",2002,90103,0.891555558230936,0.184318842257271,14,0.707587861463464,0.548173859778974,0.521693206872248,0.790712924042854,0.582393742649989,127338.25,2,-0.0816886745117266,0.552676970739199,0.707587861463464,140,5.25,0.190363637,17.35000038,0.4,0.184318842257271,0.0819330858427195,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,0.891555558230936,0.201444765838634,2.21391049731863,1214576.43887786,1082862.37497789,0.356606800323156
"36",4099,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",2003,68275,0.871904206464218,-0.0359742743209726,13,0.536170396561913,0.707587861463464,0.548173859778974,0.521693206872248,0.790712924042854,127338.25,2,-0.0816886745117266,0.552676970739199,0.536170396561913,140,5.25,0.190363637,17.35000038,0.4,-0.0359742743209726,0.0811930244497632,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,0.871904206464218,0.201444765838634,1.71538716453251,1214576.43887786,1058994.30612994,0.348746599564092
"37",4204,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",2004,69377,0.852491010200166,-0.0287284032012596,12,0.544824512666069,0.536170396561913,0.707587861463464,0.548173859778974,0.521693206872248,127338.25,2,-0.0816886745117266,0.552676970739199,0.544824512666069,140,5.25,0.190363637,17.35000038,0.4,-0.0287284032012596,0.0744945044241497,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,0.852491010200166,0.201444765838634,1.78276840390021,1214576.43887786,1035415.49534431,0.340981656886257
"38",4309,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",2005,52999.25,0.833870009941396,-0.201602258347356,11,0.416208405565492,0.544824512666069,0.536170396561913,0.707587861463464,0.548173859778974,127338.25,2,-0.0816886745117266,0.552676970739199,0.416208405565492,140,5.25,0.190363637,17.35000038,0.4,-0.201602258347356,0.0762522622518396,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,0.833870009941396,0.201444765838634,1.39232489780542,1214576.43887786,1012798.86716167,0.33353357890638
"39",4414,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",2006,50630.75,0.828053352454784,-0.287688049614989,10,0.397608338421488,0.416208405565492,0.544824512666069,0.536170396561913,0.707587861463464,127338.25,2,-0.0816886745117266,0.552676970739199,0.397608338421488,140,5.25,0.190363637,17.35000038,0.4,-0.287688049614989,0.0743563877793374,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,0.828053352454784,0.201444765838634,1.33944615877632,1214576.43887786,1005734.0920254,0.331207016533764
"40",4519,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",2007,78033.75,0.822186999747875,-0.032705828012435,9,0.612806835338164,0.397608338421488,0.416208405565492,0.544824512666069,0.536170396561913,127338.25,2,-0.0816886745117266,0.552676970739199,0.612806835338164,140,5.25,0.190363637,17.35000038,0.4,-0.032705828012435,0.0759065022506293,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,0.822186999747875,0.201444765838634,2.07912735583017,1214576.43887786,998608.958245445,0.328860576932705
"41",4624,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","3",2008,52308.25,0.816853728416565,-0.252109987476001,8,0.41078191352559,0.612806835338164,0.397608338421488,0.416208405565492,0.544824512666069,127338.25,2,-0.0816886745117266,0.552676970739199,0.41078191352559,140,5.25,0.190363637,17.35000038,0.4,-0.252109987476001,0.0797443244934375,"M1",1,TRUE,"Medium",1,"Japan-4",45648.9486627012,0.188005801001991,0.0375826279887466,3036572.42093142,0.102123468711897,0.330167066478091,0.229240832729024,0.816853728416565,0.201444765838634,1.40279792649954,1214576.43887786,992131.292544293,0.32672736066014
