"Fishery","Country","Species","Scientific.x","Time","N","phi_lower","phi_expected","phi_upper","g_lower","g_expected","g_upper","K_lower","K_expected","K_upper","b0_lower","b0_expected","b0_upper","f0_total_lower","f0_total_expected","f0_total_upper","theta_domestic","theta_legal1_lower","theta_legal1_expected","theta_legal1_upper","theta_legal2_lower","theta_legal2_expected","theta_legal2_upper","p1_lower","p1_expected","p1_upper","p2_lower","p2_expected","p2_upper","beta_lower","beta_expected","beta_upper","c1_lower","c1_expected","c1_upper","c2_lower","c2_expected","c2_upper","disc_lower","disc_expected","disc_upper","gamma_p1","gamma_p2","gamma_c1","gamma_c2","lambda","split"
"Japanese seabream sea_of_japan_west_east_china_sea_stock","Japan","Japanese seabream","Pagrus major",50,1,0.188,0.188,0.188,0.03616330708256,0.03616330708256,0.03616330708256,447782.172680877,447782.172680877,447782.172680877,0.542653401560214,0.542653401560214,0.542653401560214,1.91753119118969,1.91753119118969,1.91753119118969,1,1,1,1,0,0,0,6485.756246,7280.53778176923,8576.867225,6485.756246,7280.53778176923,8576.867225,1,1.3,1.5,580841204.66249,1518951074.5414,3144594855.25306,580841204.66249,1518951074.5414,3144594855.25306,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Japanese seabream seto_inland_sea_central_west_stock","Japan","Japanese seabream","Pagrus major",50,1,0.188,0.188,0.188,0.036371975127517,0.036371975127517,0.036371975127517,156109.214872799,156109.214872799,156109.214872799,0.732720899651488,0.732720899651488,0.732720899651488,1.39710472586929,1.39710472586929,1.39710472586929,1,1,1,1,0,0,0,6648.017229,7531.74304846154,8435.316373,6648.017229,7531.74304846154,8435.316373,1,1.3,1.5,207563350.016006,546874832.310065,1075102212.23562,207563350.016006,546874832.310065,1075102212.23562,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Japanese seabream seto_inland_sea_east_stock","Japan","Japanese seabream","Pagrus major",50,1,0.188,0.188,0.188,0.0415639335714223,0.0415639335714223,0.0415639335714223,49583.2886307922,49583.2886307922,49583.2886307922,0.989490220901061,0.989490220901061,0.989490220901061,1.96031108523905,1.96031108523905,1.96031108523905,1,1,1,1,0,0,0,6491.916805,8718.26216038461,10990.15111,6491.916805,8718.26216038461,10990.15111,1,1.3,1.5,64378116.9418811,193172022.898188,416182633.396434,64378116.9418811,193172022.898188,416182633.396434,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Japanese Spanish mackerel east_china_sea_stock","Japan","Japanese Spanish mackerel","Scomberomorus niphonius",50,1,0.188,0.188,0.188,0.0455942970362084,0.0455942970362084,0.0455942970362084,483342.901351221,483342.901351221,483342.901351221,1.66932103841018,1.66932103841018,1.66932103841018,1.02451990774277,1.02451990774277,1.02451990774277,1,1,1,1,0,0,0,3934.015194,4994.72383284615,6333.641303,3934.015194,4994.72383284615,6333.641303,1,1.3,1.5,380295663.565549,1049270917.49534,2232321949.72096,380295663.565549,1049270917.49534,2232321949.72096,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Japanese Spanish mackerel seto_inland_sea_stock","Japan","Japanese Spanish mackerel","Scomberomorus niphonius",50,1,0.188,0.188,0.188,0.0371675455449719,0.0371675455449719,0.0371675455449719,133268.015759127,133268.015759127,133268.015759127,0.803584785550035,0.803584785550035,0.803584785550035,2.95765272577717,2.95765272577717,2.95765272577717,1,1,1,1,0,0,0,6538.727523,7809.13952069231,8913.848558,6538.727523,7809.13952069231,8913.848558,1,1.3,1.5,174280648.51596,480921194.359656,959428300.160432,174280648.51596,480921194.359656,959428300.160432,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Japanese spiny lobster single_stock","Japan","Japanese spiny lobster","Panulirus japonicus",50,1,0.188,0.188,0.188,0.0400278919716004,0.0400278919716004,0.0400278919716004,62245.2782877021,62245.2782877021,62245.2782877021,0.559490889711134,0.559490889711134,0.559490889711134,2.11173186509001,2.11173186509001,2.11173186509001,1,1,1,1,0,0,0,31078.49133,35344.3792423077,40283.04767,31078.49133,35344.3792423077,40283.04767,1,1.3,1.5,386897868.319557,994287372.174333,1951419572.63621,386897868.319557,994287372.174333,1951419572.63621,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Largehead hairtail single_stock","Japan","Largehead hairtail","Trichiurus lepturus",50,1,0.188,0.188,0.188,0.0358616124737684,0.0358616124737684,0.0358616124737684,1135617.68756726,1135617.68756726,1135617.68756726,0.662189730186687,0.662189730186687,0.662189730186687,0.642897995505253,0.642897995505253,0.642897995505253,1,1,1,1,0,0,0,4847.553449,5582.785862,6875.111029,4847.553449,5582.785862,6875.111029,1,1.3,1.5,1100993487.62242,2961339109.36584,6419485772.37577,1100993487.62242,2961339109.36584,6419485772.37577,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Lizardfishes nei single_stock","Japan","Lizardfishes nei","Synodontidae",50,1,0.188,0.188,0.188,0.0371857672177661,0.0371857672177661,0.0371857672177661,581880.391089319,581880.391089319,581880.391089319,0.487974450982445,0.487974450982445,0.487974450982445,1.00557557781569,1.00557557781569,1.00557557781569,1,1,1,1,0,0,0,1792.60738,2377.964562,2946.783012,1792.60738,2377.964562,2946.783012,1,1.3,1.5,208616616.6688,639322581.455085,1384512207.50098,208616616.6688,639322581.455085,1384512207.50098,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Mackerels nei pacific_stock","Japan","Mackerels nei","Scombridae",50,1,0.188,0.188,0.188,0.0338844831529965,0.0338844831529965,0.0338844831529965,25019749.5155438,25019749.5155438,25019749.5155438,0.431709656578101,0.431709656578101,0.431709656578101,2.85662770110408,2.85662770110408,2.85662770110408,1,1,1,1,0,0,0,1206.15204,1557.57894346154,1948.811925,1206.15204,1557.57894346154,1948.811925,1,1.3,1.5,6035524383.69242,18515128614.8531,41243521159.1947,6035524383.69242,18515128614.8531,41243521159.1947,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Mackerels nei tsushima_current_stock","Japan","Mackerels nei","Scombridae",50,1,0.188,0.188,0.188,0.034235962300698,0.034235962300698,0.034235962300698,19028360.2143976,19028360.2143976,19028360.2143976,0.342540852964428,0.342540852964428,0.342540852964428,1.55753076549007,1.55753076549007,1.55753076549007,1,1,1,1,0,0,0,1363.551844,1940.92167015385,2253.171783,1363.551844,1940.92167015385,2253.171783,1,1.3,1.5,5189231131.72761,17492769731.2255,36079264967.8855,5189231131.72761,17492769731.2255,36079264967.8855,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Neon flying squid single_stock","Japan","Neon flying squid","Ommastrephes bartrami",50,1,0.188,0.188,0.188,0.0426058232347407,0.0426058232347407,0.0426058232347407,1312382.05315609,1312382.05315609,1312382.05315609,1.1054228378888,1.1054228378888,1.1054228378888,0.118225496686723,0.118225496686723,0.118225496686723,1,1,1,1,0,0,0,2355.049608,3819.75293853846,5366.554491,2355.049608,3819.75293853846,5366.554491,1,1.3,1.5,618144967.966296,2223559914.30217,5312814206.7385,618144967.966296,2223559914.30217,5312814206.7385,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Octopuses nei single_stock","Japan","Octopuses nei","Octopus spp",50,1,0.188,0.188,0.188,0.0419970922487061,0.0419970922487061,0.0419970922487061,2565131.38503272,2565131.38503272,2565131.38503272,1.41142300285852,1.41142300285852,1.41142300285852,0.533348892349696,0.533348892349696,0.533348892349696,1,1,1,1,0,0,0,5350.37039,6170.13332069231,6975.607642,5350.37039,6170.13332069231,6975.607642,1,1.3,1.5,2744880601.78776,7050702071.6375,13595191551.5396,2744880601.78776,7050702071.6375,13595191551.5396,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Okhotsk atka mackerel hokkaido_north","Japan","Okhotsk atka mackerel","Pleurogrammus azonus",50,1,0.188,0.188,0.188,0.039442482842936,0.039442482842936,0.039442482842936,7839769.32291439,7839769.32291439,7839769.32291439,0.432009191148409,0.432009191148409,0.432009191148409,0.320271527918229,0.320271527918229,0.320271527918229,1,1,1,1,0,0,0,1820.931512,3587.47740676923,4676.072759,1820.931512,3587.47740676923,4676.072759,1,1.3,1.5,2855136601.38114,12767243848.6397,28741253458.8049,2855136601.38114,12767243848.6397,28741253458.8049,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Pacific bluefin tuna single_stock_exc_sbf_inc_sml","Japan","Pacific bluefin tuna","Thunnus orientalis",50,1,0.188,0.188,0.188,0.0399807805500174,0.0399807805500174,0.0399807805500174,322976.779497555,322976.779497555,322976.779497555,0.932836557749595,0.932836557749595,0.932836557749595,1.56654824387053,1.56654824387053,1.56654824387053,0.6,1,1,1,0,0,0,12944.51871,15285.8823861538,17270.71082,12944.51871,15285.8823861538,17270.71082,1,1.3,1.5,836155793.020331,2232031918.6709,4343693378.18714,836155793.020331,2232031918.6709,4343693378.18714,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Pacific cod hokkaido","Japan","Pacific cod","Gadus macrocephalus",50,1,0.188,0.188,0.188,0.0310053008623524,0.0310053008623524,0.0310053008623524,2269517.0347051,2269517.0347051,2269517.0347051,0.319672474943966,0.319672474943966,0.319672474943966,2.34235954319679,2.34235954319679,2.34235954319679,1,1,1,1,0,0,0,1693.090834,2563.52001861538,3073.733156,1693.090834,2563.52001861538,3073.733156,1,1.3,1.5,768499697.813212,2838790499.43849,6168575954.79022,768499697.813212,2838790499.43849,6168575954.79022,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Pacific cod pacific_north_stock","Japan","Pacific cod","Gadus macrocephalus",50,1,0.188,0.188,0.188,0.0326997612938653,0.0326997612938653,0.0326997612938653,2785296.80514673,2785296.80514673,2785296.80514673,0.135385840582341,0.135385840582341,0.135385840582341,4.94014157743864,4.94014157743864,4.94014157743864,1,1,1,1,0,0,0,3087.926913,3836.89510661538,5387.253453,3087.926913,3836.89510661538,5387.253453,1,1.3,1.5,1720158593.0611,5131945089.68291,12920219174.3283,1720158593.0611,5131945089.68291,12920219174.3283,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Pacific cod sea_of_japan_stock","Japan","Pacific cod","Gadus macrocephalus",50,1,0.188,0.188,0.188,0.0315422650504485,0.0315422650504485,0.0315422650504485,384840.735087355,384840.735087355,384840.735087355,0.246568044717495,0.246568044717495,0.246568044717495,3.65850300102364,3.65850300102364,3.65850300102364,1,1,1,1,0,0,0,3412.857788,4057.08421392308,5520.591059,3412.857788,4057.08421392308,5520.591059,1,1.3,1.5,262681339.976505,757916153.088326,1862616551.16935,262681339.976505,757916153.088326,1862616551.16935,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Pacific herring single_stock","Japan","Pacific herring","Clupea pallasii",50,1,0.188,0.188,0.188,0.0303285622394199,0.0303285622394199,0.0303285622394199,1065436.29969058,1065436.29969058,1065436.29969058,0.552277350553577,0.552277350553577,0.552277350553577,0.663040365213248,0.663040365213248,0.663040365213248,1,1,1,1,0,0,0,3105.010725,4838.31246792308,5777.602197,3105.010725,4838.31246792308,5777.602197,1,1.3,1.5,661638227.468712,2531977388.89716,5503671411.54434,661638227.468712,2531977388.89716,5503671411.54434,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Pacific ocean perch single_stock","Japan","Pacific ocean perch","Sebastes alutus",50,1,0.188,0.188,0.188,0.0349801105950739,0.0349801105950739,0.0349801105950739,1048980.69450077,1048980.69450077,1048980.69450077,0.682743543125737,0.682743543125737,0.682743543125737,0.0718499102170608,0.0718499102170608,0.0718499102170608,1,1,1,1,0,0,0,10676.42223,13504.74934,14758.91127,10676.42223,13504.74934,14758.91127,1,1.3,1.5,2239872161.12176,6666557629.51425,12888860140.1366,2239872161.12176,6666557629.51425,12888860140.1366,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Pacific salmons nei single_stock","Japan","Pacific salmons nei","Oncorhynchus spp",50,1,0.188,0.188,0.188,0.0426082400818054,0.0426082400818054,0.0426082400818054,7708406.54394607,7708406.54394607,7708406.54394607,1.25217415152832,1.25217415152832,1.25217415152832,0.825972167650542,0.825972167650542,0.825972167650542,0.6,1,1,1,0,0,0,3644.680525,4589.53738907692,5358.323245,3644.680525,4589.53738907692,5358.323245,1,1.3,1.5,5618935841.90057,15692040228.0972,31156596181.3478,5618935841.90057,15692040228.0972,31156596181.3478,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Pacific saury single_stock","Japan","Pacific saury","Cololabis saira",50,1,0.188,0.188,0.188,0.0362081659825472,0.0362081659825472,0.0362081659825472,13934025.4960098,13934025.4960098,13934025.4960098,0.484048978333671,0.484048978333671,0.484048978333671,1.13574334350233,1.13574334350233,1.13574334350233,0.6,1,1,1,0,0,0,1491.783153,2236.85881746154,3652.719225,1491.783153,2236.85881746154,3652.719225,1,1.3,1.5,4157308897.68397,14516676021.1915,41647881057.2727,4157308897.68397,14516676021.1915,41647881057.2727,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Pufferfishes nei ise_mikawa_bay_stock","Japan","Pufferfishes nei","Takifugu spp",50,1,0.188,0.188,0.188,0.0414552422711615,0.0414552422711615,0.0414552422711615,16099.10579039,16099.10579039,16099.10579039,0.715102152756385,0.715102152756385,0.715102152756385,1.85435967036127,1.85435967036127,1.85435967036127,1,1,1,1,0,0,0,17168.17552,23892.2238661538,29370.31185,17168.17552,23892.2238661538,29370.31185,1,1.3,1.5,55278454.7848929,172019808.690782,361596206.951846,55278454.7848929,172019808.690782,361596206.951846,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Pufferfishes nei sea_of_japan_east_china_sea_seto_inland_sea_stock","Japan","Pufferfishes nei","Takifugu spp",50,1,0.188,0.188,0.188,0.0417468101646069,0.0417468101646069,0.0417468101646069,188223.015765734,188223.015765734,188223.015765734,0.767396808558577,0.767396808558577,0.767396808558577,1.87863331323472,1.87863331323472,1.87863331323472,1,1,1,1,0,0,0,5801.423734,6925.744254,9180.643581,5801.423734,6925.744254,9180.643581,1,1.3,1.5,218392294.189677,581763080.461167,1316853581.03603,218392294.189677,581763080.461167,1316853581.03603,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Queen crab okhotsk_stock","Japan","Queen crab","Chionoecetes opilio",50,1,0.188,0.188,0.188,0.031402528417652,0.031402528417652,0.031402528417652,180861.669893379,180861.669893379,180861.669893379,0.588866849372886,0.588866849372886,0.588866849372886,0.730308428057934,0.730308428057934,0.730308428057934,1,1,1,1,0,0,0,3355.400697,4503.71468492308,6844.421699,3355.400697,4503.71468492308,6844.421699,1,1.3,1.5,121372674.644166,395933262.835971,1087687832.0552,121372674.644166,395933262.835971,1087687832.0552,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Queen crab sea_of_japan_stock","Japan","Queen crab","Chionoecetes opilio",50,1,0.188,0.188,0.188,0.0335222381590491,0.0335222381590491,0.0335222381590491,260343.804221278,260343.804221278,260343.804221278,0.625208512535819,0.625208512535819,0.625208512535819,1.57155285659919,1.57155285659919,1.57155285659919,1,1,1,1,0,0,0,16514.95675,19664.6303407692,29339.21833,16514.95675,19664.6303407692,29339.21833,1,1.3,1.5,859913333.368976,2440209420.16591,6495798803.53584,859913333.368976,2440209420.16591,6495798803.53584,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Rays and skates nei single_stock","Japan","Rays and skates nei","Rajidae",50,1,0.188,0.188,0.188,0.0409101712356429,0.0409101712356429,0.0409101712356429,282964.915107763,282964.915107763,282964.915107763,1.14685053017234,1.14685053017234,1.14685053017234,0.985040350797871,0.985040350797871,0.985040350797871,1,1,1,1,0,0,0,1714.45459,1792.7128905,1943.477919,1714.45459,1792.7128905,1943.477919,1,1.3,1.5,97026099.5030928,227765483.869716,423350264.624323,97026099.5030928,227765483.869716,423350264.624323,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Red snow crab single_stock","Japan","Red snow crab","Chionoecetes japonicus",50,1,0.188,0.188,0.188,0.0428402887044988,0.0428402887044988,0.0428402887044988,696537.228478057,696537.228478057,696537.228478057,1.0286657636531,1.0286657636531,1.0286657636531,1.30920143743969,1.30920143743969,1.30920143743969,1,1,1,1,0,0,0,2312.586207,3254.39600084615,4827.223018,2312.586207,3254.39600084615,4827.223018,1,1.3,1.5,322160477.448073,1003813385.23154,2529407405.34431,322160477.448073,1003813385.23154,2529407405.34431,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Red-eye round herring pacific_stock","Japan","Red-eye round herring","Etrumeus teres",50,1,0.188,0.188,0.188,0.0413548237869478,0.0413548237869478,0.0413548237869478,2931183.91927953,2931183.91927953,2931183.91927953,1.90533588083841,1.90533588083841,1.90533588083841,0.683594188778753,0.683594188778753,0.683594188778753,1,1,1,1,0,0,0,566.1014814,987.976233938462,1888.408527,566.1014814,987.976233938462,1888.408527,1,1.3,1.5,331869511.792001,1296061717.11921,4238178244.50614,331869511.792001,1296061717.11921,4238178244.50614,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Red-eye round herring tsushima_current_stock","Japan","Red-eye round herring","Etrumeus teres",50,1,0.188,0.188,0.188,0.041556674893887,0.041556674893887,0.041556674893887,1221364.06167079,1221364.06167079,1221364.06167079,1.17222397815563,1.17222397815563,1.17222397815563,1.4341221084084,1.4341221084084,1.4341221084084,1,1,1,1,0,0,0,855.6483297,1510.97033478462,2353.603437,855.6483297,1510.97033478462,2353.603437,1,1.3,1.5,209011623.864844,824712933.611871,2195640909.34638,209011623.864844,824712933.611871,2195640909.34638,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Righteye flounders nei hokkaido_north_stock","Japan","Righteye flounders nei","Pleuronectidae",50,1,0.188,0.188,0.188,0.0336565892069896,0.0336565892069896,0.0336565892069896,2340710.72873321,2340710.72873321,2340710.72873321,0.46860680104723,0.46860680104723,0.46860680104723,1.28694087618342,1.28694087618342,1.28694087618342,1,1,1,1,0,0,0,2187.552902,2967.559724,3565.346973,2187.552902,2967.559724,3565.346973,1,1.3,1.5,1024085709.47657,3306893064.71269,7083008755.52788,1024085709.47657,3306893064.71269,7083008755.52788,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Righteye flounders nei pacific_north","Japan","Righteye flounders nei","Pleuronectidae",50,1,0.188,0.188,0.188,0.0321702408994484,0.0321702408994484,0.0321702408994484,4203568.47467804,4203568.47467804,4203568.47467804,0.422502024683694,0.422502024683694,0.422502024683694,0.334821807216919,0.334821807216919,0.334821807216919,1,1,1,1,0,0,0,6347.686465,6905.52421007692,7684.659161,6347.686465,6905.52421007692,7684.659161,1,1.3,1.5,5336586942.2829,14007881289.1726,28042637800.4654,5336586942.2829,14007881289.1726,28042637800.4654,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Righteye flounders nei sea_of_japan_stock","Japan","Righteye flounders nei","Pleuronectidae",50,1,0.188,0.188,0.188,0.0321948989007475,0.0321948989007475,0.0321948989007475,3722548.08763318,3722548.08763318,3722548.08763318,0.329409309686533,0.329409309686533,0.329409309686533,0.913213103141767,0.913213103141767,0.913213103141767,1,1,1,1,0,0,0,4971.916322,5565.00464238462,6333.36154,4971.916322,5565.00464238462,6333.36154,1,1.3,1.5,3701639519.26666,9994560377.96472,20458997401.9288,3701639519.26666,9994560377.96472,20458997401.9288,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Rudderfish single_stock","Japan","Rudderfish","Centrolophus niger",50,1,0.188,0.188,0.188,0.0432626903987813,0.0432626903987813,0.0432626903987813,163133.178728492,163133.178728492,163133.178728492,0.892479229637744,0.892479229637744,0.892479229637744,1.79033716203331,1.79033716203331,1.79033716203331,1,1,1,1,0,0,0,4634.82551,5078.57707975,5408.311048,4634.82551,5078.57707975,5408.311048,1,1.3,1.5,151218763.659641,365800468.993989,660466023.522891,151218763.659641,365800468.993989,660466023.522891,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Sandlances nei ise_mikawa_bay_stock","Japan","Sandlances nei","Ammodytidae",50,1,0.188,0.188,0.188,0.0369926314763859,0.0369926314763859,0.0369926314763859,504739.631320725,504739.631320725,504739.631320725,0.541684995045282,0.541684995045282,0.541684995045282,1.02949816455005,1.02949816455005,1.02949816455005,1,1,1,1,0,0,0,351.2833116,1509.12769643846,4341.454665,351.2833116,1509.12769643846,4341.454665,1,1.3,1.5,35461321.8372215,352494866.007955,1773978477.01441,35461321.8372215,352494866.007955,1773978477.01441,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Sandlances nei sea_of_japan_stock","Japan","Sandlances nei","Ammodytidae",50,1,0.188,0.188,0.188,0.0316598875221445,0.0316598875221445,0.0316598875221445,179973.44640738,179973.44640738,179973.44640738,0.386947748531155,0.386947748531155,0.386947748531155,0.0240951047195626,0.0240951047195626,0.0240951047195626,1,1,1,1,0,0,0,4750,6308.53776515385,7500,4750,6308.53776515385,7500,1,1.3,1.5,170974774.087011,550526587.92251,1181186013.42361,170974774.087011,550526587.92251,1181186013.42361,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Sandlances nei sendai_bay_stock","Japan","Sandlances nei","Ammodytidae",50,1,0.188,0.188,0.188,0.0348320079942874,0.0348320079942874,0.0348320079942874,1277772.83119726,1277772.83119726,1277772.83119726,0.420092392427691,0.420092392427691,0.420092392427691,0.577358639349309,0.577358639349309,0.577358639349309,1,1,1,1,0,0,0,1602.272727,2610.81021069231,5165.625,1602.272727,2610.81021069231,5165.625,1,1.3,1.5,409468111.74579,1571916116.83438,5506689031.99709,409468111.74579,1571916116.83438,5506689031.99709,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Sandlances nei seto_inland_sea_east_stock","Japan","Sandlances nei","Ammodytidae",50,1,0.188,0.188,0.188,0.0348367887973053,0.0348367887973053,0.0348367887973053,1491034.3523109,1491034.3523109,1491034.3523109,0.470331424605311,0.470331424605311,0.470331424605311,1.38600631343832,1.38600631343832,1.38600631343832,1,1,1,1,0,0,0,1541.57591,3249.07784730769,5987.016821,1541.57591,3249.07784730769,5987.016821,1,1.3,1.5,459708527.700987,2282602559.05887,7447017130.55718,459708527.700987,2282602559.05887,7447017130.55718,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Sandlances nei soya_strait","Japan","Sandlances nei","Ammodytidae",50,1,0.188,0.188,0.188,0.033333427182653,0.033333427182653,0.033333427182653,2413191.07897592,2413191.07897592,2413191.07897592,0.374610789870182,0.374610789870182,0.374610789870182,0.594849639883321,0.594849639883321,0.594849639883321,1,1,1,1,0,0,0,299.4526732,678.443814884615,2457.236842,299.4526732,678.443814884615,2457.236842,1,1.3,1.5,144527303.908346,781691836.164351,5057105667.65962,144527303.908346,781691836.164351,5057105667.65962,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Sea cucumbers nei single_stock","Japan","Sea cucumbers nei","Holothuroidea",50,1,0.188,0.188,0.188,0.0708116395615678,0.0708116395615678,0.0708116395615678,1205837.10495895,1205837.10495895,1205837.10495895,2.30624818436402,2.30624818436402,2.30624818436402,0.131246491801688,0.131246491801688,0.131246491801688,1,1,1,1,0,0,0,5547.555997,6035.89357525,6867.247413,5547.555997,6035.89357525,6867.247413,1,1.3,1.5,1337889772.60403,2771997218.51225,4845318117.63666,1337889772.60403,2771997218.51225,4845318117.63666,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Sea urchins nei single_stock","Japan","Sea urchins nei","Strongylocentrotus spp",50,1,0.188,0.188,0.188,0.0387655869110301,0.0387655869110301,0.0387655869110301,842433.32936067,842433.32936067,842433.32936067,1.41286635669889,1.41286635669889,1.41286635669889,0.46400322730397,0.46400322730397,0.46400322730397,1,1,1,1,0,0,0,9466.790316,10578.4520248462,11684.79445,9466.790316,10578.4520248462,11684.79445,1,1.3,1.5,1595027936.85345,4066471382.61339,7784607471.93023,1595027936.85345,4066471382.61339,7784607471.93023,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Skipjack tuna single_stock","Japan","Skipjack tuna","Katsuwonus pelamis",50,1,0.188,0.188,0.188,0.0422100491830581,0.0422100491830581,0.0422100491830581,12129044.2404548,12129044.2404548,12129044.2404548,0.803908704562642,0.803908704562642,0.803908704562642,1.44452955113665,1.44452955113665,1.44452955113665,0.6,1,1,1,0,0,0,2783.565335,3724.95277330769,5423.452175,2783.565335,3724.95277330769,5423.452175,1,1.3,1.5,6752397418.88227,20096321115.7998,49853740503.7231,6752397418.88227,20096321115.7998,49853740503.7231,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Smelts nei pacific_stock","Japan","Smelts nei","Osmerus spp, Hypomesus spp",50,1,0.188,0.188,0.188,0.036913841475845,0.036913841475845,0.036913841475845,60926.7205517682,60926.7205517682,60926.7205517682,0.818395287693494,0.818395287693494,0.818395287693494,0.880485825465518,0.880485825465518,0.880485825465518,1,1,1,1,0,0,0,1663.804945,2965.60974884615,4473.752632,1663.804945,2965.60974884615,4473.752632,1,1.3,1.5,20274035.787333,83667924.9597756,220896294.536798,20274035.787333,83667924.9597756,220896294.536798,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Smelts nei sea_of_japan_stock","Japan","Smelts nei","Osmerus spp, Hypomesus spp",50,1,0.188,0.188,0.188,0.0385903201206868,0.0385903201206868,0.0385903201206868,245216.652974752,245216.652974752,245216.652974752,0.765351399530766,0.765351399530766,0.765351399530766,0.869518755020943,0.869518755020943,0.869518755020943,1,1,1,1,0,0,0,2096.25819,2681.32995046154,3420.834174,2096.25819,2681.32995046154,3420.834174,1,1.3,1.5,102807483.424543,300435102.15574,664884295.061422,102807483.424543,300435102.15574,664884295.061422,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Southern bluefin tuna single_stock","Japan","Southern bluefin tuna","Thunnus maccoyii",50,1,0.188,0.188,0.188,0.0399442707134018,0.0399442707134018,0.0399442707134018,130006.002596329,130006.002596329,130006.002596329,0.645098947244402,0.645098947244402,0.645098947244402,3.25000428507725,3.25000428507725,3.25000428507725,0.6,1,1,1,0,0,0,15417.74203,19170.5835815385,24763.09134,15417.74203,19170.5835815385,24763.09134,1,1.3,1.5,400879802.076341,1127084189.52399,2508096829.50847,400879802.076341,1127084189.52399,2508096829.50847,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Striped marlin single_stock","Japan","Striped marlin","Tetrapturus audax",50,1,0.188,0.188,0.188,0.0364085863537168,0.0364085863537168,0.0364085863537168,385740.256740871,385740.256740871,385740.256740871,0.393215162942249,0.393215162942249,0.393215162942249,0.959838226308899,0.959838226308899,0.959838226308899,0.6,1,1,1,0,0,0,4602.016399,5548.91235769231,6837.424096,4602.016399,5548.91235769231,6837.424096,1,1.3,1.5,355036597.455192,995257945.944709,2152230877.87534,355036597.455192,995257945.944709,2152230877.87534,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
"Swimming crabs, etc. nei single_stock","Japan","Swimming crabs, etc. nei","Portunidae",50,1,0.188,0.188,0.188,0.0370200264835251,0.0370200264835251,0.0370200264835251,178563.599994391,178563.599994391,178563.599994391,0.814595466330775,0.814595466330775,0.814595466330775,0.980417071198083,0.980417071198083,0.980417071198083,1,1,1,1,0,0,0,9178.399486,9983.28939076923,10936.54751,9178.399486,9983.28939076923,10936.54751,1,1.3,1.5,327785610.881365,824763710.890056,1580367527.28696,327785610.881365,824763710.890056,1580367527.28696,0.01,0.02,0.03,1.31,1.31,0.77,0.77,0.1,1
