X,fishery,species,management,MC,catchShare,illegalFishing,implementYear,time,biomass,harvest1,harvest2,harvest_ill_for,profit1,profit2,BvBMSY,FvFMSY1,FvFMSY2,FvFMSYill,FvFMSYtotal,harvest,profit
3717,Japanese amberjack single_stock,Japanese amberjack,FMSY,1,no_CS,illegal_fishing,2,44,1287603.238,48798.53158,0,0,103683763.5,0,0.987373544,1,0,0,1,48798.53158,103683763.5
3718,Japanese amberjack single_stock,Japanese amberjack,BAU,1,no_CS,illegal_fishing,2,45,350605.8269,33290.68185,0,0,-138923454.8,0,0.268855271,2.505410351,0,0,2.505410351,33290.68185,-138923454.8
3719,Japanese amberjack single_stock,Japanese amberjack,econOpt,1,no_CS,illegal_fishing,2,45,1511428.292,48629.94118,0,0,118402755.8,0,1.159009441,0.848968357,0,0,0.848968357,48629.94118,118402755.8
3720,Japanese amberjack single_stock,Japanese amberjack,FMSY,1,no_CS,illegal_fishing,2,45,1288222.574,48822.00361,0,0,103772154.9,0,0.98784847,1,0,0,1,48822.00361,103772154.9
3721,Japanese amberjack single_stock,Japanese amberjack,BAU,1,no_CS,illegal_fishing,2,46,346068.6899,32859.87217,0,0,-140545805.8,0,0.265376056,2.505410351,0,0,2.505410351,32859.87217,-140545805.8
3722,Japanese amberjack single_stock,Japanese amberjack,econOpt,1,no_CS,illegal_fishing,2,46,1511508.484,48640.91691,0,0,118429561.4,0,1.159070934,0.849114917,0,0,0.849114917,48640.91691,118429561.4
3723,Japanese amberjack single_stock,Japanese amberjack,FMSY,1,no_CS,illegal_fishing,2,46,1288818.784,48844.59924,0,0,103857245.9,0,0.988305662,1,0,0,1,48844.59924,103857245.9
3724,Japanese amberjack single_stock,Japanese amberjack,BAU,1,no_CS,illegal_fishing,2,47,341723.5559,32447.29354,0,0,-142099502,0,0.262044074,2.505410351,0,0,2.505410351,32447.29354,-142099502
3725,Japanese amberjack single_stock,Japanese amberjack,econOpt,1,no_CS,illegal_fishing,2,47,1511577.159,48650.31716,0,0,118452519.6,0,1.159123597,0.84924043,0,0,0.84924043,48650.31716,118452519.6
3726,Japanese amberjack single_stock,Japanese amberjack,FMSY,1,no_CS,illegal_fishing,2,47,1289392.721,48866.35071,0,0,103939158,0,0.988745774,1,0,0,1,48866.35071,103939158
3727,Japanese amberjack single_stock,Japanese amberjack,BAU,1,no_CS,illegal_fishing,2,48,337560.3435,32051.9887,0,0,-143588148.2,0,0.258851596,2.505410351,0,0,2.505410351,32051.9887,-143588148.2
3728,Japanese amberjack single_stock,Japanese amberjack,econOpt,1,no_CS,illegal_fishing,2,48,1511635.971,48658.36786,0,0,118472182.1,0,1.159168696,0.849347917,0,0,0.849347917,48658.36786,118472182.1
3729,Japanese amberjack single_stock,Japanese amberjack,FMSY,1,no_CS,illegal_fishing,2,48,1289945.204,48887.28911,0,0,104018008.2,0,0.989169435,1,0,0,1,48887.28911,104018008.2
3730,Japanese amberjack single_stock,Japanese amberjack,BAU,1,no_CS,illegal_fishing,2,49,333569.6222,31673.06221,0,0,-145015116.5,0,0.255791388,2.505410351,0,0,2.505410351,31673.06221,-145015116.5
3731,Japanese amberjack single_stock,Japanese amberjack,econOpt,1,no_CS,illegal_fishing,2,49,1511686.337,48665.26262,0,0,118489021.5,0,1.159207317,0.849439965,0,0,0.849439965,48665.26262,118489021.5
3732,Japanese amberjack single_stock,Japanese amberjack,FMSY,1,no_CS,illegal_fishing,2,49,1290477.025,48907.44444,0,0,104093909.5,0,0.989577251,1,0,0,1,48907.44444,104093909.5
3733,Japanese amberjack single_stock,Japanese amberjack,BAU,1,no_CS,illegal_fishing,2,5,1040227.726,98771.57653,0,0,107665699.8,0,0.797678435,2.505410351,0,0,2.505410351,98771.57653,107665699.8
3734,Japanese amberjack single_stock,Japanese amberjack,econOpt,1,no_CS,illegal_fishing,2,5,1302254.085,26795.14826,0,0,64706803.9,0,0.998608262,0.542919878,0,0,0.542919878,26795.14826,64706803.9
3735,Japanese amberjack single_stock,Japanese amberjack,FMSY,1,no_CS,illegal_fishing,2,5,1231768.922,46682.48173,0,0,95715104.14,0,0.944558083,1,0,0,1,46682.48173,95715104.14
3736,Japanese amberjack single_stock,Japanese amberjack,BAU,1,no_CS,illegal_fishing,2,50,329742.5623,31309.67569,0,0,-146383564.2,0,0.252856682,2.505410351,0,0,2.505410351,31309.67569,-146383564.2
3737,Japanese amberjack single_stock,Japanese amberjack,econOpt,1,no_CS,illegal_fishing,2,50,1511729.467,48671.1673,0,0,118503443,0,1.159240391,0.849518792,0,0,0.849518792,48671.1673,118503443
3738,Japanese amberjack single_stock,Japanese amberjack,FMSY,1,no_CS,illegal_fishing,2,50,1290988.945,48926.84558,0,0,104166970.7,0,0.989969808,1,0,0,1,48926.84558,104166970.7
3739,Japanese amberjack single_stock,Japanese amberjack,BAU,1,no_CS,illegal_fishing,2,6,989604.385,93964.79526,0,0,89564234.66,0,0.758858909,2.505410351,0,0,2.505410351,93964.79526,89564234.66
3740,Japanese amberjack single_stock,Japanese amberjack,econOpt,1,no_CS,illegal_fishing,2,6,1324881.443,28672.19577,0,0,69320194.93,0,1.015959612,0.571030417,0,0,0.571030417,28672.19577,69320194.93
3741,Japanese amberjack single_stock,Japanese amberjack,FMSY,1,no_CS,illegal_fishing,2,6,1234417.377,46782.8548,0,0,96093090.91,0,0.946588999,1,0,0,1,46782.8548,96093090.91
3742,Japanese amberjack single_stock,Japanese amberjack,BAU,1,no_CS,illegal_fishing,2,7,943229.5273,89561.4154,0,0,72981906.02,0,0.72329725,2.505410351,0,0,2.505410351,89561.4154,72981906.02
3743,Japanese amberjack single_stock,Japanese amberjack,econOpt,1,no_CS,illegal_fishing,2,7,1345624.366,30446.33657,0,0,73699059.86,0,1.031865919,0.597016739,0,0,0.597016739,30446.33657,73699059.86
3744,Japanese amberjack single_stock,Japanese amberjack,FMSY,1,no_CS,illegal_fishing,2,7,1236972.097,46879.67545,0,0,96457699.89,0,0.948548036,1,0,0,1,46879.67545,96457699.89
3745,Japanese amberjack single_stock,Japanese amberjack,BAU,1,no_CS,illegal_fishing,2,8,900649.5343,85518.36509,0,0,57756512.96,0,0.690645609,2.505410351,0,0,2.505410351,85518.36509,57756512.96
3746,Japanese amberjack single_stock,Japanese amberjack,econOpt,1,no_CS,illegal_fishing,2,8,1364571.036,32102.54741,0,0,77806712.66,0,1.046394805,0.620752752,0,0,0.620752752,32102.54741,77806712.66
3747,Japanese amberjack single_stock,Japanese amberjack,FMSY,1,no_CS,illegal_fishing,2,8,1239436.159,46973.06031,0,0,96809370.29,0,0.950437555,1,0,0,1,46973.06031,96809370.29
3748,Japanese amberjack single_stock,Japanese amberjack,BAU,1,no_CS,illegal_fishing,2,9,861468.8818,81798.08853,0,0,43746627.25,0,0.660600686,2.505410351,0,0,2.505410351,81798.08853,43746627.25
3749,Japanese amberjack single_stock,Japanese amberjack,econOpt,1,no_CS,illegal_fishing,2,9,1381828.639,33640.77423,0,0,81638485.76,0,1.059628463,0.642372735,0,0,0.642372735,33640.77423,81638485.76
3750,Japanese amberjack single_stock,Japanese amberjack,FMSY,1,no_CS,illegal_fishing,2,9,1241812.559,47063.12285,0,0,97148529.46,0,0.952259851,1,0,0,1,47063.12285,97148529.46
3751,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,1,1816105.338,66981.94892,0,0,12353635.2,0,0.635949009,0.92996026,0,0,0.92996026,66981.94892,12353635.2
3752,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,1,1816105.338,66981.94892,0,0,12353635.2,0,0.635949009,0.92996026,0,0,0.92996026,66981.94892,12353635.2
3753,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,1,1816105.338,66981.94892,0,0,12353635.2,0,0.635949009,0.92996026,0,0,0.92996026,66981.94892,12353635.2
3754,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,10,2119370.92,78167.0489,0,0,18457223.29,0,0.742144087,0.92996026,0,0,0.92996026,78167.0489,18457223.29
3755,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,10,2555847.817,38585.42162,0,0,13479177.84,0,0.894986019,0.380658826,0,0,0.380658826,38585.42162,13479177.84
3756,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,10,2078913.189,82449.62965,0,0,18398695.7,0,0.727976927,1,0,0,1,82449.62965,18398695.7
3757,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,11,2149634.31,79283.22911,0,0,19066310.76,0,0.752741474,0.92996026,0,0,0.92996026,79283.22911,19066310.76
3758,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,11,2629756.905,43461.98506,0,0,15194288.8,0,0.920866903,0.416717366,0,0,0.416717366,43461.98506,15194288.8
3759,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,11,2104323.894,83457.41736,0,0,18948634.56,0,0.736875041,1,0,0,1,83457.41736,18948634.56
3760,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,12,2179185.449,80373.13994,0,0,19661063.32,0,0.763089452,0.92996026,0,0,0.92996026,80373.13994,19661063.32
3761,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,12,2699122.851,48349.54972,0,0,16920738.9,0,0.945156906,0.451666029,0,0,0.451666029,48349.54972,16920738.9
3762,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,12,2129088.929,84439.59787,0,0,19484599.84,0,0.74554706,1,0,0,1,84439.59787,19484599.84
3763,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,13,2208022.734,81436.72227,0,0,20241448.69,0,0.773187458,0.92996026,0,0,0.92996026,81436.72227,20241448.69
3764,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,13,2763826.446,53081.94107,0,0,18605782.69,0,0.967814286,0.484265659,0,0,0.484265659,53081.94107,18605782.69
3765,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,13,2153211.566,85396.30083,0,0,20006662.3,0,0.753994129,1,0,0,1,85396.30083,20006662.3
3766,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,14,2236146.107,82473.97396,0,0,20807465.72,0,0.783035473,0.92996026,0,0,0.92996026,82473.97396,20807465.72
3767,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,14,2823932.772,57627.99169,0,0,20236471.13,0,0.98886183,0.514549045,0,0,0.514549045,57627.99169,20236471.13
3768,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,14,2176696.117,86327.69738,0,0,20514915.32,0,0.762217758,1,0,0,1,86327.69738,20514915.32
3769,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,15,2263556.956,83484.9462,0,0,21359142.34,0,0.792633981,0.92996026,0,0,0.92996026,83484.9462,21359142.34
3770,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,15,2879554.985,62140.55659,0,0,21854162.76,0,1.008339165,0.544123407,0,0,0.544123407,62140.55659,21854162.76
3771,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,15,2199547.861,87233.99681,0,0,21009473.12,0,0.770219796,1,0,0,1,87233.99681,21009473.12
3772,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,16,2290258.015,84469.73983,0,0,21896533.57,0,0.801983941,0.92996026,0,0,0.92996026,84469.73983,21896533.57
3773,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,16,2930668.336,66623.51621,0,0,23456279.7,0,1.026237623,0.57320309,0,0,0.57320309,66623.51621,23456279.7
3774,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,16,2221772.959,88115.44346,0,0,21490469.02,0,0.7780024,1,0,0,1,88115.44346,21490469.02
3775,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,17,2316253.268,85428.50179,0,0,22419719.61,0,0.811086747,0.92996026,0,0,0.92996026,85428.50179,22419719.61
3776,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,17,2977257.406,70812.37456,0,0,24961337.58,0,1.042551805,0.599708796,0,0,0.599708796,70812.37456,24961337.58
3777,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,17,2243378.377,88972.31364,0,0,21958053.82,0,0.78556801,1,0,0,1,88972.31364,21958053.82
3778,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,18,2341547.853,86361.42157,0,0,22928803.84,0,0.819944199,0.92996026,0,0,0.92996026,86361.42157,22928803.84
3779,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,18,3019583.171,74702.83127,0,0,26365961.68,0,1.057373097,0.623788999,0,0,0.623788999,74702.83127,26365961.68
3780,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,18,2264371.814,89804.91269,0,0,22412394.11,0,0.792919321,1,0,0,1,89804.91269,22412394.11
3781,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,19,2366147.968,87268.72777,0,0,23423911.02,0,0.828558468,0.92996026,0,0,0.92996026,87268.72777,23423911.02
3782,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,19,3057920.818,78296.48885,0,0,27669082.66,0,1.070797863,0.64560026,0,0,0.64560026,78296.48885,27669082.66
3783,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,19,2284761.63,90613.57213,0,0,22853670.83,0,0.800059261,1,0,0,1,90613.57213,22853670.83
3784,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,2,1852403.381,68320.70037,0,0,13084177.39,0,0.648659563,0.92996026,0,0,0.92996026,68320.70037,13084177.39
3785,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,2,1852403.381,9794.853875,0,0,3407840.418,0,0.648659563,0.133324524,0,0,0.133324524,9794.853875,3407840.418
3786,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,2,1852403.381,73466.25797,0,0,13496566.94,0,0.648659563,1,0,0,1,73466.25797,13496566.94
3787,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,20,2390060.782,88150.68483,0,0,23905185.45,0,0.836932063,0.92996026,0,0,0.92996026,88150.68483,23905185.45
3788,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,20,3092551.959,81599.72747,0,0,28871564.61,0,1.082924714,0.665302796,0,0,0.665302796,81599.72747,28871564.61
3789,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,20,2304556.776,91398.64698,0,0,23282077.68,0,0.806990965,1,0,0,1,91398.64698,23282077.68
3790,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,21,2413294.349,89007.58974,0,0,24372789.19,0,0.845067804,0.92996026,0,0,0.92996026,89007.58974,24372789.19
3791,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,21,3123758.196,84622.64455,0,0,29975831.64,0,1.093852261,0.683056817,0,0,0.683056817,84622.64455,29975831.64
3792,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,21,2323766.73,92160.51312,0,0,23697819.79,0,0.81371775,1,0,0,1,92160.51312,23697819.79
3793,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,22,2435857.519,89839.76896,0,0,24826900.39,0,0.852968792,0.92996026,0,0,0.92996026,89839.76896,24826900.39
3794,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,22,3151815.992,87703.1805,0,0,31082114.81,0,1.103677312,0.70162028,0,0,0.70162028,87703.1805,31082114.81
3795,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,22,2342401.433,92899.56485,0,0,24101112.33,0,0.820243099,1,0,0,1,92899.56485,24101112.33
3796,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,23,2457759.864,90647.57549,0,0,25267711.68,0,0.860638377,0.92996026,0,0,0.92996026,90647.57549,25267711.68
3797,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,23,3176667.634,90951.37917,0,0,32221098.52,0,1.112379658,0.721913488,0,0,0.721913488,90951.37917,32221098.52
3798,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,23,2360471.235,93616.21259,0,0,24492179.25,0,0.826570635,1,0,0,1,93616.21259,24492179.25
3799,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,24,2479011.595,91431.38595,0,0,25695428.57,0,0.868080136,0.92996026,0,0,0.92996026,91431.38595,25695428.57
3800,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,24,3198149.8,93791.4099,0,0,33218917.18,0,1.119902108,0.739455269,0,0,0.739455269,93791.4099,33218917.18
3801,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,24,2377986.832,94310.8806,0,0,24871252.07,0,0.832704105,1,0,0,1,94310.8806,24871252.07
3802,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,25,2499623.492,92191.59793,0,0,26110268.03,0,0.875297842,0.92996026,0,0,0.92996026,92191.59793,26110268.03
3803,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,25,3216679.568,96265.13227,0,0,34089533.9,0,1.126390712,0.754586197,0,0,0.754586197,96265.13227,34089533.9
3804,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,25,2394959.22,94984.00496,0,0,25238568.75,0,0.838647358,1,0,0,1,94984.00496,25238568.75
3805,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,26,2519606.834,92928.62741,0,0,26512457.04,0,0.882295446,0.92996026,0,0,0.92996026,92928.62741,26512457.04
3806,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,26,3232633.108,98412.7447,0,0,34846511.02,0,1.131977193,0.767613445,0,0,0.767613445,98412.7447,34846511.02
3807,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,26,2411399.642,95636.03158,0,0,25594372.63,0,0.844404331,1,0,0,1,95636.03158,25594372.63
3808,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,27,2538973.331,93642.90629,0,0,26902231.3,0,0.889077049,0.92996026,0,0,0.92996026,93642.90629,26902231.3
3809,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,27,3246346.662,100271.9933,0,0,35502699.33,0,1.136779294,0.778811578,0,0,0.778811578,100271.9933,35502699.33
3810,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,27,2427319.545,96267.41438,0,0,25938911.4,0,0.849979033,1,0,0,1,96267.41438,25938911.4
3811,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,28,2557735.063,94334.88014,0,0,27279833.95,0,0.89564688,0.92996026,0,0,0.92996026,94334.88014,27279833.95
3812,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,28,3258118.527,101877.7086,0,0,36070044.12,0,1.14090147,0.788424179,0,0,0.788424179,101877.7086,36070044.12
3813,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,28,2442730.531,96878.61361,0,0,26272436.2,0,0.855375527,1,0,0,1,96878.61361,26272436.2
3814,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,29,2575904.424,95005.00602,0,0,27645514.39,0,0.902009279,0.92996026,0,0,0.92996026,95005.00602,27645514.39
3815,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,29,3268211.679,103261.5898,0,0,36559481.79,0,1.144435808,0.796665986,0,0,0.796665986,103261.5898,36559481.79
3816,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,29,2457644.325,97470.0942,0,0,26595200.77,0,0.860597919,1,0,0,1,97470.0942,26595200.77
3817,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,3,1888089.146,69636.86969,0,0,13802396.76,0,0.661155714,0.92996026,0,0,0.92996026,69636.86969,13802396.76
3818,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,3,1946614.993,12124.93055,0,0,4219647.35,0,0.68164982,0.157053219,0,0,0.157053219,12124.93055,4219647.35
3819,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,3,1882943.589,74677.48163,0,0,14157518.59,0,0.659353885,1,0,0,1,74677.48163,14157518.59
3820,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,30,2593494.062,95653.75046,0,0,27999527.22,0,0.908168675,0.92996026,0,0,0.92996026,95653.75046,27999527.22
3821,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,30,3276856.727,104452.1662,0,0,36980903.68,0,1.14746306,0.803725307,0,0,0.803725307,104452.1662,36980903.68
3822,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,30,2472072.732,98042.32434,0,0,26907460.56,0,0.865650341,1,0,0,1,98042.32434,26907460.56
3823,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,31,2610516.832,96281.58756,0,0,28342131.14,0,0.914129571,0.92996026,0,0,0.92996026,96281.58756,28342131.14
3824,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,31,3284254.99,105474.8823,0,0,37343167.54,0,1.150053724,0.809766538,0,0,0.809766538,105474.8823,37343167.54
3825,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,31,2486027.603,98595.77407,0,0,27209472.1,0,0.870536944,1,0,0,1,98595.77407,27209472.1
3826,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,32,2626985.746,96888.99726,0,0,28673588.04,0,0.919896521,0.92996026,0,0,0.92996026,96888.99726,28673588.04
3827,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,32,3290581.56,106352.2624,0,0,37654141.2,0,1.152269111,0.814932652,0,0,0.814932652,106352.2624,37654141.2
3828,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,32,2499520.806,99130.91407,0,0,27501492.21,0,0.875261884,1,0,0,1,99130.91407,27501492.21
3829,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,33,2642913.931,97476.46365,0,0,28994162.09,0,0.925474124,0.92996026,0,0,0.92996026,97476.46365,28994162.09
3830,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,33,3295988.229,107104.1234,0,0,37920766.28,0,1.154162374,0.819347597,0,0,0.819347597,107104.1234,37920766.28
3831,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,33,2512564.195,99648.21445,0,0,27783777.43,0,0.879829312,1,0,0,1,99648.21445,27783777.43
3832,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,34,2658314.584,98044.47351,0,0,29304118.93,0,0.930866999,0.92996026,0,0,0.92996026,98044.47351,29304118.93
3833,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,34,3300606.231,107747.8103,0,0,38149133.02,0,1.155779469,0.823118538,0,0,0.823118538,107747.8103,38149133.02
3834,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,34,2525169.583,100148.1437,0,0,28056583.44,0,0.884243365,1,0,0,1,100148.1437,28056583.44
3835,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,35,2673200.938,98593.51491,0,0,29603724.88,0,0.936079782,0.92996026,0,0,0.92996026,98593.51491,29603724.88
3836,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,35,3304548.77,108298.4397,0,0,38344559.84,0,1.157160035,0.826337914,0,0,0.826337914,108298.4397,38344559.84
3837,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,35,2537348.719,100631.1679,0,0,28320164.49,0,0.888508156,1,0,0,1,100631.1679,28320164.49
3838,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,36,2687586.226,99124.07588,0,0,29893246.27,0,0.941117105,0.92996026,0,0,0.92996026,99124.07588,29893246.27
3839,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,36,3307913.303,108769.1389,0,0,38511672.93,0,1.1583382,0.829085304,0,0,0.829085304,108769.1389,38511672.93
3840,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,36,2549113.265,101097.7494,0,0,28574772.98,0,0.892627769,1,0,0,1,101097.7494,28574772.98
3841,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,37,2701483.647,99636.64328,0,0,30172948.75,0,0.945983591,0.92996026,0,0,0.92996026,99636.64328,30172948.75
3842,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,37,3310783.595,109171.2731,0,0,38654483.19,0,1.159343295,0.83142911,0,0,0.83142911,109171.2731,38654483.19
3843,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,37,2560474.777,101548.3466,0,0,28820658.98,0,0.89660625,1,0,0,1,101548.3466,28820658.98
3844,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,38,2714906.342,100131.7017,0,0,30443096.79,0,0.950683841,0.92996026,0,0,0.92996026,100131.7017,30443096.79
3845,Japanese anchovy pacific_stock,Japanese anchovy,econOpt,1,no_CS,illegal_fishing,2,38,3313231.536,109514.6568,0,0,38776458.44,0,1.160200495,0.833428035,0,0,0.833428035,109514.6568,38776458.44
3846,Japanese anchovy pacific_stock,Japanese anchovy,FMSY,1,no_CS,illegal_fishing,2,38,2571444.683,101983.4127,0,0,29058069.86,0,0.900447603,1,0,0,1,101983.4127,29058069.86
3847,Japanese anchovy pacific_stock,Japanese anchovy,BAU,1,no_CS,illegal_fishing,2,39,2727867.362,100609.7325,0,0,30703953.04,0,0.955222426,0.92996026,0,0,0.92996026,100609.7325,30703953.04
