fish,prefecture,num_stock,multi_stock_dum,stock
broadbanded_thornyhead,京都,3,1,hokkaido_east_hokkaido_south
broadbanded_thornyhead,北海道,3,1,hokkaido_east_hokkaido_south
broadbanded_thornyhead,静岡,3,1,pacific_north
broadbanded_thornyhead,山形,3,1,hokkaido_east_hokkaido_south
broadbanded_thornyhead,福井,3,1,hokkaido_east_hokkaido_south
broadbanded_thornyhead,福岡,3,1,hokkaido_east_hokkaido_south
broadbanded_thornyhead,石川,3,1,hokkaido_east_hokkaido_south
broadbanded_thornyhead,千葉,3,1,pacific_north
broadbanded_thornyhead,茨城,3,1,pacific_north
broadbanded_thornyhead,神奈川,3,1,pacific_north
broadbanded_thornyhead,福島,3,1,pacific_north
broadbanded_thornyhead,新潟,3,1,hokkaido_east_hokkaido_south
broadbanded_thornyhead,愛媛,3,1,pacific_north
broadbanded_thornyhead,青森,3,1,pacific_north
broadbanded_thornyhead,岩手,3,1,pacific_north
broadbanded_thornyhead,東京,3,1,pacific_north
cod,岩手,3,1,pacific_north_stock
cod,宮城,3,1,pacific_north_stock
cod,石川,3,1,sea_of_japan_stock
cod,北海道,3,1,hokkaido
cod,富山,3,1,sea_of_japan_stock
cod,福井,3,1,sea_of_japan_stock
cod,秋田,3,1,sea_of_japan_stock
cod,山形,3,1,sea_of_japan_stock
cod,静岡,3,1,pacific_north_stock
cod,兵庫,3,1,sea_of_japan_stock
cod,愛媛,3,1,pacific_north_stock
cod,神奈川,3,1,pacific_north_stock
cod,鳥取,3,1,sea_of_japan_stock
cod,岡山,3,1,pacific_north_stock
cod,千葉,3,1,pacific_north_stock
cod,京都,3,1,sea_of_japan_stock
cod,山口,3,1,sea_of_japan_stock
cod,島根,3,1,sea_of_japan_stock
cod,三重,3,1,pacific_north_stock
cod,新潟,3,1,sea_of_japan_stock
cod,熊本,3,1,sea_of_japan_stock
cod,福島,3,1,pacific_north_stock
cod,佐賀,3,1,sea_of_japan_stock
cod,福岡,3,1,sea_of_japan_stock
cod,茨城,3,1,pacific_north_stock
cod,青森,3,1,pacific_north_stock
cod,東京,3,1,pacific_north_stock
japanese_anchovy,兵庫,3,1,tsushima_current_stock
japanese_anchovy,岩手,3,1,pacific_stock
japanese_anchovy,青森,3,1,pacific_stock
japanese_anchovy,東京,3,1,pacific_stock
japanese_anchovy,愛知,3,1,pacific_stock
japanese_anchovy,茨城,3,1,pacific_stock
japanese_anchovy,高知,3,1,pacific_stock
japanese_anchovy,島根,3,1,tsushima_current_stock
japanese_anchovy,長崎,3,1,tsushima_current_stock
japanese_anchovy,福岡,3,1,tsushima_current_stock
japanese_anchovy,千葉,3,1,pacific_stock
japanese_anchovy,秋田,3,1,tsushima_current_stock
japanese_anchovy,大阪,3,1,seto_inland_sea_stock
japanese_anchovy,鳥取,3,1,tsushima_current_stock
japanese_anchovy,京都,3,1,tsushima_current_stock
japanese_anchovy,山口,3,1,tsushima_current_stock
japanese_anchovy,佐賀,3,1,tsushima_current_stock
japanese_anchovy,徳島,3,1,seto_inland_sea_stock
japanese_anchovy,宮崎,3,1,pacific_stock
japanese_anchovy,山形,3,1,tsushima_current_stock
japanese_anchovy,愛媛,3,1,seto_inland_sea_stock
japanese_anchovy,北海道,3,1,pacific_stock
japanese_anchovy,和歌山,3,1,pacific_stock
japanese_anchovy,三重,3,1,pacific_stock
japanese_anchovy,香川,3,1,seto_inland_sea_stock
japanese_anchovy,大分,3,1,seto_inland_sea_stock
japanese_anchovy,静岡,3,1,pacific_stock
japanese_anchovy,福井,3,1,tsushima_current_stock
japanese_anchovy,神奈川,3,1,pacific_stock
japanese_anchovy,宮城,3,1,pacific_stock
japanese_anchovy,福島,3,1,pacific_stock
japanese_anchovy,岡山,3,1,seto_inland_sea_stock
japanese_anchovy,富山,3,1,tsushima_current_stock
japanese_anchovy,熊本,3,1,tsushima_current_stock
japanese_anchovy,石川,3,1,tsushima_current_stock
japanese_anchovy,鹿児島,3,1,pacific_stock
japanese_anchovy,新潟,3,1,tsushima_current_stock
japanese_anchovy,広島,3,1,seto_inland_sea_stock
japanese_common_squid,静岡,2,1,winter_stock
japanese_common_squid,山形,2,1,winter_stock
japanese_common_squid,大阪,2,1,winter_stock
japanese_common_squid,富山,2,1,winter_stock
japanese_common_squid,高知,2,1,winter_stock
japanese_common_squid,沖縄,2,1,winter_stock
japanese_common_squid,兵庫,2,1,winter_stock
japanese_common_squid,宮崎,2,1,winter_stock
japanese_common_squid,千葉,2,1,winter_stock
japanese_common_squid,愛知,2,1,winter_stock
japanese_common_squid,香川,2,1,winter_stock
japanese_common_squid,新潟,2,1,winter_stock
japanese_common_squid,岡山,2,1,winter_stock
japanese_common_squid,鳥取,2,1,winter_stock
japanese_common_squid,石川,2,1,winter_stock
japanese_common_squid,熊本,2,1,winter_stock
japanese_common_squid,岩手,2,1,winter_stock
japanese_common_squid,山口,2,1,winter_stock
japanese_common_squid,佐賀,2,1,winter_stock
japanese_common_squid,愛媛,2,1,winter_stock
japanese_common_squid,福岡,2,1,winter_stock
japanese_common_squid,大分,2,1,winter_stock
japanese_common_squid,北海道,2,1,winter_stock
japanese_common_squid,島根,2,1,winter_stock
japanese_common_squid,和歌山,2,1,winter_stock
japanese_common_squid,京都,2,1,winter_stock
japanese_common_squid,宮城,2,1,winter_stock
japanese_common_squid,神奈川,2,1,winter_stock
japanese_common_squid,鹿児島,2,1,winter_stock
japanese_common_squid,秋田,2,1,winter_stock
japanese_common_squid,茨城,2,1,winter_stock
japanese_common_squid,青森,2,1,winter_stock
japanese_common_squid,福井,2,1,winter_stock
japanese_common_squid,広島,2,1,winter_stock
japanese_common_squid,福島,2,1,winter_stock
japanese_common_squid,東京,2,1,winter_stock
japanese_common_squid,長崎,2,1,winter_stock
japanese_common_squid,三重,2,1,winter_stock
japanese_common_squid,徳島,2,1,winter_stock
japanese_jack_mackerel,熊本,2,1,tsushima_current_stock
japanese_jack_mackerel,鳥取,2,1,tsushima_current_stock
japanese_jack_mackerel,北海道,2,1,tsushima_current_stock
japanese_jack_mackerel,長崎,2,1,tsushima_current_stock
japanese_jack_mackerel,島根,2,1,tsushima_current_stock
japanese_jack_mackerel,沖縄,2,1,pacific_stock
japanese_jack_mackerel,大分,2,1,pacific_stock
japanese_jack_mackerel,広島,2,1,pacific_stock
japanese_jack_mackerel,茨城,2,1,pacific_stock
japanese_jack_mackerel,鹿児島,2,1,pacific_stock
japanese_jack_mackerel,香川,2,1,pacific_stock
japanese_jack_mackerel,和歌山,2,1,pacific_stock
japanese_jack_mackerel,愛知,2,1,pacific_stock
japanese_jack_mackerel,福岡,2,1,tsushima_current_stock
japanese_jack_mackerel,兵庫,2,1,tsushima_current_stock
japanese_jack_mackerel,神奈川,2,1,pacific_stock
japanese_jack_mackerel,秋田,2,1,tsushima_current_stock
japanese_jack_mackerel,宮崎,2,1,pacific_stock
japanese_jack_mackerel,山形,2,1,tsushima_current_stock
japanese_jack_mackerel,千葉,2,1,pacific_stock
japanese_jack_mackerel,徳島,2,1,pacific_stock
japanese_jack_mackerel,青森,2,1,pacific_stock
japanese_jack_mackerel,新潟,2,1,tsushima_current_stock
japanese_jack_mackerel,東京,2,1,pacific_stock
japanese_jack_mackerel,高知,2,1,pacific_stock
japanese_jack_mackerel,福井,2,1,tsushima_current_stock
japanese_jack_mackerel,岡山,2,1,pacific_stock
japanese_jack_mackerel,山口,2,1,tsushima_current_stock
japanese_jack_mackerel,石川,2,1,tsushima_current_stock
japanese_jack_mackerel,大阪,2,1,pacific_stock
japanese_jack_mackerel,静岡,2,1,pacific_stock
japanese_jack_mackerel,岩手,2,1,pacific_stock
japanese_jack_mackerel,愛媛,2,1,pacific_stock
japanese_jack_mackerel,福島,2,1,pacific_stock
japanese_jack_mackerel,富山,2,1,tsushima_current_stock
japanese_jack_mackerel,京都,2,1,tsushima_current_stock
japanese_jack_mackerel,佐賀,2,1,tsushima_current_stock
japanese_jack_mackerel,三重,2,1,pacific_stock
japanese_jack_mackerel,宮城,2,1,pacific_stock
japanese_sardine,高知,2,1,pacific_stock
japanese_sardine,鳥取,2,1,tsushima_current_stock
japanese_sardine,大阪,2,1,pacific_stock
japanese_sardine,和歌山,2,1,pacific_stock
japanese_sardine,福岡,2,1,tsushima_current_stock
japanese_sardine,島根,2,1,tsushima_current_stock
japanese_sardine,岡山,2,1,pacific_stock
japanese_sardine,青森,2,1,pacific_stock
japanese_sardine,三重,2,1,pacific_stock
japanese_sardine,宮城,2,1,pacific_stock
japanese_sardine,佐賀,2,1,tsushima_current_stock
japanese_sardine,熊本,2,1,tsushima_current_stock
japanese_sardine,福井,2,1,tsushima_current_stock
japanese_sardine,兵庫,2,1,tsushima_current_stock
japanese_sardine,千葉,2,1,pacific_stock
japanese_sardine,香川,2,1,pacific_stock
japanese_sardine,岩手,2,1,pacific_stock
japanese_sardine,愛知,2,1,pacific_stock
japanese_sardine,東京,2,1,pacific_stock
japanese_sardine,長崎,2,1,tsushima_current_stock
japanese_sardine,静岡,2,1,pacific_stock
japanese_sardine,京都,2,1,tsushima_current_stock
japanese_sardine,広島,2,1,pacific_stock
japanese_sardine,山口,2,1,tsushima_current_stock
japanese_sardine,新潟,2,1,tsushima_current_stock
japanese_sardine,秋田,2,1,tsushima_current_stock
japanese_sardine,北海道,2,1,pacific_stock
japanese_sardine,神奈川,2,1,pacific_stock
japanese_sardine,茨城,2,1,pacific_stock
japanese_sardine,宮崎,2,1,pacific_stock
japanese_sardine,大分,2,1,pacific_stock
japanese_sardine,富山,2,1,tsushima_current_stock
japanese_sardine,徳島,2,1,pacific_stock
japanese_sardine,愛媛,2,1,pacific_stock
japanese_sardine,福島,2,1,pacific_stock
japanese_sardine,山形,2,1,tsushima_current_stock
japanese_sardine,鹿児島,2,1,pacific_stock
japanese_sardine,石川,2,1,tsushima_current_stock
japanese_seabream,福島,3,1,pacific_central_stock
japanese_seabream,石川,3,1,sea_of_japan_north_central_stock
japanese_seabream,福岡,3,1,sea_of_japan_west_east_china_sea_stock
japanese_seabream,大分,3,1,seto_inland_sea_central_west_stock
japanese_seabream,三重,3,1,pacific_central_stock
japanese_seabream,青森,3,1,pacific_central_stock
japanese_seabream,愛知,3,1,pacific_central_stock
japanese_seabream,静岡,3,1,pacific_central_stock
japanese_seabream,島根,3,1,sea_of_japan_west_east_china_sea_stock
japanese_seabream,宮崎,3,1,pacific_south_stock
japanese_seabream,沖縄,3,1,sea_of_japan_west_east_china_sea_stock
japanese_seabream,高知,3,1,pacific_south_stock
japanese_seabream,兵庫,3,1,seto_inland_sea_east_stock
japanese_seabream,秋田,3,1,sea_of_japan_north_central_stock
japanese_seabream,和歌山,3,1,pacific_south_stock
japanese_seabream,富山,3,1,sea_of_japan_north_central_stock
japanese_seabream,宮城,3,1,pacific_central_stock
japanese_seabream,東京,3,1,pacific_central_stock
japanese_seabream,新潟,3,1,sea_of_japan_north_central_stock
japanese_seabream,山形,3,1,sea_of_japan_north_central_stock
japanese_seabream,広島,3,1,seto_inland_sea_central_west_stock
japanese_seabream,茨城,3,1,pacific_central_stock
japanese_seabream,長崎,3,1,sea_of_japan_west_east_china_sea_stock
japanese_seabream,北海道,3,1,sea_of_japan_north_central_stock
japanese_seabream,香川,3,1,seto_inland_sea_east_stock
japanese_seabream,京都,3,1,sea_of_japan_north_central_stock
japanese_seabream,鹿児島,3,1,sea_of_japan_west_east_china_sea_stock
japanese_seabream,佐賀,3,1,sea_of_japan_west_east_china_sea_stock
japanese_seabream,大阪,3,1,seto_inland_sea_east_stock
japanese_seabream,岡山,3,1,seto_inland_sea_central_west_stock
japanese_seabream,山口,3,1,sea_of_japan_west_east_china_sea_stock
japanese_seabream,岩手,3,1,pacific_central_stock
japanese_seabream,徳島,3,1,seto_inland_sea_east_stock
japanese_seabream,千葉,3,1,pacific_central_stock
japanese_seabream,熊本,3,1,sea_of_japan_west_east_china_sea_stock
japanese_seabream,福井,3,1,sea_of_japan_north_central_stock
japanese_seabream,鳥取,3,1,sea_of_japan_west_east_china_sea_stock
japanese_seabream,愛媛,3,1,seto_inland_sea_central_west_stock
japanese_seabream,神奈川,3,1,pacific_central_stock
japanese_spanish_mackerel,香川,2,1,seto_inland_sea_stock
japanese_spanish_mackerel,愛媛,2,1,seto_inland_sea_stock
japanese_spanish_mackerel,千葉,2,1,seto_inland_sea_stock
japanese_spanish_mackerel,大阪,2,1,seto_inland_sea_stock
japanese_spanish_mackerel,茨城,2,1,seto_inland_sea_stock
japanese_spanish_mackerel,山形,2,1,east_china_sea_stock
japanese_spanish_mackerel,神奈川,2,1,seto_inland_sea_stock
japanese_spanish_mackerel,熊本,2,1,east_china_sea_stock
japanese_spanish_mackerel,大分,2,1,seto_inland_sea_stock
japanese_spanish_mackerel,沖縄,2,1,east_china_sea_stock
japanese_spanish_mackerel,静岡,2,1,seto_inland_sea_stock
japanese_spanish_mackerel,青森,2,1,east_china_sea_stock
japanese_spanish_mackerel,京都,2,1,east_china_sea_stock
japanese_spanish_mackerel,北海道,2,1,east_china_sea_stock
japanese_spanish_mackerel,兵庫,2,1,east_china_sea_stock
japanese_spanish_mackerel,鹿児島,2,1,east_china_sea_stock
japanese_spanish_mackerel,島根,2,1,east_china_sea_stock
japanese_spanish_mackerel,高知,2,1,seto_inland_sea_stock
japanese_spanish_mackerel,徳島,2,1,seto_inland_sea_stock
japanese_spanish_mackerel,佐賀,2,1,east_china_sea_stock
japanese_spanish_mackerel,秋田,2,1,east_china_sea_stock
japanese_spanish_mackerel,福岡,2,1,east_china_sea_stock
japanese_spanish_mackerel,岩手,2,1,seto_inland_sea_stock
japanese_spanish_mackerel,福島,2,1,seto_inland_sea_stock
japanese_spanish_mackerel,三重,2,1,seto_inland_sea_stock
japanese_spanish_mackerel,石川,2,1,east_china_sea_stock
japanese_spanish_mackerel,愛知,2,1,seto_inland_sea_stock
japanese_spanish_mackerel,和歌山,2,1,seto_inland_sea_stock
japanese_spanish_mackerel,宮城,2,1,seto_inland_sea_stock
japanese_spanish_mackerel,岡山,2,1,seto_inland_sea_stock
japanese_spanish_mackerel,鳥取,2,1,east_china_sea_stock
japanese_spanish_mackerel,富山,2,1,east_china_sea_stock
japanese_spanish_mackerel,東京,2,1,seto_inland_sea_stock
japanese_spanish_mackerel,新潟,2,1,east_china_sea_stock
japanese_spanish_mackerel,福井,2,1,east_china_sea_stock
japanese_spanish_mackerel,山口,2,1,east_china_sea_stock
japanese_spanish_mackerel,宮崎,2,1,east_china_sea_stock
japanese_spanish_mackerel,広島,2,1,seto_inland_sea_stock
japanese_spanish_mackerel,長崎,2,1,east_china_sea_stock
mackerel,広島,3,1,pacific_stock
mackerel,鳥取,3,1,tsushima_current_stock
mackerel,福島,3,1,pacific_stock
mackerel,岡山,3,1,pacific_stock
mackerel,京都,3,1,tsushima_current_stock
mackerel,高知,3,1,pacific_stock
mackerel,北海道,3,1,pacific_stock
mackerel,東京,3,1,pacific_stock
mackerel,青森,3,1,pacific_stock
mackerel,愛知,3,1,pacific_stock
mackerel,秋田,3,1,tsushima_current_stock
mackerel,宮崎,3,1,pacific_stock
mackerel,和歌山,3,1,pacific_stock
mackerel,茨城,3,1,pacific_stock
mackerel,宮城,3,1,pacific_stock
mackerel,富山,3,1,tsushima_current_stock
mackerel,石川,3,1,tsushima_current_stock
mackerel,千葉,3,1,pacific_stock
mackerel,大分,3,1,pacific_stock
mackerel,佐賀,3,1,tsushima_current_stock
mackerel,福岡,3,1,tsushima_current_stock
mackerel,鹿児島,3,1,tsushima_current_stock
mackerel,山形,3,1,tsushima_current_stock
mackerel,福井,3,1,tsushima_current_stock
mackerel,新潟,3,1,tsushima_current_stock
mackerel,岩手,3,1,pacific_stock
mackerel,兵庫,3,1,tsushima_current_stock
mackerel,静岡,3,1,pacific_stock
mackerel,長崎,3,1,tsushima_current_stock
mackerel,熊本,3,1,tsushima_current_stock
mackerel,島根,3,1,tsushima_current_stock
mackerel,沖縄,3,1,tsushima_current_stock
mackerel,愛媛,3,1,pacific_stock
mackerel,山口,3,1,tsushima_current_stock
mackerel,徳島,3,1,pacific_stock
mackerel,三重,3,1,pacific_stock
mackerel,神奈川,3,1,pacific_stock
mackerel,香川,3,1,pacific_stock
mackerel,大阪,3,1,pacific_stock
other_fish,茨城,2,1,NA
other_fish,島根,2,1,NA
other_fish,沖縄,2,1,NA
other_fish,高知,2,1,NA
other_fish,福岡,2,1,NA
other_fish,大分,2,1,NA
other_fish,兵庫,2,1,NA
other_fish,鳥取,2,1,NA
other_fish,愛媛,2,1,NA
other_fish,長崎,2,1,NA
other_fish,山形,2,1,NA
other_fish,北海道,2,1,NA
other_fish,京都,2,1,NA
other_fish,和歌山,2,1,NA
other_fish,福井,2,1,NA
other_fish,佐賀,2,1,NA
other_fish,福島,2,1,NA
other_fish,石川,2,1,NA
other_fish,青森,2,1,NA
other_fish,東京,2,1,NA
other_fish,千葉,2,1,NA
other_fish,徳島,2,1,NA
other_fish,大阪,2,1,NA
other_fish,岡山,2,1,NA
other_fish,香川,2,1,NA
other_fish,山口,2,1,NA
other_fish,神奈川,2,1,NA
other_fish,静岡,2,1,NA
other_fish,宮崎,2,1,NA
other_fish,宮城,2,1,NA
other_fish,鹿児島,2,1,NA
other_fish,熊本,2,1,NA
other_fish,三重,2,1,NA
other_fish,秋田,2,1,NA
other_fish,広島,2,1,NA
other_fish,愛知,2,1,NA
other_fish,富山,2,1,NA
other_fish,岩手,2,1,NA
other_fish,新潟,2,1,NA
pollock,熊本,4,1,sea_of_japan_north_stock
pollock,石川,4,1,sea_of_japan_north_stock
pollock,山形,4,1,sea_of_japan_north_stock
pollock,鳥取,4,1,sea_of_japan_north_stock
pollock,千葉,4,1,pacific_stock
pollock,茨城,4,1,pacific_stock
pollock,福島,4,1,pacific_stock
pollock,福井,4,1,sea_of_japan_north_stock
pollock,富山,4,1,sea_of_japan_north_stock
pollock,兵庫,4,1,sea_of_japan_north_stock
pollock,京都,4,1,sea_of_japan_north_stock
pollock,山口,4,1,sea_of_japan_north_stock
pollock,愛媛,4,1,pacific_stock
pollock,北海道,4,1,pacific_stock
pollock,島根,4,1,sea_of_japan_north_stock
pollock,新潟,4,1,sea_of_japan_north_stock
pollock,秋田,4,1,sea_of_japan_north_stock
pollock,神奈川,4,1,pacific_stock
pollock,宮城,4,1,pacific_stock
pollock,佐賀,4,1,sea_of_japan_north_stock
pollock,岩手,4,1,pacific_stock
pollock,福岡,4,1,sea_of_japan_north_stock
pollock,東京,4,1,pacific_stock
pollock,青森,4,1,pacific_stock
pollock,徳島,4,1,pacific_stock
pufferfish,福岡,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,福島,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,島根,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,高知,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,鳥取,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,東京,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,神奈川,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,大阪,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,茨城,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,兵庫,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,長崎,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,和歌山,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,北海道,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,香川,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,富山,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,山口,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,福井,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,三重,2,1,ise_mikawa_bay_stock
pufferfish,佐賀,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,大分,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,岩手,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,沖縄,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,宮崎,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,千葉,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,静岡,2,1,ise_mikawa_bay_stock
pufferfish,山形,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,秋田,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,熊本,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,新潟,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,岡山,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,鹿児島,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,愛知,2,1,ise_mikawa_bay_stock
pufferfish,石川,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,青森,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,広島,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,宮城,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,徳島,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,京都,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
pufferfish,愛媛,2,1,sea_of_japan_east_china_sea_seto_inland_sea_stock
righteye_flounder,愛知,3,1,pacific_north
righteye_flounder,福井,3,1,sea_of_japan_stock
righteye_flounder,三重,3,1,pacific_north
righteye_flounder,和歌山,3,1,pacific_north
righteye_flounder,茨城,3,1,pacific_north
righteye_flounder,富山,3,1,sea_of_japan_stock
righteye_flounder,高知,3,1,pacific_north
righteye_flounder,宮城,3,1,pacific_north
righteye_flounder,静岡,3,1,pacific_north
righteye_flounder,秋田,3,1,sea_of_japan_stock
righteye_flounder,鹿児島,3,1,pacific_north
righteye_flounder,兵庫,3,1,sea_of_japan_stock
righteye_flounder,山形,3,1,sea_of_japan_stock
righteye_flounder,熊本,3,1,sea_of_japan_stock
righteye_flounder,広島,3,1,pacific_north
righteye_flounder,北海道,3,1,hokkaido_north_stock
righteye_flounder,愛媛,3,1,pacific_north
righteye_flounder,鳥取,3,1,sea_of_japan_stock
righteye_flounder,岡山,3,1,pacific_north
righteye_flounder,石川,3,1,sea_of_japan_stock
righteye_flounder,長崎,3,1,sea_of_japan_stock
righteye_flounder,島根,3,1,sea_of_japan_stock
righteye_flounder,千葉,3,1,pacific_north
righteye_flounder,大分,3,1,sea_of_japan_stock
righteye_flounder,東京,3,1,pacific_north
righteye_flounder,佐賀,3,1,sea_of_japan_stock
righteye_flounder,新潟,3,1,sea_of_japan_stock
righteye_flounder,福島,3,1,pacific_north
righteye_flounder,宮崎,3,1,pacific_north
righteye_flounder,徳島,3,1,pacific_north
righteye_flounder,福岡,3,1,sea_of_japan_stock
righteye_flounder,京都,3,1,sea_of_japan_stock
righteye_flounder,沖縄,3,1,sea_of_japan_stock
righteye_flounder,青森,3,1,pacific_north
righteye_flounder,山口,3,1,sea_of_japan_stock
righteye_flounder,香川,3,1,pacific_north
righteye_flounder,神奈川,3,1,pacific_north
righteye_flounder,岩手,3,1,pacific_north
righteye_flounder,大阪,3,1,pacific_north
round_herring,高知,2,1,pacific_stock
round_herring,神奈川,2,1,pacific_stock
round_herring,福岡,2,1,tsushima_current_stock
round_herring,大阪,2,1,pacific_stock
round_herring,鳥取,2,1,tsushima_current_stock
round_herring,京都,2,1,tsushima_current_stock
round_herring,山口,2,1,tsushima_current_stock
round_herring,兵庫,2,1,tsushima_current_stock
round_herring,岡山,2,1,pacific_stock
round_herring,茨城,2,1,pacific_stock
round_herring,長崎,2,1,tsushima_current_stock
round_herring,和歌山,2,1,pacific_stock
round_herring,佐賀,2,1,tsushima_current_stock
round_herring,島根,2,1,tsushima_current_stock
round_herring,秋田,2,1,tsushima_current_stock
round_herring,熊本,2,1,tsushima_current_stock
round_herring,岩手,2,1,pacific_stock
round_herring,青森,2,1,tsushima_current_stock
round_herring,三重,2,1,pacific_stock
