"Fishery","Country","Species","Scientific.x","Time","N","phi_lower","phi_expected","phi_upper","g_lower","g_expected","g_upper","K_lower","K_expected","K_upper","b0_lower","b0_expected","b0_upper","f0_total_lower","f0_total_expected","f0_total_upper","theta_domestic","theta_legal1_lower","theta_legal1_expected","theta_legal1_upper","theta_legal2_lower","theta_legal2_expected","theta_legal2_upper","p1_lower","p1_expected","p1_upper","p2_lower","p2_expected","p2_upper","beta_lower","beta_expected","beta_upper","c1_lower","c1_expected","c1_upper","c2_lower","c2_expected","c2_upper","disc_lower","disc_expected","disc_upper","gamma_p1","gamma_p2","gamma_c1","gamma_c2","lambda","split"
"Japanese seabream sea_of_japan_north_central_stock","Japan","Japanese seabream","Pagrus major",50,1,0.188,0.188,0.188,0.037819517411643,0.037819517411643,0.037819517411643,98143.8888793073,98143.8888793073,98143.8888793073,0.704263040123006,0.704263040123006,0.704263040123006,1.84961924655529,1.84961924655529,1.84961924655529,1,1,1,1,0,0,0,6079.11519704873,6952.03036123416,8406.30791118074,6079.11519704873,6952.03036123416,8406.30791118074,1,1.3,1.5,119325601.276732,313656358.368214,660562397.201648,119325601.276732,313656358.368214,660562397.201648,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Japanese seabream sea_of_japan_west_east_china_sea_stock","Japan","Japanese seabream","Pagrus major",50,1,0.188,0.188,0.188,0.0366237748373805,0.0366237748373805,0.0366237748373805,445920.625218473,445920.625218473,445920.625218473,0.541865495956128,0.541865495956128,0.541865495956128,1.90409118309804,1.90409118309804,1.90409118309804,1,1,1,1,0,0,0,6485.75624619981,7198.57479808521,8576.86722489973,6485.75624619981,7198.57479808521,8576.86722489973,1,1.3,1.5,578426496.064007,1489941161.82754,3111773496.7374,578426496.064007,1489941161.82754,3111773496.7374,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Japanese seabream seto_inland_sea_central_west_stock","Japan","Japanese seabream","Pagrus major",50,1,0.188,0.188,0.188,0.0368212688750316,0.0368212688750316,0.0368212688750316,156038.486913132,156038.486913132,156038.486913132,0.73334275643222,0.73334275643222,0.73334275643222,1.37951198699895,1.37951198699895,1.37951198699895,1,1,1,1,0,0,0,6648.01722938253,7531.7430484925,8435.31637303703,6648.01722938253,7531.7430484925,8435.31637303703,1,1.3,1.5,207469309.889057,544617470.277264,1068038759.98875,207469309.889057,544617470.277264,1068038759.98875,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Japanese seabream seto_inland_sea_east_stock","Japan","Japanese seabream","Pagrus major",50,1,0.188,0.188,0.188,0.0366532229382882,0.0366532229382882,0.0366532229382882,53517.0108598208,53517.0108598208,53517.0108598208,0.988676019831813,0.988676019831813,0.988676019831813,2.06124898651552,2.06124898651552,2.06124898651552,1,1,1,1,0,0,0,6491.91680501259,8718.26216154868,10990.1511131299,6491.91680501259,8718.26216154868,10990.1511131299,1,1.3,1.5,69485596.4309825,216512059.004279,478346621.588005,69485596.4309825,216512059.004279,478346621.588005,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Japanese Spanish mackerel east_china_sea_stock","Japan","Japanese Spanish mackerel","Scomberomorus niphonius",50,1,0.188,0.188,0.188,0.0414266505864112,0.0414266505864112,0.0414266505864112,511402.469236696,511402.469236696,511402.469236696,1.66697679030178,1.66697679030178,1.66697679030178,1.06721996805185,1.06721996805185,1.06721996805185,1,1,1,1,0,0,0,3963.42240634458,5096.79409440413,6551.03403701007,3963.42240634458,5096.79409440413,6551.03403701007,1,1.3,1.5,405380801.046533,1165923165.03577,2562925893.35046,405380801.046533,1165923165.03577,2562925893.35046,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Japanese Spanish mackerel seto_inland_sea_stock","Japan","Japanese Spanish mackerel","Scomberomorus niphonius",50,1,0.188,0.188,0.188,0.0436294850509744,0.0436294850509744,0.0436294850509744,119955.464230469,119955.464230469,119955.464230469,0.805067590782043,0.805067590782043,0.805067590782043,2.79406324501361,2.79406324501361,2.79406324501361,1,1,1,1,0,0,0,6538.72752316955,7809.13952058968,8913.84855775718,6538.72752316955,7809.13952058968,8913.84855775718,1,1.3,1.5,156871219.103669,412556239.557436,797073786.250449,156871219.103669,412556239.557436,797073786.250449,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Japanese spiny lobster single_stock","Japan","Japanese spiny lobster","Panulirus japonicus",50,1,0.188,0.188,0.188,0.0404754405482726,0.0404754405482726,0.0404754405482726,61300.5695170836,61300.5695170836,61300.5695170836,0.556641038487674,0.556641038487674,0.556641038487674,2.13142280907082,2.13142280907082,2.13142280907082,1,1,1,1,0,0,0,30837.582241891,35511.5712356596,40293.160224528,30837.582241891,35511.5712356596,40293.160224528,1,1.3,1.5,378072270.791565,980552588.457041,1911627770.10024,378072270.791565,980552588.457041,1911627770.10024,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Largehead hairtail single_stock","Japan","Largehead hairtail","Trichiurus lepturus",50,1,0.188,0.188,0.188,0.0342179332612555,0.0342179332612555,0.0342179332612555,1159718.80000081,1159718.80000081,1159718.80000081,0.659577809545975,0.659577809545975,0.659577809545975,0.662390302378163,0.662390302378163,0.662390302378163,1,1,1,1,0,0,0,4788.02963980734,5602.56614662268,6878.68562992901,4788.02963980734,5602.56614662268,6878.68562992901,1,1.3,1.5,1110553597.64914,3077921404.14661,6714822774.00212,1110553597.64914,3077921404.14661,6714822774.00212,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Lizardfishes nei single_stock","Japan","Lizardfishes nei","Synodontidae",50,1,0.188,0.188,0.188,0.0410610712771008,0.0410610712771008,0.0410610712771008,548742.094373929,548742.094373929,548742.094373929,0.486656421505171,0.486656421505171,0.486656421505171,0.968280663209694,0.968280663209694,0.968280663209694,1,1,1,1,0,0,0,1792.60738007589,2377.96456193548,2946.7830118077,1792.60738007589,2377.96456193548,2946.7830118077,1,1.3,1.5,196735825.626601,585246115.680658,1242523407.38842,196735825.626601,585246115.680658,1242523407.38842,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Mackerels nei pacific_stock","Japan","Mackerels nei","Scombridae",50,1,0.188,0.188,0.188,0.0352020200698656,0.0352020200698656,0.0352020200698656,24439730.3633162,24439730.3633162,24439730.3633162,0.438183859857577,0.438183859857577,0.438183859857577,2.77337666146949,2.77337666146949,2.77337666146949,1,1,1,1,0,0,0,1206.15203982884,1557.57894336222,1948.81192460882,1206.15203982884,1557.57894336222,1948.81192460882,1,1.3,1.5,5895606126.11613,17880109317.5362,39526269581.6945,5895606126.11613,17880109317.5362,39526269581.6945,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Mackerels nei tsushima_current_stock","Japan","Mackerels nei","Scombridae",50,1,0.188,0.188,0.188,0.0355717164219289,0.0355717164219289,0.0355717164219289,18665174.0176128,18665174.0176128,18665174.0176128,0.367519493529403,0.367519493529403,0.367519493529403,1.42434655118744,1.42434655118744,1.42434655118744,1,1,1,1,0,0,0,1363.55184369905,1940.92167015793,2253.17178347515,1363.55184369905,1940.92167015793,2253.17178347515,1,1.3,1.5,5090186488.93591,16962996549.7443,34719800365.8074,5090186488.93591,16962996549.7443,34719800365.8074,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Neon flying squid single_stock","Japan","Neon flying squid","Ommastrephes bartrami",50,1,0.188,0.188,0.188,0.0423638316043804,0.0423638316043804,0.0423638316043804,1318557.80998207,1318557.80998207,1318557.80998207,1.10487718183235,1.10487718183235,1.10487718183235,0.118402374214617,0.118402374214617,0.118402374214617,1,1,1,1,0,0,0,2186.83177879354,3825.56153984612,5790.70993994943,2186.83177879354,3825.56153984612,5790.70993994943,1,1.3,1.5,576692824.209041,2241247231.99249,5776125932.83166,576692824.209041,2241247231.99249,5776125932.83166,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Octopuses nei single_stock","Japan","Octopuses nei","Octopus spp",50,1,0.188,0.188,0.188,0.0429597274831782,0.0429597274831782,0.0429597274831782,2546046.30805079,2546046.30805079,2546046.30805079,1.41988318493604,1.41988318493604,1.41988318493604,0.522176103284584,0.522176103284584,0.522176103284584,1,1,1,1,0,0,0,5413.89980140292,6169.04547160727,7023.39834366233,5413.89980140292,6169.04547160727,7023.39834366233,1,1.3,1.5,2756807920.30376,6949599584.59969,13433405462.9994,2756807920.30376,6949599584.59969,13433405462.9994,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Okhotsk atka mackerel hokkaido_north","Japan","Okhotsk atka mackerel","Pleurogrammus azonus",50,1,0.188,0.188,0.188,0.0324240653530708,0.0324240653530708,0.0324240653530708,9230806.12829392,9230806.12829392,9230806.12829392,0.43214913313082,0.43214913313082,0.43214913313082,0.330779134030423,0.330779134030423,0.330779134030423,1,1,1,1,0,0,0,1820.93151248509,3587.47740677639,4676.07275908528,1820.93151248509,3587.47740677639,4676.07275908528,1,1.3,1.5,3361733152.93017,15942724179.555,37324194138.5107,3361733152.93017,15942724179.555,37324194138.5107,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Pacific bluefin tuna single_stock_exc_sbf_inc_sml","Japan","Pacific bluefin tuna","Thunnus orientalis",50,1,0.188,0.188,0.188,0.0450400759792458,0.0450400759792458,0.0450400759792458,308638.749200393,308638.749200393,308638.749200393,0.934181598106765,0.934181598106765,0.934181598106765,1.45308502567623,1.45308502567623,1.45308502567623,0.6,1,1,1,0,0,0,12954.9586686895,15665.1783782476,18399.1597702379,12954.9586686895,15665.1783782476,18399.1597702379,1,1.3,1.5,799680447.889424,2109113873.70034,4166315617.05914,799680447.889424,2109113873.70034,4166315617.05914,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Pacific cod hokkaido","Japan","Pacific cod","Gadus macrocephalus",50,1,0.188,0.188,0.188,0.0346955081089225,0.0346955081089225,0.0346955081089225,2108152.83846084,2108152.83846084,2108152.83846084,0.316291715361277,0.316291715361277,0.316291715361277,2.27753487813056,2.27753487813056,2.27753487813056,1,1,1,1,0,0,0,1693.09083379349,2563.52001871975,3073.73315619662,1693.09083379349,2563.52001871975,3073.73315619662,1,1.3,1.5,713858849.406755,2549475243.474,5416701610.09563,713858849.406755,2549475243.474,5416701610.09563,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Pacific cod pacific_north_stock","Japan","Pacific cod","Gadus macrocephalus",50,1,0.188,0.188,0.188,0.0323835437841327,0.0323835437841327,0.0323835437841327,2785713.23575511,2785713.23575511,2785713.23575511,0.160351659695569,0.160351659695569,0.160351659695569,4.21108943305304,4.21108943305304,4.21108943305304,1,1,1,1,0,0,0,3087.92691342354,3836.89510674834,5387.25345290791,3087.92691342354,3836.89510674834,5387.25345290791,1,1.3,1.5,1720415774.75368,5147697173.59105,12985088457.2223,1720415774.75368,5147697173.59105,12985088457.2223,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Pacific cod sea_of_japan_stock","Japan","Pacific cod","Gadus macrocephalus",50,1,0.188,0.188,0.188,0.0324165078605348,0.0324165078605348,0.0324165078605348,377114.557957496,377114.557957496,377114.557957496,0.246242656821915,0.246242656821915,0.246242656821915,3.63756954482157,3.63756954482157,3.63756954482157,1,1,1,1,0,0,0,3412.85778768335,4057.08421386407,5520.59105913074,3412.85778768335,4057.08421386407,5520.59105913074,1,1.3,1.5,257407671.194801,736633423.417188,1800441624.40315,257407671.194801,736633423.417188,1800441624.40315,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Pacific herring single_stock","Japan","Pacific herring","Clupea pallasii",50,1,0.188,0.188,0.188,0.0316572900228774,0.0316572900228774,0.0316572900228774,1046801.07850719,1046801.07850719,1046801.07850719,0.515006447142838,0.515006447142838,0.515006447142838,0.693307584048577,0.693307584048577,0.693307584048577,1,1,1,1,0,0,0,3105.01072524358,4838.31246795685,5777.60219660709,3105.01072524358,4838.31246795685,5777.60219660709,1,1.3,1.5,650065715.192275,2455895715.75957,5292711394.61598,650065715.192275,2455895715.75957,5292711394.61598,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Pacific ocean perch single_stock","Japan","Pacific ocean perch","Sebastes alutus",50,1,0.188,0.188,0.188,0.0350401555172536,0.0350401555172536,0.0350401555172536,1051694.075688,1051694.075688,1051694.075688,0.706108744028535,0.706108744028535,0.706108744028535,0.0691744098989434,0.0691744098989434,0.0691744098989434,1,1,1,1,0,0,0,10676.4222269738,13504.7493395238,14758.9112653537,10676.4222269738,13504.7493395238,14758.9112653537,1,1.3,1.5,2245666001.13042,6680363826.67955,12911123031.1816,2245666001.13042,6680363826.67955,12911123031.1816,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Pacific salmons nei single_stock","Japan","Pacific salmons nei","Oncorhynchus spp",50,1,0.188,0.188,0.188,0.0434586383626835,0.0434586383626835,0.0434586383626835,7608541.94148938,7608541.94148938,7608541.94148938,1.25354154766394,1.25354154766394,1.25354154766394,0.819543610339327,0.819543610339327,0.819543610339327,0.6,1,1,1,0,0,0,3644.68052479831,4589.53738906815,5358.32324549891,3644.68052479831,4589.53738906815,5358.32324549891,1,1.3,1.5,5546140927.2515,15397190559.013,30450580315.8652,5546140927.2515,15397190559.013,30450580315.8652,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Pacific saury single_stock","Japan","Pacific saury","Cololabis saira",50,1,0.188,0.188,0.188,0.0388448968075074,0.0388448968075074,0.0388448968075074,13083466.983192,13083466.983192,13083466.983192,0.480933823898115,0.480933823898115,0.480933823898115,1.13477693389443,1.13477693389443,1.13477693389443,0.6,1,1,1,0,0,0,1491.78315338421,2236.85881756427,3652.71922495803,1491.78315338421,2236.85881756427,3652.71922495803,1,1.3,1.5,3903539126.67686,13346125150.6216,37755083063.1712,3903539126.67686,13346125150.6216,37755083063.1712,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Pufferfishes nei ise_mikawa_bay_stock","Japan","Pufferfishes nei","Takifugu spp",50,1,0.188,0.188,0.188,0.0419080319513353,0.0419080319513353,0.0419080319513353,16025.2792894636,16025.2792894636,16025.2792894636,0.716196727076955,0.716196727076955,0.716196727076955,1.83995865886469,1.83995865886469,1.83995865886469,1,1,1,1,0,0,0,17168.1755210848,23892.2238665646,29370.3118503118,17168.1755210848,23892.2238665646,29370.3118503118,1,1.3,1.5,55024961.5231835,170673844.259444,357988284.965745,55024961.5231835,170673844.259444,357988284.965745,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Pufferfishes nei sea_of_japan_east_china_sea_seto_inland_sea_stock","Japan","Pufferfishes nei","Takifugu spp",50,1,0.188,0.188,0.188,0.038853128148941,0.038853128148941,0.038853128148941,196149.157042463,196149.157042463,196149.157042463,0.766144189521304,0.766144189521304,0.766144189521304,1.94014899781239,1.94014899781239,1.94014899781239,1,1,1,1,0,0,0,5801.42373409322,6925.74425390028,9180.64358125002,5801.42373409322,6925.74425390028,9180.64358125002,1,1.3,1.5,227588875.017704,619468271.679106,1422492092.62203,227588875.017704,619468271.679106,1422492092.62203,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Queen crab okhotsk_stock","Japan","Queen crab","Chionoecetes opilio",50,1,0.188,0.188,0.188,0.0322253076574469,0.0322253076574469,0.0322253076574469,179402.777656213,179402.777656213,179402.777656213,0.596596581460388,0.596596581460388,0.596596581460388,0.70815377849175,0.70815377849175,0.70815377849175,1,1,1,1,0,0,0,3355.40069686411,4503.71468490276,6844.42169907881,3355.40069686411,4503.71468490276,6844.42169907881,1,1.3,1.5,120393641.033403,389704013.806735,1065051648.99734,120393641.033403,389704013.806735,1065051648.99734,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Queen crab sea_of_japan_stock","Japan","Queen crab","Chionoecetes opilio",50,1,0.188,0.188,0.188,0.0383739540044313,0.0383739540044313,0.0383739540044313,239049.225854399,239049.225854399,239049.225854399,0.628050324175334,0.628050324175334,0.628050324175334,1.48838674030141,1.48838674030141,1.48838674030141,1,1,1,1,0,0,0,16514.9567543268,19664.6303415109,29339.218333997,16514.9567543268,19664.6303415109,29339.218333997,1,1.3,1.5,789577525.428138,2151573225.9856,5574692134.50291,789577525.428138,2151573225.9856,5574692134.50291,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Rays and skates nei single_stock","Japan","Rays and skates nei","Rajidae",50,1,0.188,0.188,0.188,0.041625788389406,0.041625788389406,0.041625788389406,278730.628087415,278730.628087415,278730.628087415,1.1471824635326,1.1471824635326,1.1471824635326,0.98252828947271,0.98252828947271,0.98252828947271,1,1,1,1,0,0,0,1730.38579560662,1796.25742936185,1915.67470627804,1730.38579560662,1796.25742936185,1915.67470627804,1,1.3,1.5,96462303.9285946,223634342.641208,407500837.227871,96462303.9285946,223634342.641208,407500837.227871,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Red snow crab single_stock","Japan","Red snow crab","Chionoecetes japonicus",50,1,0.188,0.188,0.188,0.0407523620068393,0.0407523620068393,0.0407523620068393,716180.9975421,716180.9975421,716180.9975421,1.02807431680833,1.02807431680833,1.02807431680833,1.33929853160315,1.33929853160315,1.33929853160315,1,1,1,1,0,0,0,2312.58620749007,3254.39600095269,4827.22301827843,2312.58620749007,3254.39600095269,4827.22301827843,1,1.3,1.5,331246059.396469,1047710565.74752,2666533521.10704,331246059.396469,1047710565.74752,2666533521.10704,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Red-eye round herring pacific_stock","Japan","Red-eye round herring","Etrumeus teres",50,1,0.188,0.188,0.188,0.0409576240521361,0.0409576240521361,0.0409576240521361,2961949.90955398,2961949.90955398,2961949.90955398,1.90428117072406,1.90428117072406,1.90428117072406,0.683432478861347,0.683432478861347,0.683432478861347,1,1,1,1,0,0,0,566.101481365776,987.976233980336,1888.40852741641,566.101481365776,987.976233980336,1888.40852741641,1,1.3,1.5,335352846.305947,1313462714.30087,4303378719.54463,335352846.305947,1313462714.30087,4303378719.54463,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Red-eye round herring tsushima_current_stock","Japan","Red-eye round herring","Etrumeus teres",50,1,0.188,0.188,0.188,0.040072238248652,0.040072238248652,0.040072238248652,1257699.31024785,1257699.31024785,1257699.31024785,1.1697671643819,1.1697671643819,1.1697671643819,1.44731415392365,1.44731415392365,1.44731415392365,1,1,1,1,0,0,0,855.648329697671,1510.97033473629,2353.60343694586,855.648329697671,1510.97033473629,2353.60343694586,1,1.3,1.5,215229662.815097,858565925.49609,2302457353.45192,215229662.815097,858565925.49609,2302457353.45192,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Righteye flounders nei hokkaido_north_stock","Japan","Righteye flounders nei","Pleuronectidae",50,1,0.188,0.188,0.188,0.0350425151289144,0.0350425151289144,0.0350425151289144,2275799.94330927,2275799.94330927,2275799.94330927,0.456299808649963,0.456299808649963,0.456299808649963,1.30558572210882,1.30558572210882,1.30558572210882,1,1,1,1,0,0,0,2187.5529023923,2967.55972411249,3565.34697329735,2187.5529023923,2967.55972411249,3565.34697329735,1,1.3,1.5,995686554.250083,3176500570.10968,6749032685.9738,995686554.250083,3176500570.10968,6749032685.9738,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Righteye flounders nei pacific_north","Japan","Righteye flounders nei","Pleuronectidae",50,1,0.188,0.188,0.188,0.0331574853467994,0.0331574853467994,0.0331574853467994,4149248.62575327,4149248.62575327,4149248.62575327,0.426162962538215,0.426162962538215,0.426162962538215,0.32627832338885,0.32627832338885,0.32627832338885,1,1,1,1,0,0,0,6347.68646457777,6905.52420998823,7684.65916090096,6347.68646457777,6905.52420998823,7684.65916090096,1,1.3,1.5,5267625867.9724,13702051740.4038,27265066324.9267,5267625867.9724,13702051740.4038,27265066324.9267,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Righteye flounders nei sea_of_japan_stock","Japan","Righteye flounders nei","Pleuronectidae",50,1,0.188,0.188,0.188,0.0277954287528122,0.0277954287528122,0.0277954287528122,4129864.93284532,4129864.93284532,4129864.93284532,0.352243141184568,0.352243141184568,0.352243141184568,0.891627827634842,0.891627827634842,0.891627827634842,1,1,1,1,0,0,0,4971.91632186406,5565.0046423776,6333.36153968323,4971.91632186406,5565.0046423776,6333.36153968323,1,1.3,1.5,4106668573.34154,11587862519.591,24427933152.3504,4106668573.34154,11587862519.591,24427933152.3504,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Rudderfish single_stock","Japan","Rudderfish","Centrolophus niger",50,1,0.188,0.188,0.188,0.0355865915715971,0.0355865915715971,0.0355865915715971,178989.00462615,178989.00462615,178989.00462615,0.894871449467297,0.894871449467297,0.894871449467297,1.97840575792959,1.97840575792959,1.97840575792959,1,1,1,1,0,0,0,4634.82550981963,5078.57707947014,5408.31104754519,4634.82550981963,5078.57707947014,5408.31104754519,1,1.3,1.5,165916560.923701,425575336.315214,799002429.813472,165916560.923701,425575336.315214,799002429.813472,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Sandlances nei ise_mikawa_bay_stock","Japan","Sandlances nei","Ammodytidae",50,1,0.188,0.188,0.188,0.0403944261127886,0.0403944261127886,0.0403944261127886,482130.467448703,482130.467448703,482130.467448703,0.540463280492227,0.540463280492227,0.540463280492227,0.989242581509257,0.989242581509257,0.989242581509257,1,1,1,1,0,0,0,351.283311598024,1509.12769644983,4341.45466527226,351.283311598024,1509.12769644983,4341.45466527226,1,1.3,1.5,33872877.4455367,327935249.985265,1621595046.10684,33872877.4455367,327935249.985265,1621595046.10684,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Sandlances nei sea_of_japan_stock","Japan","Sandlances nei","Ammodytidae",50,1,0.188,0.188,0.188,0.0325926193972786,0.0325926193972786,0.0325926193972786,177067.42772636,177067.42772636,177067.42772636,0.363964676398103,0.363964676398103,0.363964676398103,0.0252919178877511,0.0252919178877511,0.0252919178877511,1,1,1,1,0,0,0,4750,6308.5377652111,7500,4750,6308.5377652111,7500,1,1.3,1.5,168214056.340042,536939771.965275,1145364167.158,168214056.340042,536939771.965275,1145364167.158,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Sandlances nei sendai_bay_stock","Japan","Sandlances nei","Ammodytidae",50,1,0.188,0.188,0.188,0.0347096318497501,0.0347096318497501,0.0347096318497501,1280115.46502132,1280115.46502132,1280115.46502132,0.418322922267827,0.418322922267827,0.418322922267827,0.580780240691759,0.580780240691759,0.580780240691759,1,1,1,1,0,0,0,1602.27272727273,2610.81021065263,5165.625,1602.27272727273,2610.81021065263,5165.625,1,1.3,1.5,410218819.47274,1576461658.54966,5526501583.85842,410218819.47274,1576461658.54966,5526501583.85842,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Sandlances nei seto_inland_sea_east_stock","Japan","Sandlances nei","Ammodytidae",50,1,0.188,0.188,0.188,0.0353205380642366,0.0353205380642366,0.0353205380642366,1479554.99913277,1479554.99913277,1479554.99913277,0.47186800751247,0.47186800751247,0.47186800751247,1.37314377409393,1.37314377409393,1.37314377409393,1,1,1,1,0,0,0,1541.57590993826,3249.07784733382,5987.01682107693,1541.57590993826,3249.07784733382,5987.01682107693,1,1.3,1.5,456169268.818362,2255677489.66482,7338904216.25693,456169268.818362,2255677489.66482,7338904216.25693,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Sandlances nei soya_strait","Japan","Sandlances nei","Ammodytidae",50,1,0.188,0.188,0.188,0.0339350480885273,0.0339350480885273,0.0339350480885273,2402453.13032962,2402453.13032962,2402453.13032962,0.39209918903949,0.39209918903949,0.39209918903949,0.560737792496675,0.560737792496675,0.560737792496675,1,1,1,1,0,0,0,299.452673242833,678.443814897015,2457.23684210527,299.452673242833,678.443814897015,2457.23684210527,1,1.3,1.5,143884202.443564,774048616.252402,4989775317.40255,143884202.443564,774048616.252402,4989775317.40255,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Sea cucumbers nei single_stock","Japan","Sea cucumbers nei","Holothuroidea",50,1,0.188,0.188,0.188,0.0724060713509135,0.0724060713509135,0.0724060713509135,1172561.4318264,1172561.4318264,1172561.4318264,2.30469541706181,2.30469541706181,2.30469541706181,0.132087862240221,0.132087862240221,0.132087862240221,1,1,1,1,0,0,0,5469.8856775561,5980.64356267716,6863.7539239333,5469.8856775561,5980.64356267716,6863.7539239333,1,1.3,1.5,1282755396.40037,2653047330.56406,4657073595.58562,1282755396.40037,2653047330.56406,4657073595.58562,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Sea urchins nei single_stock","Japan","Sea urchins nei","Strongylocentrotus spp",50,1,0.188,0.188,0.188,0.0413097315733702,0.0413097315733702,0.0413097315733702,804644.02565113,804644.02565113,804644.02565113,1.40901313711899,1.40901313711899,1.40901313711899,0.457122694326011,0.457122694326011,0.457122694326011,1,1,1,1,0,0,0,9760.45330130895,15687.0763284278,67834.4662000324,9760.45330130895,15687.0763284278,67834.4662000324,1,1.3,1.5,1570738087.30902,5650983729.84382,41814922800.942,1570738087.30902,5650983729.84382,41814922800.942,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Skipjack tuna single_stock","Japan","Skipjack tuna","Katsuwonus pelamis",50,1,0.188,0.188,0.188,0.0413922557001597,0.0413922557001597,0.0413922557001597,12274113.8433678,12274113.8433678,12274113.8433678,0.809362428384989,0.809362428384989,0.809362428384989,1.44585026485361,1.44585026485361,1.44585026485361,0.6,1,1,1,0,0,0,2813.1090144039,3762.88254150584,5500.12293926141,2813.1090144039,3762.88254150584,5500.12293926141,1,1.3,1.5,6905684059.31953,20664697338.3883,51666171343.0717,6905684059.31953,20664697338.3883,51666171343.0717,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Smelts nei pacific_stock","Japan","Smelts nei","Osmerus spp, Hypomesus spp",50,1,0.188,0.188,0.188,0.0378531016014576,0.0378531016014576,0.0378531016014576,59928.6857667309,59928.6857667309,59928.6857667309,0.814749300379832,0.814749300379832,0.814749300379832,0.876843957890958,0.876843957890958,0.876843957890958,1,1,1,1,0,0,0,1663.80494505494,2965.60974885919,4473.75263233092,1663.80494505494,2965.60974885919,4473.75263233092,1,1.3,1.5,19941928.7458661,81679351.5636187,214565191.40161,19941928.7458661,81679351.5636187,214565191.40161,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Smelts nei sea_of_japan_stock","Japan","Smelts nei","Osmerus spp, Hypomesus spp",50,1,0.188,0.188,0.188,0.0392652576060134,0.0392652576060134,0.0392652576060134,243476.919773284,243476.919773284,243476.919773284,0.764878484724072,0.764878484724072,0.764878484724072,0.86121082774252,0.86121082774252,0.86121082774252,1,1,1,1,0,0,0,2096.25819045911,2681.32995041391,3420.83417418999,2096.25819045911,2681.32995041391,3420.83417418999,1,1.3,1.5,102078097.4525,296755987.89264,654468695.763666,102078097.4525,296755987.89264,654468695.763666,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
