"X","IdOrig","Fishery","SciName","CommName","SpeciesCat","SpeciesCatName","Res1","year","catch","BvBmsy","LogBvBmsy","YearsBack","ScaledCatch","ScaledCatch1Back","ScaledCatch2Back","ScaledCatch3Back","ScaledCatch4Back","MaxCatch","TimeToMaxCatch","InitialScaledCatchSlope","MeanScaledCatch","CatchToRollingMax","MaxLength","AgeMat","VonBertK","Temp","b_to_k_ratio","regression_LogBvBmsy","BvBmsySD","model","model_number","model_worked","res","Value","id","MSY","phi","r","k","MSYLogSd","gLogSd","KLogSd","CatchMSYBvBmsy","CatchMSYBvBmsy_LogSd","FvFmsy","Biomass","BMSY","B_over_K"
5024,"Japan-97","Trouts nei single_stock","Salmo spp","Trouts nei",23,"Salmons, trouts, smelts","Medium",1995,24980.5,0.824076780884438,0.0944986067077346,21,0.335976167419841,0.406054981708629,0.34510167850226,0.306353561437487,0.297866903378524,74352,6,0.0560764049002428,0.3678695467299,0.335976167419841,NA,NA,NA,NA,0.4,0.0944986067077346,0.0757378536304542,"M6",6,TRUE,"Medium",1,"Japan-97",16013.6144642762,0.188005801001991,0.0391770510932682,1021874.67008127,0.121732376574237,0.317695540289201,0.196512747771647,0.824076780884438,0.298844330883867,1.89297152299743,336826.707939697,408732.190680338,0.329616456696113
5025,"Japan-97","Trouts nei single_stock","Salmo spp","Trouts nei",23,"Salmons, trouts, smelts","Medium",1996,31144.5,0.788543168324471,0.153306663385305,20,0.418879115558425,0.335976167419841,0.406054981708629,0.34510167850226,0.306353561437487,74352,6,0.0560764049002428,0.3678695467299,0.418879115558425,NA,NA,NA,NA,0.4,0.153306663385305,0.0759305024245558,"M6",6,TRUE,"Medium",1,"Japan-97",16013.6144642762,0.188005801001991,0.0391770510932682,1021874.67008127,0.121732376574237,0.317695540289201,0.196512747771647,0.788543168324471,0.298844330883867,2.46641709043767,322302.976635276,408732.190680338,0.315403626366082
5026,"Japan-97","Trouts nei single_stock","Salmo spp","Trouts nei",23,"Salmons, trouts, smelts","Medium",1997,15894.75,0.765825073277236,-0.0456334032417703,19,0.213777033570045,0.418879115558425,0.335976167419841,0.406054981708629,0.34510167850226,74352,6,0.0560764049002428,0.3678695467299,0.213777033570045,NA,NA,NA,NA,0.4,-0.0456334032417703,0.0766630868911912,"M6",6,TRUE,"Medium",1,"Japan-97",16013.6144642762,0.188005801001991,0.0391770510932682,1021874.67008127,0.121732376574237,0.317695540289201,0.196512747771647,0.765825073277236,0.298844330883867,1.2960887827183,313017.359878535,408732.190680338,0.30631678134623
5027,"Japan-97","Trouts nei single_stock","Salmo spp","Trouts nei",23,"Salmons, trouts, smelts","Medium",1998,24981.25,0.742759661106174,0.0179273949503378,18,0.335986254572843,0.213777033570045,0.418879115558425,0.335976167419841,0.406054981708629,74352,6,0.0560764049002428,0.3678695467299,0.335986254572843,NA,NA,NA,NA,0.4,0.0179273949503378,0.0768077429381126,"M6",6,TRUE,"Medium",1,"Japan-97",16013.6144642762,0.188005801001991,0.0391770510932682,1021874.67008127,0.121732376574237,0.317695540289201,0.196512747771647,0.742759661106174,0.298844330883867,2.10027657102723,303589.783432912,408732.190680338,0.297091015485067
5028,"Japan-97","Trouts nei single_stock","Salmo spp","Trouts nei",23,"Salmons, trouts, smelts","Medium",1999,17105.75,0.739485772623992,-0.0591143927371427,17,0.230064423283839,0.335986254572843,0.213777033570045,0.418879115558425,0.335976167419841,74352,6,0.0560764049002428,0.3678695467299,0.230064423283839,NA,NA,NA,NA,0.4,-0.0591143927371427,0.0769673662435817,"M6",6,TRUE,"Medium",1,"Japan-97",16013.6144642762,0.188005801001991,0.0391770510932682,1021874.67008127,0.121732376574237,0.317695540289201,0.196512747771647,0.739485772623992,0.298844330883867,1.44451790487442,302251.639821546,408732.190680338,0.295781516727006
5029,"Japan-97","Trouts nei single_stock","Salmo spp","Trouts nei",23,"Salmons, trouts, smelts","Medium",2000,25610.75,0.716031814224079,0.0168163633446775,16,0.344452738325802,0.230064423283839,0.335986254572843,0.213777033570045,0.418879115558425,74352,6,0.0560764049002428,0.3678695467299,0.344452738325802,NA,NA,NA,NA,0.4,0.0168163633446775,0.0771406535148087,"M6",6,TRUE,"Medium",1,"Japan-97",16013.6144642762,0.188005801001991,0.0391770510932682,1021874.67008127,0.121732376574237,0.317695540289201,0.196512747771647,0.716031814224079,0.298844330883867,2.23357535665605,292665.252024625,408732.190680338,0.286400339095742
5030,"Japan-97","Trouts nei single_stock","Salmo spp","Trouts nei",23,"Salmons, trouts, smelts","Medium",2001,10168.5,0.712317036114216,-0.132027377567973,15,0.136761620400258,0.344452738325802,0.230064423283839,0.335986254572843,0.213777033570045,74352,6,0.0560764049002428,0.3678695467299,0.136761620400258,NA,NA,NA,NA,0.4,-0.132027377567973,0.0774133048089103,"M6",6,TRUE,"Medium",1,"Japan-97",16013.6144642762,0.188005801001991,0.0391770510932682,1021874.67008127,0.121732376574237,0.317695540289201,0.196512747771647,0.712317036114216,0.298844330883867,0.891444260729156,291146.902629889,408732.190680338,0.284914492113533
5031,"Japan-97","Trouts nei single_stock","Salmo spp","Trouts nei",23,"Salmons, trouts, smelts","Medium",2002,26573.25,0.686793672532358,0.0155281827150336,14,0.35739791801162,0.136761620400258,0.344452738325802,0.230064423283839,0.335986254572843,74352,6,0.0560764049002428,0.3678695467299,0.35739791801162,NA,NA,NA,NA,0.4,0.0155281827150336,0.0778521304318976,"M6",6,TRUE,"Medium",1,"Japan-97",16013.6144642762,0.188005801001991,0.0391770510932682,1021874.67008127,0.121732376574237,0.317695540289201,0.196512747771647,0.686793672532358,0.298844330883867,2.41617852278337,280714.682319545,408732.190680338,0.274705588208014
5032,"Japan-97","Trouts nei single_stock","Salmo spp","Trouts nei",23,"Salmons, trouts, smelts","Medium",2003,22901.5,0.667675679222143,0.0185629313543589,13,0.308014579298472,0.35739791801162,0.136761620400258,0.344452738325802,0.230064423283839,74352,6,0.0560764049002428,0.3678695467299,0.308014579298472,NA,NA,NA,NA,0.4,0.0185629313543589,0.0778164902317531,"M6",6,TRUE,"Medium",1,"Japan-97",16013.6144642762,0.188005801001991,0.0391770510932682,1021874.67008127,0.121732376574237,0.317695540289201,0.196512747771647,0.667675679222143,0.298844330883867,2.14194839474286,272900.543032449,408732.190680338,0.267058721605014
5033,"Japan-97","Trouts nei single_stock","Salmo spp","Trouts nei",23,"Salmons, trouts, smelts","Medium",2004,13291.75,0.648132406866822,-0.133975905850821,12,0.178767887884657,0.308014579298472,0.35739791801162,0.136761620400258,0.344452738325802,74352,6,0.0560764049002428,0.3678695467299,0.178767887884657,NA,NA,NA,NA,0.4,-0.133975905850821,0.0779309866748175,"M6",6,TRUE,"Medium",1,"Japan-97",16013.6144642762,0.188005801001991,0.0391770510932682,1021874.67008127,0.121732376574237,0.317695540289201,0.196512747771647,0.648132406866822,0.298844330883867,1.28064588648964,264912.578509596,408732.190680338,0.25924175074085
